address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,floors,furnishing_sell,house_type,land_feature,land_type,length,living_size,price,price_m2,property_back_condition,property_legal_document,property_road_condition,property_status,region,rooms,size,toilets,type_real_estate,unitnumber,ward,width
"2, Tl 768B, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,,Thành phố Biên Hòa,,KP4B,Tây,,,,,Mặt tiền,Đất thổ cư,23 m,,1550000,13.478 đ/m2,,Đã có sổ,,,Đồng Nai,,115 m2,,Căn hộ/Chung cư,225,Phường Trảng Dài,5 m
"Sec Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,2,,2,Hoàn thiện cơ bản,Nhà mặt phố,,,23 m,115 m²,4890000000,"42,52 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,4 phòng,115 m²,3 phòng,Nhà ở,,Phường Phú Hòa,5 m
"Đường NE8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,Nhà mặt phố,,,30 m,150 m²,2300000000,"15,33 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,6 phòng,150 m²,6 phòng,Đất,,Phường Thới Hòa,5 m
"Lái Thiêu, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà mặt phố,,,135 m,180 m²,5000000000,"83,33 triệu/m²",,Đã có sổ,,,Bình Dương,4 phòng,60 m²,3 phòng,Căn hộ/Chung cư,,Phường Lái Thiêu,45 m
"Bình Chuẩn 01, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Đông Bắc,,,,Nhà ngõ,,,10 m,,960000000,24 triệu/m²,,Đang chờ sổ,Hẻm xe hơi,,Bình Dương,2 phòng,40 m²,2 phòng,Nhà ở,,Phường Bình Chuẩn,4 m
"bình hoà, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà mặt phố,,,19 m,170 m²,3350000000,"34,9 triệu/m²",,Đã có sổ,,,Bình Dương,4 phòng,96 m²,3 phòng,Đất,,Phường Bình Hòa,5 m
"Đường Nguyễn Tri Phương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,,Nội thất đầy đủ,Nhà ngõ,,,21 m,110 m²,3200000000,"29,09 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,110 m²,1 phòng,Đất,,Phường An Bình,5 m
"Bình Chuẩn 17, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Đông Nam,,,,Nhà ngõ,,,12 m,48 m²,1175000000,"24,48 triệu/m²",,Giấy tờ khác,,,Bình Dương,2 phòng,48 m²,2 phòng,Đất,,Phường Bình Chuẩn,4 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,3,Hoàn thiện cơ bản,Nhà mặt phố,,,20 m,190 m²,2989000000,"29,89 triệu/m²",,Đã có sổ,,,Bình Dương,4 phòng,100 m²,4 phòng,Đất,,Phường Tân Bình,5 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,,,Nhà mặt phố,,,25 m,226 m²,2660000000,"23,54 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,113 m²,2 phòng,Đất,,Phường Tân Bình,4 m
"Đường ĐT 741, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,Ô9-LÔC1,Đông Bắc,,,Nội thất đầy đủ,Nhà phố liền kề,,,16 m,80 m²,1600000000,20 triệu/m²,Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,80 m²,1 phòng,Đất,3700,Phường Chánh Phú Hòa,5 m
"129, 17, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Đông,,,,Nhà ngõ,,,13 m,104 m²,1160000000,"22,31 triệu/m²",,Giấy tờ khác,Hẻm xe hơi,,Bình Dương,2 phòng,52 m²,2 phòng,Đất,,Phường Bình Chuẩn,4 m
"Đường ĐT 743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,Lô B,,,3,Hoàn thiện cơ bản,Nhà mặt phố,,,15 m,164 m²,1400000000,"21,54 triệu/m²",,Đã có sổ,,,Bình Dương,4 phòng,65 m²,3 phòng,Đất,B01,Phường Bình Chuẩn,5 m
"Đường Chiêu Liêu, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,,,Nhà ngõ,,,10 m,80 m²,1300000000,"32,5 triệu/m²",,Giấy tờ khác,,,Bình Dương,2 phòng,40 m²,2 phòng,Đất,,Phường Tân Đông Hiệp,4 m
"Đường Chiêu Liêu, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,,,Nhà ngõ,,,10 m,80 m²,1300000000,"32,5 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,40 m²,2 phòng,Đất,,Phường Tân Đông Hiệp,4 m
"Đường Số 3, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,Nam,,,,Nhà phố liền kề,,,15 m,120 m²,2186000000,"36,43 triệu/m²",,,,,Bình Dương,2 phòng,60 m²,2 phòng,Đất,,Phường Tân Phước Khánh,4 m
"Dt, Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,Nhà phố liền kề,,,12 m,80 m²,850000000,"17,71 triệu/m²",,,,,Bình Dương,3 phòng,48 m²,2 phòng,Đất,,Phường Thái Hòa,4 m
"Đường Nguyễn Văn Tiết, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Tây Nam,,,,Nhà mặt phố,,,16 m,60 m²,1900000000,"27,94 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,1 phòng,68 m²,1 phòng,Đất,,Phường Hiệp Thành,4 m
"Đường ĐT 743, Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,Nhà phố liền kề,,,11 m,50 m²,850000000,17 triệu/m²,,Đang chờ sổ,,,Bình Dương,2 phòng,50 m²,2 phòng,Đất,,Phường Thái Hòa,5 m
"Đường Huỳnh Văn Lũy, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông Nam,,2,Nội thất đầy đủ,Nhà mặt phố,,,13.6 m,240 m²,6200000000,"77,5 triệu/m²",,1,,,Bình Dương,4 phòng,80 m²,5 phòng,Đất,,,5 m
"Đường ĐT 743, Phường Bình Chuẩn, Bình Dương",,,,,,Đông Nam,,,Bàn giao thô,Nhà phố liền kề,,,10 m,40 m²,1050000000,"26,25 triệu/m²",,Đang chờ sổ,Hẻm xe hơi,,Bình Dương,2 phòng,40 m²,2 phòng,Đất,,Phường Bình Chuẩn,40 m
"Đường ĐT 768, Xã Thạnh Phú, Huyện Vĩnh Cửu, ",,,Huyện Vĩnh Cửu,,,,,,,,,Đất thổ cư,20 m,,1000000000,10 triệu/m2,,1,Hẻm xe hơi,,,,100 m2,,Căn hộ/Chung cư,,Xã Thạnh Phú,5 m
"Long Đức, Xã Long Đức, Huyện Long Thành, Đồng Nai",,,Huyện Long Thành,,,Đông Bắc,,,,,,Đất nông nghiệp,100 m,,8000000000,4 triệu/m2,,Đã có sổ,Hẻm xe hơi,,Đồng Nai,,2000 m2,,Nhà ở,,Xã Long Đức,200 m
"Đường ĐT 769, Xã Lộc An, Huyện Long Thành, Đồng Nai",,,Huyện Long Thành,,,,,,,,Mặt tiền,Đất nền dự án,20 m,,2200000000,22 triệu/m2,,Đã có sổ,,,Đồng Nai,,100 m2,,Nhà ở,,Xã Lộc An,5 m
"Phú Hòa, Xã Phú Hòa, Huyện Định Quán, Đồng Nai",,,Huyện Định Quán,,,,,,,,,Đất thổ cư,160 m,,450000000,45.000 đ/m2,,Đã có sổ,Hẻm xe hơi,,Đồng Nai,,10000 m2,,Đất,,Xã Phú Hòa,58 m
"Phú Lợi, Xã Phú Lợi, Huyện Định Quán, Đồng Nai",,,Huyện Định Quán,,,Tây Bắc,,,,,,Đất nông nghiệp,100 m,,1400000000,100.000 đ/m2,,Đã có sổ,Hẻm xe hơi,,Đồng Nai,,14000 m2,,Đất,,Xã Phú Lợi,140 m
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Tp Hồ Chí Minh",Căn góc,1,,Nam,C,Đông,9,,Nội thất cao cấp,,,,,,550000000,"6,47 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,85 m²,2 phòng,Đất,10,Thị trấn Tân Túc,
"Đường 17, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,A,,26,,Nội thất đầy đủ,,,,,,2300000000,"28,05 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,82 m²,1 phòng,Căn hộ/Chung cư,,Phường Tân Hưng,
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Thủ Đức,Đông Nam,B,Tây Bắc,10,,Nội thất đầy đủ,,,,,,1170000000,"30,79 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,38 m²,1 phòng,Căn hộ/Chung cư,B16,Phường Tam Bình,
"192 đường Phạm Đức Sơn, phường 16, quận 8, Phường 6, Quận 8, Tp Hồ Chí Minh",,1,Quận 8,,"A,B",,,,,,,,,,1500000000,25 triệu/m²,,1,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,2 phòng,Nhà ở,,Phường 6,
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,11,,4,,Nội thất đầy đủ,,,,,,2590000000,"36,48 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,71 m²,2 phòng,Đất,,Phường Tân Phong,
"Đường Nguyễn Văn Linh, Phường 7, Quận 8, ",Căn góc,1,Quận 8,,,,,,Nội thất cao cấp,,,,,,1500000000,"26,79 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,,2 phòng,56 m²,2 phòng,Đất,,Phường 7,
"Đường Xa Lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Thủ Đức,Tây Nam,C,Đông,,,,,,,,,1580000000,"29,81 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,53 m²,2 phòng,Căn hộ/Chung cư,,Phường Tam Bình,
"119, Đường Bình Long, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,1,Quận Tân Phú,,,,,,,,,,,,1850000000,"28,91 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,64 m²,2 phòng,Căn hộ/Chung cư,,Phường Phú Thạnh,
"Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,,,,,Hoàn thiện cơ bản,,,,,,3200000000,"44,44 triệu/m²",,Đã có sổ,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,72.5 m²,,Căn hộ/Chung cư,,Phường Tân Phú,
"KDC Phong Phú 4, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",,1,Huyện Bình Chánh,,,,,,Hoàn thiện cơ bản,,,,,,2080000000,32 triệu/m²,,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,Nhà ở,,Xã Phong Phú,
"207A xa lộ Hà Nội, Phường Phước Long B, ",,1,,Bắc,c,Nam,9,,,,,,,,1000000000,"21,74 triệu/m²",,1,,Đã bàn giao,,2 phòng,46 m²,1 phòng,Đất,C 0809,Phường Phước Long B,
"90A, 90A  Đường Lý thường Kiệt, Phường 14, Quận 10, Tp Hồ Chí Minh",,Chung cư,Quận 10,,,,,,,,,,,,2250000000,"39,47 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,57 m²,1 phòng,Đất,,Phường 14,
"Đường 16, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,,,,,,Nội thất cao cấp,,,,,,5300000000,"67,09 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,79 m²,,Đất,,Phường Phú Mỹ,
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Thủ Đức,Nam,B,Tây Nam,8,,,,,,,,1250000000,"32,89 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,38 m²,1 phòng,Căn hộ/Chung cư,B1,Phường Tam Bình,
"Đường Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh",,1,Quận Thủ Đức,,b,Đông Nam,10,,,,,,,,2750000000,"36,67 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,75 m²,2 phòng,Căn hộ/Chung cư,,Phường Linh Tây,
"336/20 Đường Nguyễn Văn Luông, Phường 12, Quận 6, Hồ Chí Minh, Phường 12, Quận 6, Tp Hồ Chí Minh",1,1,Quận 6,,,,5,,Hoàn thiện cơ bản,,,,,,3900000000,"43,33 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,90.55 m²,2 phòng,Căn hộ/Chung cư,,Phường 12,
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Căn góc,Chung cư,Huyện Nhà Bè,Đông,A,Tây,14,,Nội thất cao cấp,,,,,,3200000000,"34,78 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,92 m²,2 phòng,Nhà ở,1404,Xã Phước Kiển,
"Đỗ Xuân Hợp, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",,1,Quận 9,,,Nam,,,2,,,,,,1170000000,"29,25 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,40 m²,1 phòng,Nhà ở,,Phường Phú Hữu,
"xã Xuân Bắc, Xã Xuân Bắc, Huyện Xuân Lộc, Đồng Nai",,,Huyện Xuân Lộc,,,,,,,,Mặt tiền,Đất nông nghiệp,,,3100000000,774.806 đ/m2,,Đã có sổ,,,Đồng Nai,,4001 m2,,Đất,,Xã Xuân Bắc,
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 12,Nam,,Tây,,,,,,,,,2200000000,"27,85 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,79 m²,2 phòng,Đất,,Phường Thạnh Xuân,
"Nguyễn Xiển, ",,1,,,S5.03,,29,,Hoàn thiện cơ bản,,,,,,1500000000,50 triệu/m²,,Đang chờ sổ,,Đã bàn giao,,1 phòng,30 m²,1 phòng,Đất,15,,
"Đường Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",,Chung cư,Quận 8,,,,,,Hoàn thiện cơ bản,,,,,,1970000000,"26,27 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,75 m²,2 phòng,Đất,,Phường 7,
"Đường Xa lộ Đại Hàn, ",Căn góc,1,,Đông Bắc,C,Đông Nam,9,,,,,,,,1200000000,30 triệu/m²,,1,,Đã bàn giao,,1 phòng,40 m²,1 phòng,Đất,C8,,
"Đường Phạm Văn Đồng, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh",,Chung cư,Quận Thủ Đức,,,Đông Nam,,,,,,,,,2200000000,"39,29 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,56 m²,2 phòng,Căn hộ/Chung cư,,Phường Linh Tây,
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Quận 12, ",,1,Quận 12,,P4,,6,,,,,,,,2088000000,"36,63 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,,2 phòng,57 m²,1 phòng,Căn hộ/Chung cư,14,,
"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,1,Quận Tân Phú,,,,,,,,,,,,2500000000,"30,49 triệu/m²",,1,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,82 m²,2 phòng,Căn hộ/Chung cư,,Phường Phú Thọ Hòa,
"1436, Trịnh Quang Nghị, Phường 7, Quận 8, Tp Hồ Chí Minh",,1,Quận 8,7,,Đông Nam,,,Hoàn thiện cơ bản,,,,,,1620000000,"31,76 triệu/m²",,Giấy tờ khác,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,51 m²,,Nhà ở,,Phường 7,
"Số 102, Số 102 Đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",,Chung cư,Quận Thủ Đức,,,,,,,,,,,,2850000000,"40,14 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,71 m²,2 phòng,Nhà ở,,Phường Bình Thọ,
"KDC Phong Phú 4, Đường Trịnh Quang Nghị, Xã Phong Phú, Bình Chánh, Hồ Chí Minh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",,Chung cư,Huyện Bình Chánh,,,,,,Nội thất cao cấp,,,,,,1880000000,"36,15 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,52.2 m²,1 phòng,Nhà ở,,Xã Phong Phú,
"49, 49 Đường Lê Quang Kim, Phường 8, Quận 8, Tp Hồ Chí Minh",,Chung cư,Quận 8,,,,,,,,,,,,2220000000,"45,31 triệu/m²",,,,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,49 m²,1 phòng,Đất,,Phường 8,
"Số 96, Số 96 Đường Lũy Bán Bích, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Tân Phú,Nam,C,Bắc,,,Hoàn thiện cơ bản,,,,,,1820000000,"29,35 triệu/m²",,Đang chờ sổ,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,62 m²,2 phòng,Đất,,Phường Tân Thới Hòa,
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Thủ Đức,Tây Nam,C,Đông Bắc,22,,,,,,,,1600000000,"30,77 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,52 m²,2 phòng,Đất,C16,Phường Tam Bình,
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,Chung cư,Quận 12,,block P3A,,9,,,,,,,,2100000000,"36,84 triệu/m²",,Giấy tờ khác,,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,57 m²,1 phòng,Đất,17,Phường Thạnh Xuân,
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",,1,Quận 8,,,,,,,,,,,,2900000000,"42,65 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,68 m²,2 phòng,Đất,,Phường 6,
"47, 47 Đường Lương Minh Nguyệt, Quận Tân Phú, Tp Hồ Chí Minh",,1,Quận Tân Phú,,,,,,,,,,,,2400000000,"36,92 triệu/m²",,Đang chờ sổ,,,Tp Hồ Chí Minh,2 phòng,65 m²,1 phòng,Căn hộ/Chung cư,,,
"Đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",,Chung cư,Quận Thủ Đức,Đông Nam,,Tây,,,Nội thất cao cấp,,,,,,2900000000,"43,28 triệu/m²",,Giấy tờ khác,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,67.28 m²,2 phòng,Căn hộ/Chung cư,,Phường Trường Thọ,
"Số 628, Số 628 Đường Xa Lộ Hà Nội, Phường An Phú, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,T2,Đông Nam,1,,Nội thất cao cấp,,,,,,7000000000,"52,24 triệu/m²",,Đã có sổ,,Đã bàn giao,Tp Hồ Chí Minh,4 phòng,134 m²,3 phòng,Căn hộ/Chung cư,,Phường An Phú,
"146, 146 Đường Nguyễn Văn Trỗi, Phường 8, Quận Phú Nhuận, ",,Officetel,Quận Phú Nhuận,Nam,A,Đông,2,,Nội thất đầy đủ,,,,,,2800000000,"71,79 triệu/m²",,1,,Đã bàn giao,,1 phòng,39 m²,1 phòng,Nhà ở,,Phường 8,
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh",,1,Quận 8,Bắc,,3,,,Hoàn thiện cơ bản,,,,,,2400000000,"32,88 triệu/m²",,Đang chờ sổ,,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,73 m²,2 phòng,Nhà ở,,Phường 16,
"Đường ĐT 769, Xã Lộ 25, Huyện Thống Nhất, Đồng Nai",,,Huyện Thống Nhất,,,,,,,,,Đất thổ cư,,,960000000,"5,52 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Đồng Nai,,174 m2,,Đất,,Xã Lộ 25,
"Đường Ấp 5, Xã An Viễn, Đồng Nai",,,,,Ấp 6 An Viễn,Nam,,,,,Mặt tiền,Đất thổ cư,61 m,,2185000000,"3,56 triệu/m2",,1,,,Đồng Nai,,613 m2,,Đất,,Xã An Viễn,10 m
"Ấp 1, Đường Quốc Lộ 51, Xã Tân Hiệp, Huyện Long Thành, Đồng Nai",,,Huyện Long Thành,,M6-06-28,Tây,,,,,,Đất nền dự án,,,77000000,"19,25 triệu/m2",,Đã có sổ,,,Đồng Nai,,4.8 m2,,Đất,M6-06-28-13--19,Xã Tân Hiệp,
"nguyễn thái học, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",,,Thành phố Biên Hòa,,,Nam,,,,,,Đất thổ cư,8 m,,429000000,"10,73 triệu/m2",,Giấy tờ khác,Hẻm xe hơi,,Đồng Nai,,40 m2,,Đất,,Phường Trảng Dài,5 m
"Đường Quốc Lộ 20, Huyện Định Quán, Đồng Nai",,,Huyện Định Quán,,,,,,,,Mặt tiền,Đất nông nghiệp,500 m,,13000000000,325.000 đ/m2,,Đã có sổ,,,Đồng Nai,,40000 m2,,Đất,,,100 m
"Đường Nguyễn Hải, Xã An Phước, Huyện Long Thành, Đồng Nai",,,Huyện Long Thành,,,,,,,,,Đất nền dự án,,,5000000000,"35,71 triệu/m2",,Đang chờ sổ,,,Đồng Nai,,140 m2,,Đất,,Xã An Phước,7.5 m
"Đường Lý Thái Tổ, Xã Phú Hữu, Đồng Nai",,,,,,,,,,,,Đất thổ cư,23.6 m,,2650000000,"22,46 triệu/m2",,Đã có sổ,,,Đồng Nai,,118 m2,,Đất,,Xã Phú Hữu,5 m
"Đường Nguyễn Hải, Xã An Phước, Huyện Long Thành, Đồng Nai",,,Huyện Long Thành,,,,,,,,,Đất thổ cư,,,1650000000,"16,5 triệu/m2",,Đang chờ sổ,,,Đồng Nai,,100 m2,,Đất,,Xã An Phước,
"Đường ĐT 768, Xã Thiện Tân, Huyện Vĩnh Cửu, Đồng Nai",,,Huyện Vĩnh Cửu,,,Đông,,,,,Mặt tiền,Đất thổ cư,24 m,,700000000,"5,83 triệu/m2",,Đang chờ sổ,,,Đồng Nai,,120 m2,,Đất,,Xã Thiện Tân,5 m
"Tay Hòa, Xã Tây Hoà, Huyện Trảng Bom, Đồng Nai",,,Huyện Trảng Bom,,,,,,,,,Đất nông nghiệp,66 m,,1200000000,"1,2 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Đồng Nai,,1000 m2,,Đất,,Xã Tây Hoà,15 m
"Đường Tỉnh lộ 769, Xã Bình Sơn, Huyện Long Thành, Đồng Nai",,,Huyện Long Thành,,A'39,Đông Nam,,,,,Mặt tiền,Đất nền dự án,22 m,,590000000,"5,36 triệu/m2",,Đã có sổ,Hẻm xe hơi,,Đồng Nai,,110 m2,,Đất,,Xã Bình Sơn,6 m
"Đường 25C, Xã Phú Hội, Huyện Nhơn Trạch, Đồng Nai",,,Huyện Nhơn Trạch,,,,,,,,,Đất thổ cư,20 m,,1150000000,"11,5 triệu/m2",,Đã có sổ,,,Đồng Nai,,100 m2,,Đất,,Xã Phú Hội,5 m
"Đường Quốc lộ 1A, Xã Hưng Lộc, Huyện Thống Nhất, Đồng Nai",,,Huyện Thống Nhất,,,,,,,,Mặt tiền,Đất thổ cư,110 m,,14000000000,7 triệu/m2,,Đã có sổ,,,Đồng Nai,,2000 m2,,Nhà ở,,Xã Hưng Lộc,18 m
"Đường 14, Xã Long Đức, Huyện Long Thành, Đồng Nai",,,Huyện Long Thành,,,Đông Nam,,,,,Mặt tiền,Đất thổ cư,31 m,,2600000000,"11,66 triệu/m2",,Đã có sổ,,,Đồng Nai,,223 m2,,Căn hộ/Chung cư,,Xã Long Đức,7 m
"Quốc Lộ 1, Phường Tân Hòa, ",,,,,,,,,,,Mặt tiền,Đất thổ cư,16 m,,2000000000,"31,75 triệu/m2",Nở hậu,1,Hẻm xe hơi,,,,63 m2,,Nhà ở,,Phường Tân Hòa,4 m
"đường Ấp 8 xuân tây, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai",,,Huyện Cẩm Mỹ,,,,,,,,Mặt tiền,Đất thổ cư,58 m,,690000000,476.190 đ/m2,,Đã có sổ,,,Đồng Nai,,1449 m2,,Đất,,Xã Xuân Tây,22 m
"Đường Tỉnh Lộ 765, Xã Xuân Tây, Huyện Cẩm Mỹ, ",,,Huyện Cẩm Mỹ,,,,,,,,,Đất nông nghiệp,56 m,,850000000,708.333 đ/m2,,1,Hẻm xe hơi,,,,1200 m2,,Nhà ở,,Xã Xuân Tây,19 m
"Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",,,Thành phố Biên Hòa,,,Tây,,,,,,Đất thổ cư,13.25 m,,1930000000,"31,64 triệu/m2",,Đã có sổ,,,Đồng Nai,,61 m2,,Đất,,Phường Tân Hiệp,4.8 m
"Hưng Bình 1, Xã Hưng Thịnh, Huyện Trảng Bom, Đồng Nai",,,Huyện Trảng Bom,,,,,,,,,Đất nông nghiệp,41 m,,930000000,913.555 đ/m2,,Đã có sổ,,,Đồng Nai,,1018 m2,,Đất,,Xã Hưng Thịnh,25 m
"Đường Tỉnh lộ 769, Xã Bình Sơn, Huyện Long Thành, Đồng Nai",,,Huyện Long Thành,,Tái định cư sân bay,,,,,,Mặt tiền,Đất thổ cư,25 m,,3150000000,"25,2 triệu/m2",,1,,,Đồng Nai,,125 m2,,Đất,,Xã Bình Sơn,5 m
