address,area,block,direction,land_feature,land_type,length,price,price_m2,property_back_condition,property_legal_document,property_road_condition,region,size,ward,width
"ẤP 1, Đường ĐT 768, Xã Trị An, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Đất nông nghiệp,325 m,27000000000,"1,38 triệu/m2",,Đã có sổ,,Đồng Nai,19541 m2,Xã Trị An,56 m
"Tờ 3, Thửa 110, Đường 768, Xã Trị An, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,Mặt tiền,Đất nông nghiệp,,27000000000,"1,38 triệu/m2",,Đã có sổ,,Đồng Nai,19541 m2,Xã Trị An,
"Đường Phước Bình, Xã Phước Bình, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất nông nghiệp,80 m,2557000000,"2,24 triệu/m2",,Đã có sổ,,Đồng Nai,1141 m2,Xã Phước Bình,14 m
"Đường Quốc Lộ 20, Xã Nam Cát Tiên, Huyện Tân Phú, Đồng Nai",Huyện Tân Phú,,,,Đất nông nghiệp,,1080000000,36.000 đ/m2,,Đang chờ sổ,,Đồng Nai,30000 m2,Xã Nam Cát Tiên,200 m
"Đường Quốc Lộ 51, Xã Tam An, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Tây Bắc,Mặt tiền,Đất thổ cư,36 m,19000000,106.741 đ/m2,,Đã có sổ,,Đồng Nai,178 m2,Xã Tam An,5 m
"Đường Quốc Lộ 20||17298, Thị trấn Định Quán, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,21 m,790000000,"6,22 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,127 m2,Thị trấn Định Quán,6 m
"tổ 21 khu phố Tân Mai 2, Đường Nam Cao, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,M,,,Đất nông nghiệp,20 m,560000000,"4,67 triệu/m2",,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,120 m2,Phường Phước Tân,5 m
"108, Xã Ngọc Định, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất nông nghiệp,22 m,750000000,737.463 đ/m2,,Đã có sổ,,Đồng Nai,1017 m2,Xã Ngọc Định,46 m
"Đường Nguyễn Hoàng, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Đông,,Đất nông nghiệp,39 m,800000000,778.967 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,1027 m2,Xã Sông Trầu,30 m
"Đường Quốc Lộ 20, Xã Túc Trưng, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,,Đất nông nghiệp,,1200000000,120.000 đ/m2,,Đã có sổ,,Đồng Nai,10000 m2,Xã Túc Trưng,
"Đường Quốc Lộ 20, Thị trấn Định Quán, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất thổ cư,48 m,4500000000,"1,5 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,3000 m2,Thị trấn Định Quán,64 m
"Đường Phước Bình, Xã Phước Bình, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,Mặt tiền,Đất thổ cư,74 m,3500000000,"3,38 triệu/m2",Nở hậu,Đã có sổ,,Đồng Nai,1034 m2,Xã Phước Bình,13.5 m
"Đường D11, Xã Hố Nai 3, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,Đất thổ cư,28 m,1500000000,"6,67 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,225 m2,Xã Hố Nai 3,8 m
"Đường Ngô Quyền, Xã Xuân Tâm, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Đông Bắc,,Đất thổ cư,,1015000000,507.500 đ/m2,Nở hậu,Đã có sổ,,Đồng Nai,2000 m2,Xã Xuân Tâm,
"Đường Quốc Lộ 20, Thị trấn Định Quán, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,,Đất thổ cư,48 m,4500000000,"1,5 triệu/m2",,Đã có sổ,,Đồng Nai,3000 m2,Thị trấn Định Quán,64 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,Mặt tiền,Đất thổ cư,23 m,1280000000,"11,13 triệu/m2",,Giấy tờ khác,,Đồng Nai,115 m2,Phường Trảng Dài,5 m
"107, Đường Quốc Lộ 20, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,Mặt tiền,Đất nông nghiệp,150 m,320000000,35.674 đ/m2,Nở hậu,Đã có sổ,,Đồng Nai,8970 m2,Xã Phú Ngọc,60 m
"Đường Bùi Hữu Nghĩa, Phường Tân Hạnh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,Mặt tiền,Đất thổ cư,20 m,1400000000,14 triệu/m2,,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,100 m2,Phường Tân Hạnh,5 m
"lẻ 4, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,,Đất thổ cư,100 m,2400000000,"1,41 triệu/m2",,Đã có sổ,,Đồng Nai,1700 m2,Xã Phú Ngọc,15 m
"Đường Đồng Khởi, Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Đất nông nghiệp,20 m,3350000000,"2,27 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,1477 m2,Xã Tân Bình,72 m
"ấp 8, Đường Phùng Hưng, Xã An Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,Ấp 8,,,Đất nông nghiệp,20 m,950000000,"9,5 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,100 m2,Xã An Phước,5 m
"Đường Quốc Lộ 51, Xã Long Đức, Huyện Long Thành, Đồng Nai",Huyện Long Thành,Diamond,Đông,Mặt tiền,Đất nền dự án,20 m,2900000000,29 triệu/m2,,Đã có sổ,,Đồng Nai,100 m2,Xã Long Đức,5 m
"Xuân Lập, Phường Xuân Lập, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Đông,Mặt tiền,Đất thổ cư,20 m,1300000000,13 triệu/m2,,Đã có sổ,,Đồng Nai,100 m2,Phường Xuân Lập,5 m
"Việt Kiều 1, Xã Xuân Hiệp, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Nam,Mặt tiền,Đất thổ cư,32 m,750000000,"4,69 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,160 m2,Xã Xuân Hiệp,5 m
"Bàu Cạn, Xã Bàu Cạn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất thổ cư,48 m,1800000000,"1,8 triệu/m2",,Đã có sổ,,Đồng Nai,1000 m2,Xã Bàu Cạn,21 m
"Đường Huỳnh Văn Nghệ, Xã Xuân Tâm, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,,Đất nông nghiệp,43 m,800000000,500.000 đ/m2,,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,1600 m2,Xã Xuân Tâm,38 m
"Đường Hùng Vương, Xã Phước Khánh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,,1750000000,"1,75 triệu/m2",,Đã có sổ,,Đồng Nai,1000 m2,Xã Phước Khánh,
"Đường Quốc Lộ 51, Xã Long Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông Nam,Mặt tiền,Đất thổ cư,100 m,16800000000,"5,6 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,3000 m2,Xã Long Phước,30 m
"Đường Nguyễn Hữu Cảnh, Xã Long Tân, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,Mặt tiền,Đất thổ cư,,8700000000,"2,74 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,3177 m2,Xã Long Tân,30 m
"Đường Hùng Vương, Xã Phú Đông, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất thổ cư,20 m,2450000000,"22,48 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,109 m2,Xã Phú Đông,5 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,Mặt tiền,Đất thổ cư,20 m,2200000000,"15,94 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,138 m2,Phường Trảng Dài,5 m
"Đường D10, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,khu 4,Đông Nam,Mặt tiền,Đất thổ cư,20000 m,2550000000,"25,5 triệu/m2",,Đã có sổ,,Đồng Nai,100 m2,Xã Long Hưng,5000 m
"Đường Bùi Hữu Nghĩa, Phường Tân Hạnh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,Mặt tiền,Đất thổ cư,14 m,1690000000,26 triệu/m2,,Đã có sổ,,Đồng Nai,65 m2,Phường Tân Hạnh,4 m
"Đường Quốc Lộ 20, Xã Phú Ngọc, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,,Đất nông nghiệp,,1800000000,138.461 đ/m2,,Đã có sổ,,Đồng Nai,13000 m2,Xã Phú Ngọc,
"Đường Tỉnh Lộ 768, Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Đất nông nghiệp,79 m,1300000000,539.419 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,2410 m2,Xã Bình Lợi,33 m
"Đường Bắc Sơn - Long Thành, Xã An Viễn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Nam,,Đất nông nghiệp,20 m,320000000,"2,67 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,120 m2,Xã An Viễn,6 m
"đường số 1, Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,khu làng bưởi,Tây,Mặt tiền,Đất thổ cư,24 m,2400000000,"10,13 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,237 m2,Xã Tân Bình,10 m
"Trần Hưng Đạo, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Khu 4,,Mặt tiền,Đất thổ cư,20 m,2800000000,28 triệu/m2,,Đã có sổ,,Đồng Nai,100 m2,Xã Long Hưng,5 m
"1, Đường Trần Văn Xã, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,Mặt tiền,Đất thổ cư,22 m,1640000000,"12,42 triệu/m2",,Đã có sổ,,Đồng Nai,132 m2,Phường Trảng Dài,6 m
"Đường Phạm Thái Bường, Xã Phước Khánh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,,3030000000,700.902 đ/m2,,Đã có sổ,,Đồng Nai,4323 m2,Xã Phước Khánh,
"kp4, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,Mặt tiền,Đất nông nghiệp,22 m,1700000000,"12,88 triệu/m2",,Đã có sổ,,Đồng Nai,132 m2,Phường Trảng Dài,6 m
"Đường ĐT 767, Xã Vĩnh Tân, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Tây,,Đất nông nghiệp,20 m,260000000,"1,3 triệu/m2",Nở hậu,Đã có sổ,,Đồng Nai,200 m2,Xã Vĩnh Tân,4.5 m
"Đường Hương lộ 10, Xã Sông Nhạn, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,Bắc,Mặt tiền,Đất nông nghiệp,100 m,5500000000,470.085 đ/m2,,Đã có sổ,,Đồng Nai,11700 m2,Xã Sông Nhạn,117 m
"Đường ĐT 763, Xã Ngọc Định, Huyện Định Quán, Đồng Nai",Huyện Định Quán,,,,Đất nông nghiệp,,3250000,660 đ/m2,,,Hẻm xe hơi,Đồng Nai,4922 m2,Xã Ngọc Định,
"Châu văn lồng, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Đất thổ cư,11 m,1500000000,"24,59 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,61 m2,Phường Long Bình Tân,6 m
"Đường Phùng Hưng, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,Mặt tiền,Đất thổ cư,17 m,1450000000,"8,73 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,166 m2,Phường Tam Phước,10 m
"Đường Phùng Hưng, Xã An Viễn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,Mặt tiền,Đất thổ cư,23 m,2200000000,"9,57 triệu/m2",,Đã có sổ,,Đồng Nai,230 m2,Xã An Viễn,10 m
"bàu cạn, Xã Bàu Cạn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất thổ cư,50 m,2950000000,"2,93 triệu/m2",,Đã có sổ,,Đồng Nai,1008 m2,Xã Bàu Cạn,20 m
"Đường Quang Tiến, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,Mặt tiền,Đất thổ cư,23 m,1280000000,"10,94 triệu/m2",,Đã có sổ,,Đồng Nai,117 m2,Thị trấn Trảng Bom,5 m
"Lý Nam Đế, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Nam,Mặt tiền,Đất thổ cư,20 m,4000000000,40 triệu/m2,,Đã có sổ,,Đồng Nai,100 m2,Thị trấn Trảng Bom,5 m
"Đường Tỉnh lộ 766, Xã Suối Cao, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Nam,Mặt tiền,Đất nông nghiệp,120 m,5500000000,835.231 đ/m2,,Đã có sổ,,Đồng Nai,6585 m2,Xã Suối Cao,90 m
"Lavender DT 768, Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Tây Bắc,Mặt tiền,Đất nền dự án,18 m,123456789,"1,37 triệu/m2",,Đã có sổ,,Đồng Nai,90 m2,Xã Tân Bình,5 m
"Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Khang Thịnh,Đông Nam,Mặt tiền,Đất nền dự án,21 m,1950000000,"18,57 triệu/m2",,Đã có sổ,,Đồng Nai,105 m2,Phường Phước Tân,5 m
"Đường Vành Đai 3, Xã Vĩnh Thanh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,40 m,1000000000,1 triệu/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,1000 m2,Xã Vĩnh Thanh,25 m
"Long Đức 2, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,Đất thổ cư,18 m,870000000,"9,67 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,90 m2,Phường Tam Phước,5 m
"280, Phú Hòa - Gia Canh, Xã Phú Hòa, Huyện Định Quán, Đồng Nai",Huyện Định Quán,15,,Mặt tiền,Đất thổ cư,84 m,2250000000,"1,34 triệu/m2",,Đã có sổ,,Đồng Nai,1678 m2,Xã Phú Hòa,20.4 m
"Đường 767, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,Đất nền dự án,20 m,645000,3.225 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,200 m2,Xã Bắc Sơn,10 m
"Đường ĐT 769, Xã Long Đức, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất nền dự án,,4077000000,27 triệu/m2,,Đã có sổ,,Đồng Nai,151 m2,Xã Long Đức,
"Đường Dương Diên Nghệ, Phường Tam Phước, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,Mặt tiền,Đất nông nghiệp,24 m,1841000000,"3,5 triệu/m2",Nở hậu,Đã có sổ,,Đồng Nai,526 m2,Phường Tam Phước,22 m
"Khu Phố 1, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,Mặt tiền,Đất thổ cư,21 m,123456789,"1,4 triệu/m2",,Đã có sổ,,Đồng Nai,88 m2,Phường Long Bình Tân,4 m
"A1, Xã Hưng Lộc, Huyện Thống Nhất, Đồng Nai",Huyện Thống Nhất,,,,Đất thổ cư,,700000000,87.500 đ/m2,,Đã có sổ,,Đồng Nai,8000 m2,Xã Hưng Lộc,
"19/5, Xã Sông Thao, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,Mặt tiền,Đất nông nghiệp,50 m,950000,475 đ/m2,,Đã có sổ,,Đồng Nai,2000 m2,Xã Sông Thao,40 m
"Đ4, Ấp 2, Xã Sông Nhạn, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,46,,Mặt tiền,Đất thổ cư,27 m,11000000,79.710 đ/m2,Nở hậu,Đã có sổ,,Đồng Nai,138 m2,Xã Sông Nhạn,5 m
"Đường Bàu Cạn, Xã Bàu Cạn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Nam,,Đất nông nghiệp,50 m,2500000000,"8,47 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,295 m2,Xã Bàu Cạn,6 m
"Đường Nguyễn Hoàng, Xã Cây Gáo, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,Mặt tiền,Đất thổ cư,20 m,670000000,"6,7 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,100 m2,Xã Cây Gáo,5 m
"Đường Hồ Thị Hương, Phường Xuân An, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,Mặt tiền,Đất nông nghiệp,34 m,8000000000,"17,54 triệu/m2",,Đã có sổ,,Đồng Nai,456 m2,Phường Xuân An,15 m
"Đường ĐT 767, Thị trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Đất thổ cư,17.7 m,680000000,"7,73 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,88 m2,Thị trấn Vĩnh An,5 m
"Đường Quốc lộ 1A, Xã Xuân Hòa, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,Mặt tiền,Đất thổ cư,64 m,2145000000,"6,09 triệu/m2",,Đã có sổ,,Đồng Nai,352 m2,Xã Xuân Hòa,5.5 m
"762, Thị trấn Vĩnh An, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Đất thổ cư,50 m,630000000,"2,86 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,220 m2,Thị trấn Vĩnh An,5 m
"Đường Bàu Sen, Phường Bàu Sen, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,,,Đất nông nghiệp,58 m,6000000000,1 triệu/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,6000 m2,Phường Bàu Sen,110 m
"QL1A, Xã Xuân Hưng, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Đông Bắc,Mặt tiền,Đất thổ cư,60 m,6800000000,"5,67 triệu/m2",,Đã có sổ,,Đồng Nai,1200 m2,Xã Xuân Hưng,20 m
"Đường ĐT 767, Xã Vĩnh Tân, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,Mặt tiền,Đất nông nghiệp,22 m,350000000,"2,33 triệu/m2",,Đã có sổ,,Đồng Nai,150 m2,Xã Vĩnh Tân,31 m
"Đường Phạm Thái Bường, Xã Phước Khánh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,,11900000000,"2,28 triệu/m2",,Đã có sổ,,Đồng Nai,5215 m2,Xã Phước Khánh,
"Đường ĐT 765, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,,Mặt tiền,Đất nông nghiệp,52 m,4700000000,"5,66 triệu/m2",,Đã có sổ,,Đồng Nai,830 m2,Xã Xuân Tây,16 m
"trong, Phường Xuân Tân, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây Bắc,Mặt tiền,Đất thổ cư,21 m,2000000000,"13,42 triệu/m2",,Đã có sổ,,Đồng Nai,149 m2,Phường Xuân Tân,7 m
"Ấp Bến Cam, Đường 319, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,Mặt tiền,Đất nông nghiệp,21 m,850000000,"8,1 triệu/m2",,Đã có sổ,,Đồng Nai,105 m2,Xã Phước Thiền,5 m
"Đường Ấp 7, Xã An Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Đất thổ cư,21 m,1170000000,"11,04 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,106 m2,Xã An Phước,5 m
"đường suối lớn, Xã Xuân Hưng, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,Mặt tiền,Đất nông nghiệp,,2800000000,280.000 đ/m2,,Đã có sổ,,Đồng Nai,10000 m2,Xã Xuân Hưng,
"Đường Hùng Vương, Xã Phú Đông, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,,5027000000,11 triệu/m2,Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,457 m2,Xã Phú Đông,12 m
"Đường Quốc lộ 1A, Xã Xuân Định, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,Mặt tiền,Đất thổ cư,142 m,6000000000,"2,07 triệu/m2",,Đã có sổ,,Đồng Nai,2898 m2,Xã Xuân Định,12 m
"Đường Hương Lộ 6, Xã Bình Lợi, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Đông,,Đất nông nghiệp,50 m,2200000000,"2,2 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,1000 m2,Xã Bình Lợi,20 m
"9999, Xã Thiện Tân, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Nam,,Đất thổ cư,20 m,1650000000,"16,5 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,100 m2,Xã Thiện Tân,5 m
"Đường N2, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,Mặt tiền,Đất nền dự án,20 m,4150000000,"18,86 triệu/m2",,Đã có sổ,,Đồng Nai,220 m2,Thị trấn Trảng Bom,11 m
"Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,khu 2,Đông Bắc,Mặt tiền,Đất thổ cư,20 m,2280000000,"22,8 triệu/m2",,Đang chờ sổ,,Đồng Nai,100 m2,Phường Phước Tân,5 m
"Đường Tỉnh lộ 16, Xã Trị An, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,Mặt tiền,Đất thổ cư,20 m,185000000,"1,85 triệu/m2",,Đã có sổ,,Đồng Nai,100 m2,Xã Trị An,5 m
"Lô 66, Xã Xuân Hòa, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,,Đất nông nghiệp,,970000000,399.176 đ/m2,,Đã có sổ,,Đồng Nai,2430 m2,Xã Xuân Hòa,
"Xuân Hiệp - Gia Lào, Thị trấn Gia Ray, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,,Mặt tiền,Đất công nghiệp,76 m,1350000000,"1,5 triệu/m2",,Đã có sổ,,Đồng Nai,900 m2,Thị trấn Gia Ray,10 m
"Đường Dẫn vào sân bay, Xã Long An, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,Mặt tiền,Đất nông nghiệp,,5000000,3.333 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,1500 m2,Xã Long An,
"Huỳnh thúc kháng, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất thổ cư,23 m,400000000,"3,42 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,117 m2,Xã Phước An,5 m
"sông nhạn, Xã Sông Nhạn, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,,,Đất nông nghiệp,39 m,950000000,633.333 đ/m2,,,,Đồng Nai,1500 m2,Xã Sông Nhạn,68 m
"Đê Ông Kèo, Xã Phước Khánh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,40 m,850000,850 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,1000 m2,Xã Phước Khánh,25 m
"ấp 10- ấp 12, Xã Xuân Tây, Huyện Cẩm Mỹ, Đồng Nai",Huyện Cẩm Mỹ,,Tây Bắc,,Đất thổ cư,56 m,2800000000,933.333 đ/m2,,Đã có sổ,Hẻm xe hơi,Đồng Nai,3000 m2,Xã Xuân Tây,54 m
"Dân Sinh, Xã Mã Đà, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Đất nông nghiệp,1111 m,2000000000,166.666 đ/m2,,Giấy tờ khác,Hẻm xe hơi,Đồng Nai,12000 m2,Xã Mã Đà,1111 m
"Đường Quốc lộ 1A, Xã Xuân Phú, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Nam,,Đất thổ cư,228 m,4600000000,898.788 đ/m2,,Đã có sổ,,Đồng Nai,5118.4 m2,Xã Xuân Phú,24.16 m
"Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,Mặt tiền,Đất thổ cư,20 m,2080000000,"20,8 triệu/m2",,Đã có sổ,,Đồng Nai,100 m2,Phường Phước Tân,5 m
"đất, Đường Tỉnh lộ 769, Xã Hưng Lộc, Huyện Thống Nhất, Đồng Nai",Huyện Thống Nhất,,,Mặt tiền,Đất nông nghiệp,31 m,4550000000,"5,35 triệu/m2",,Đã có sổ,,Đồng Nai,850 m2,Xã Hưng Lộc,32 m
"đường song phương, Xã Phước Thái, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,Mặt tiền,Đất thổ cư,19 m,1650000000,"17,37 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Đồng Nai,95 m2,Xã Phước Thái,5 m
"Đường Hùng Vương, Xã Vĩnh Thanh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,Đất nông nghiệp,,5000000000,"1,83 triệu/m2",,Đã có sổ,Hẻm xe hơi,Đồng Nai,2727 m2,Xã Vĩnh Thanh,
"143, Đường Võ Thị Sáu, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Đất thổ cư,14 m,5200000000,"18,31 triệu/m2",,,Hẻm xe hơi,Đồng Nai,284 m2,Phường Thống Nhất,20 m
"Đường Lê A, Xã Bình Lộc, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây Nam,Mặt tiền,Đất thổ cư,17 m,1400000000,"13,59 triệu/m2",,Đã có sổ,,Đồng Nai,103 m2,Xã Bình Lộc,6.5 m
