address,area,block,direction,floors,furnishing_sell,house_type,land_type,length,living_size,price,price_m2,property_legal_document,property_road_condition,region,rooms,size,toilets,ward,width
"Đường Hương lộ 2, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà biệt thự,,22 m,,23000000000,"63,19 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,4 phòng,364 m²,5 phòng,Xã Long Hưng,15 m
"nguyễn văn lung, Phường Hoá An, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,15 m,437 m²,1800000000,"4,12 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,437 m²,1 phòng,Phường Hoá An,29 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai",Thành phố Biên Hòa,SUNHARBOR 1,Tây Nam,2,Bàn giao thô,Nhà mặt phố,,20 m,256 m²,15500000000,"129,17 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,120 m²,3 phòng,Xã Long Hưng,6 m
"Đường Nguyễn Hoàng, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Đông Nam,,Nội thất đầy đủ,Nhà ngõ,,20 m,100 m²,1350000000,"13,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,1 phòng,Xã Sông Trầu,5 m
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà biệt thự,,30 m,323 m²,20500000000,"37,96 triệu/m²",,,Đồng Nai,4 phòng,540 m²,,Xã Đại Phước,18 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,3,Hoàn thiện cơ bản,Nhà mặt phố,,22 m,,7800000000,"46,43 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,168 m²,4 phòng,Xã Long Hưng,7 m
"Đường Hàn Thuyên, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,,Nhà ngõ,,29 m,,8700000000,"31,64 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,4 phòng,275.9 m²,2 phòng,Phường An Bình,5.3 m
"Đường ĐT 768, Xã Tân Bình, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,Hoàn thiện cơ bản,Nhà mặt phố,,15 m,75 m²,1100000000,"14,67 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,75 m²,2 phòng,Xã Tân Bình,5 m
"Đường Hùng Vương, Xã Phú Hội, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà ngõ,,18 m,100 m²,1190000000,"18,31 triệu/m²",,,Đồng Nai,2 phòng,65 m²,1 phòng,Xã Phú Hội,3 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,Nội thất cao cấp,Nhà mặt phố,,23 m,175 m²,2900000000,"25,22 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,115 m²,2 phòng,Phường Trảng Dài,5 m
"2801/4, Đường Quốc Lộ 20, Xã Phú Bình, Huyện Tân Phú, Đồng Nai",Huyện Tân Phú,,,,,Nhà mặt phố,,50 m,,6000000000,10 triệu/m²,,,Đồng Nai,2 phòng,600 m²,1 phòng,Xã Phú Bình,12 m
"Đường ĐT 768B, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,1,Nội thất đầy đủ,Nhà mặt phố,,17 m,100 m²,1440000000,"19,2 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,75 m²,2 phòng,Phường Trảng Dài,5 m
"Đường Tỉnh lộ 769, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,Sunrise,,,Bàn giao thô,Nhà biệt thự,,15 m,178 m²,5800000000,"55,24 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,105 m²,3 phòng,Thị trấn Long Thành,7 m
"Đường ĐT 769, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Đông Bắc,,Bàn giao thô,Nhà phố liền kề,,15 m,178 m²,5700000000,"54,29 triệu/m²",Giấy tờ khác,,Đồng Nai,3 phòng,105 m²,3 phòng,Thị trấn Long Thành,7 m
"2286, Hẻm 3 Phạm Thái Bường, Xã Phước Khánh, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,Đông,,,Nhà ngõ,,25 m,100 m²,800000000,8 triệu/m²,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,1 phòng,Xã Phước Khánh,4 m
"Đường bê tông, Xã Xuân Định, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Đông,,,Nhà mặt phố,,45 m,451 m²,2600000000,"5,76 triệu/m²",,,Đồng Nai,2 phòng,451 m²,1 phòng,Xã Xuân Định,10 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Hoàn thiện cơ bản,Nhà mặt phố,,,200 m²,7600000000,"69,09 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,110 m²,4 phòng,Xã Long Hưng,
"Đường Thân Nhân Trung, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,1,Nội thất đầy đủ,Nhà ngõ,,24 m,240 m²,3650000000,"15,21 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,240 m²,1 phòng,Phường Trảng Dài,10 m
"58, Đường ĐT 767, Xã Bắc Sơn, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,Khu phân lô.lô góc,Tây Bắc,,,Nhà ngõ,,20 m,100 m²,850000000,"8,5 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,1 phòng,Xã Bắc Sơn,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Sun Harbor 1,Đông,3,Bàn giao thô,Nhà biệt thự,,21 m,448.6 m²,29000000000,"115,08 triệu/m²",Đã có sổ,,Đồng Nai,4 phòng,252 m²,4 phòng,Xã Long Hưng,12 m
"xa lộ 2, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,3,Hoàn thiện cơ bản,Nhà phố liền kề,,20 m,220 m²,8500000000,"65,38 triệu/m²",,Hẻm xe hơi,Đồng Nai,3 phòng,130 m²,5 phòng,Xã Long Hưng,6.5 m
"Đường Phạm Văn Thuận, Phường Tân Mai, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,3,,Nhà mặt phố,,50 m,1000 m²,62000000000,"110,32 triệu/m²",Đã có sổ,,Đồng Nai,10 phòng,562 m²,5 phòng,Phường Tân Mai,7 m
"Đường 30/4, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà ngõ,,13 m,30 m²,870000000,"21,22 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,41 m²,1 phòng,Phường Quyết Thắng,4 m
"tổ7,kp.suối chồn.p.bảo vinh,, D3, Phường Bảo Vinh, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây,,,Nhà mặt phố,,20 m,100 m²,2560000000,"25,6 triệu/m²",,,Đồng Nai,4 phòng,100 m²,4 phòng,Phường Bảo Vinh,5 m
"Đường Hoàng Diệu, Phường Xuân Thanh, Thành phố Long Khánh, Đồng Nai",Thành phố Long Khánh,,Tây,2,Nội thất đầy đủ,Nhà ngõ,,,,2150000000,"30,71 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,70 m²,2 phòng,Phường Xuân Thanh,
"Đường Bàu Cạn, Xã Bàu Cạn, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà mặt phố,,,,2789000000,"2,1 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,1328 m²,1 phòng,Xã Bàu Cạn,62 m
"Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,Nội thất đầy đủ,Nhà mặt phố,,,104 m²,4500000000,"43,27 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,104 m²,2 phòng,Phường Tân Hiệp,
"Đường Ấp 7, Xã An Phước, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Nội thất đầy đủ,Nhà phố liền kề,,20 m,80 m²,850000000,"10,63 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,80 m²,2 phòng,Xã An Phước,4 m
"Đường ĐT 769, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,lô 2,Đông Bắc,2,Nội thất đầy đủ,Nhà ngõ,,26.61 m,132 m²,2000000000,"15,15 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,132 m²,2 phòng,Xã Phước Thiền,5.3 m
"Nguyen Tri Phuong, Phường Bửu Hòa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Khu dan cu bửu hòa,,,Hoàn thiện cơ bản,Nhà ngõ,,15 m,61 m²,750000000,"9,26 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,2 phòng,81 m²,2 phòng,Phường Bửu Hòa,54 m
"Nam Cao, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà mặt phố,,,375 m²,7700000000,"20,53 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,375 m²,,Phường Phước Tân,
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Đảo Phượng Hoàng - Khu Central,,3,Bàn giao thô,Nhà biệt thự,,25 m,215 m²,14500000000,"82,86 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,175 m²,4 phòng,Xã Long Hưng,7 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,3,Hoàn thiện cơ bản,Nhà phố liền kề,,20 m,210 m²,8500000000,"53,13 triệu/m²",,,Đồng Nai,3 phòng,160 m²,4 phòng,Xã Long Hưng,8 m
"sông trầu 20, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà ngõ,,32 m,100 m²,700000000,7 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,1 phòng,100 m²,1 phòng,Xã Sông Trầu,5 m
"Đường Phạm Văn Thuận, Phường Bình Đa, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,,Nhà ngõ,,,,1450000000,25 triệu/m²,Đã có sổ,,Đồng Nai,2 phòng,58 m²,1 phòng,Phường Bình Đa,
"55/4D, Khu phố 1 phường tân hiệp, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà ngõ,,22000 m,118 m²,3150000000,"28,13 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,112 m²,1 phòng,Phường Tân Hiệp,5400 m
"Đường Trần Công An, Phường Trung Dũng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,,,Nhà ngõ,,20 m,143 m²,7200000000,"50,35 triệu/m²",,,Đồng Nai,5 phòng,143 m²,5 phòng,Phường Trung Dũng,7 m
"Đường Bùi Hữu Nghĩa, Phường Tân Vạn, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,,Nhà mặt phố,,19 m,153 m²,9500000000,"78,51 triệu/m²",Đã có sổ,,Đồng Nai,1 phòng,121 m²,2 phòng,Phường Tân Vạn,6 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Đảo Phượng Hoàng - Khu North,,3,Bàn giao thô,Nhà phố liền kề,,20 m,210 m²,8086000000,"70,31 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,115 m²,4 phòng,Xã Long Hưng,5 m
"Đường Quốc Lộ 51, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,43 m,193 m²,4600000000,"23,83 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,193 m²,1 phòng,Phường Phước Tân,6 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,,Nhà biệt thự,,15 m,105 m²,5700000000,"54,29 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,105 m²,4 phòng,Thị trấn Long Thành,7 m
"Đường Nguyễn Khuyến, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,Nội thất cao cấp,Nhà mặt phố,,31.5 m,164 m²,2950000000,"17,99 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,164 m²,2 phòng,Phường Trảng Dài,5.4 m
"12/5/5, Đường Đinh Quang Ân, Phường Phước Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà ngõ,,26 m,,1400000000,"10,77 triệu/m²",,,Đồng Nai,2 phòng,130 m²,1 phòng,Phường Phước Tân,5 m
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,,,,,Nhà biệt thự,,,,15000000000,"48,39 triệu/m²",Giấy tờ khác,,Đồng Nai,4 phòng,310 m²,5 phòng,Xã Đại Phước,
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Đảo Phượng Hoàng - Khu North,,3,Bàn giao thô,Nhà biệt thự,,22 m,310 m²,16949000000,"75,33 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,225 m²,4 phòng,Xã Long Hưng,10 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Nam,,,Nhà biệt thự,,,,23000000000,"69,7 triệu/m²",Giấy tờ khác,,Đồng Nai,4 phòng,330 m²,5 phòng,Xã Long Hưng,
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Đảo Phượng Hoàng - Khu North,,3,Bàn giao thô,Nhà biệt thự,,20 m,240 m²,16200000000,"69,83 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,232 m²,3 phòng,Xã Long Hưng,12 m
"Đường Số 6, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,,Hoàn thiện cơ bản,Nhà mặt phố,,53 m,300 m²,7100000000,"33,49 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,212 m²,3 phòng,Phường Tân Hiệp,4 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,3,Bàn giao thô,Nhà phố liền kề,,20 m,175 m²,8500000000,"77,27 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,110 m²,3 phòng,Xã Long Hưng,5 m
"Đường Hương lộ 2, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Bàn giao thô,Nhà phố liền kề,,20 m,200 m²,7800000000,"70,91 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,110 m²,4 phòng,Xã Long Hưng,5 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,,Nội thất cao cấp,Nhà ngõ,,24 m,170 m²,2850000000,"22,98 triệu/m²",,Hẻm xe hơi,Đồng Nai,3 phòng,124 m²,2 phòng,Phường Trảng Dài,5 m
"E611a, Bùi Văn Hòa, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Nam,,,Nhà mặt phố,,36 m,345 m²,12300000000,"35,65 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,4 phòng,345 m²,3 phòng,Phường Long Bình,10 m
"767, Xã Vĩnh Tân, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Tây,,,Nhà mặt phố,,28 m,185 m²,6200000000,"33,51 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,185 m²,4 phòng,Xã Vĩnh Tân,6 m
"Đường Tỉnh lộ 769, Thị trấn Dầu Giây, Huyện Thống Nhất, Đồng Nai",Huyện Thống Nhất,,Nam,,Nội thất đầy đủ,Nhà ngõ,,16 m,112 m²,1750000000,"15,63 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,112 m²,1 phòng,Thị trấn Dầu Giây,8 m
"Đường 51, Phường An Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,16 m,,2600000000,"27,08 triệu/m²",,,Đồng Nai,3 phòng,96 m²,2 phòng,Phường An Bình,6 m
"Đường Phan Chu Trinh, Phường Quang Vinh, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,2,Hoàn thiện cơ bản,Nhà ngõ,,24 m,119 m²,3600000000,"30,25 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,119 m²,1 phòng,Phường Quang Vinh,5 m
"Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,2,,Nhà mặt phố,,24 m,186 m²,10500000000,"73,43 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,143 m²,2 phòng,Phường Tân Hiệp,6 m
"Kcn Giang dien, Xã Giang Điền, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,Số thửa 755 tờ bản đồ số 30,Tây,1,Hoàn thiện cơ bản,Nhà phố liền kề,,22 m,107 m²,1150000000,"10,75 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Đồng Nai,3 phòng,107 m²,1 phòng,Xã Giang Điền,5 m
"Đường Tân Vạn, Phường Tân Vạn, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,,,Nhà ngõ,,12 m,60 m²,950000000,"15,83 triệu/m²",Đã có sổ,,Đồng Nai,1 phòng,60 m²,1 phòng,Phường Tân Vạn,5 m
"79/3, Đường Nguyễn Ái Quốc, Phường Tân Hiệp, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây Bắc,2,Nội thất đầy đủ,Nhà biệt thự,,38 m,300 m²,5962000000,22 triệu/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,4 phòng,271 m²,3 phòng,Phường Tân Hiệp,7 m
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,,Nội thất cao cấp,Nhà ngõ,,24 m,144 m²,2850000000,"19,79 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,144 m²,2 phòng,Phường Trảng Dài,6 m
"Đường Bùi Văn Hòa, Phường Long Bình, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông Bắc,3,Nội thất cao cấp,Nhà mặt phố,,66 m,350 m²,16500000000,"32,04 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,4 phòng,515 m²,5 phòng,Phường Long Bình,7 m
"100, Chợ Bắc, Xã Phước Thiền, Huyện Nhơn Trạch, Đồng Nai",Huyện Nhơn Trạch,"Chợ Bắc, khu công nghiệp Nhơn Trạch 1, Đồng Nai",Tây,2,Nội thất đầy đủ,Nhà ngõ,,22 m,250 m²,2700000000,"12,11 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,nhiều hơn 10 phòng,223 m²,Nhiều hơn 6 phòng,Xã Phước Thiền,11 m
"Đường Cách Mạng Tháng Tám, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Nam,1,Hoàn thiện cơ bản,Nhà mặt phố,,25 m,150 m²,12500000000,"86,21 triệu/m²",Đã có sổ,,Đồng Nai,2 phòng,145 m²,2 phòng,Phường Quyết Thắng,6 m
"Đường Nguyễn Hoàng, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,Đông Nam,,,Nhà phố liền kề,,20 m,100 m²,1350000000,"13,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,1 phòng,Xã Sông Trầu,5 m
"Đường Nguyễn Văn Tiên, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Tây,1,Nội thất cao cấp,Nhà mặt phố,,21 m,200 m²,3200000000,"30,48 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,105 m²,2 phòng,Phường Tân Phong,5 m
"Đường Trần Văn Xã, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,Nội thất cao cấp,Nhà ngõ,,27 m,,3500000000,"26,72 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,131 m²,3 phòng,Phường Trảng Dài,4.7 m
"Đường Quốc lộ 1A, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà mặt phố,,20 m,,2800000000,28 triệu/m²,Đã có sổ,,Đồng Nai,1 phòng,100 m²,2 phòng,Thị trấn Trảng Bom,5 m
"Đường Phạm Văn Đồng, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,,,Bàn giao thô,Nhà biệt thự,,,7 m²,5650000000,"32,29 triệu/m²",Đang chờ sổ,,Đồng Nai,3 phòng,175 m²,3 phòng,Thị trấn Long Thành,15 m
"50A1-KP2-LONG BÌNH TÂN, QL51, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Bắc,3,Nội thất cao cấp,Nhà ngõ,,20 m,300 m²,3600000000,36 triệu/m²,Đang chờ sổ,Hẻm xe hơi,Đồng Nai,2 phòng,100 m²,2 phòng,Phường Long Bình Tân,5 m
"Đường 767, Xã Vĩnh Tân, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,,,,Nhà ngõ,,,8300 m²,850000000,102.409 đ/m²,Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,8300 m²,1 phòng,Xã Vĩnh Tân,
"Đường Quốc lộ 1A, Thị trấn Trảng Bom, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,2,,Nhà mặt phố,,20 m,100 m²,3500000000,35 triệu/m²,Đã có sổ,,Đồng Nai,3 phòng,100 m²,4 phòng,Thị trấn Trảng Bom,5 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Sunharbor 1 - Bến Du Thuyền,,5,Bàn giao thô,Nhà phố liền kề,,20 m,357 m²,14000000000,"116,67 triệu/m²",Đang chờ sổ,,Đồng Nai,4 phòng,120 m²,4 phòng,Xã Long Hưng,6 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,Sun Harbor 1,Đông Nam,3,Nội thất cao cấp,Nhà mặt phố,,20 m,120 m²,16200000000,135 triệu/m²,Đã có sổ,,Đồng Nai,3 phòng,120 m²,2 phòng,Xã Long Hưng,6 m
"15c/38, Đường Nguyễn Thái Học, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,2,,Nhà ngõ,,10 m,100 m²,1150000000,23 triệu/m²,Đang chờ sổ,,Đồng Nai,2 phòng,50 m²,2 phòng,Phường Trảng Dài,5 m
"10, Xp6, Xã Xuân Phú, Huyện Xuân Lộc, Đồng Nai",Huyện Xuân Lộc,,Tây,,,Nhà ngõ,,63 m,140 m²,2000000000,"4,52 triệu/m²",,,Đồng Nai,2 phòng,442 m²,1 phòng,Xã Xuân Phú,7 m
"Đường Quốc Lộ 51, Thị trấn Long Thành, Huyện Long Thành, Đồng Nai",Huyện Long Thành,,Tây Nam,,Nội thất đầy đủ,Nhà mặt phố,,60 m,200 m²,10500000000,"29,33 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,358 m²,3 phòng,Thị trấn Long Thành,5 m
"Hưng Đạo Vương, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,2,Nội thất đầy đủ,Nhà biệt thự,,22 m,500 m²,7900000000,"35,91 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,5 phòng,220 m²,3 phòng,Phường Quyết Thắng,10 m
"Hương Lộ 2 (Ngô Quyền nối dài), Xã Long Hưng, Biên Hòa, Đồng Nai, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà phố liền kề,,20 m,,8500000000,"70,83 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Đồng Nai,5 phòng,120 m²,5 phòng,Xã Long Hưng,6 m
"e11, Đường Tỉnh Lộ 768, Xã Thiện Tân, Huyện Vĩnh Cửu, Đồng Nai",Huyện Vĩnh Cửu,,Tây Nam,,,Nhà phố liền kề,,18 m,72 m²,2100000000,"29,17 triệu/m²",Đã có sổ,,Đồng Nai,3 phòng,72 m²,2 phòng,Xã Thiện Tân,4 m
"Đường Hương lộ 2, Xã Long Hưng, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,,,,Nhà mặt phố,,,,6900000000,"62,73 triệu/m²",,,Đồng Nai,3 phòng,110 m²,2 phòng,Xã Long Hưng,
"Đường Bùi Trọng Nghĩa, Phường Trảng Dài, Thành phố Biên Hòa, Đồng Nai",Thành phố Biên Hòa,,Đông,1,Nội thất đầy đủ,Nhà ngõ,,22 m,180 m²,2900000000,"26,36 triệu/m²",Đã có sổ,Hẻm xe hơi,Đồng Nai,3 phòng,110 m²,2 phòng,Phường Trảng Dài,5 m
"1020, Ấp Bình Hòa, Xã Giang Điền, Huyện Trảng Bom, Đồng Nai",Huyện Trảng Bom,,,,,Nhà mặt phố,,50 m,500 m²,3800000000,"7,6 triệu/m²",,,Đồng Nai,2 phòng,500 m²,1 phòng,Xã Giang Điền,10 m
