address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,furnishing_sell,price,price_m2,property_legal_document,property_status,region,rooms,size,toilets,unitnumber,ward
"Đường ĐT 743, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây,Diamond,Đông,,Hoàn thiện cơ bản,1190000000,34 triệu/m²,Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,35 m²,1 phòng,,Phường An Bình
"Đường Thống Nhất, Khu Phố Hiệp Thắng, phường Đông Hòa, TP Dĩ An, tỉnh Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông,,,,,2450000000,"38,89 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,63 m²,1 phòng,,Phường Đông Hòa
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1314000000,"37,54 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,35 m²,1 phòng,,Phường Dĩ An
"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Căn góc,Căn hộ dịch vụ,Thị xã Dĩ An,,,,,,4500000000,"66,18 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,4 phòng,68 m²,3 phòng,,Phường Tân Đông Hiệp
"115, Đường DT743C, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Nam,Diamond,Bắc,18,Nội thất cao cấp,1300000000,"37,14 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,35.59 m²,1 phòng,17,Phường Dĩ An
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông,D,Tây,8,,1340000000,"23,51 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,57 m²,2 phòng,,Phường Dĩ An
"Đường Phạm Ngọc Thạch, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,F,,,Nội thất đầy đủ,1550000000,"23,85 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,65 m²,2 phòng,,Phường Hiệp Thành
"Đường ĐT 743, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,,,,,1200000000,"34,29 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,35.52 m²,1 phòng,,Phường Dĩ An
"Đường Thống Nhất, Khu Phố Hiệp Thắng, phường Đông Hòa, TP Dĩ An, tỉnh Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,3200000000,"37,65 triệu/m²",,Chưa bàn giao,Bình Dương,3 phòng,85 m²,2 phòng,,Phường Đông Hòa
"Mặt tiền đường Quốc lộ 13 (Đại lộ Bình Dương), thành phố Thuận An, Bình Dương.",,Chung cư,Thành phố Thuận An,,,,,Hoàn thiện cơ bản,650000000,"12,04 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,54 m²,2 phòng,,Phường Bình Hòa
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,Sapphire B,,,,1580000000,"28,73 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,55 m²,1 phòng,,Phường Dĩ An
"Ngã tư 550, Đường ĐT 743, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,Diamond,,,Hoàn thiện cơ bản,2380000000,34 triệu/m²,Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,70 m²,2 phòng,,Phường An Bình
"Đường ĐT 743, Phường An Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Hoàn thiện cơ bản,360000000,"5,81 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,62 m²,2 phòng,,Phường An Phú
"303, Đường D2, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,Tây,A,Đông,3,Nội thất đầy đủ,1250000000,"29,76 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,1 phòng,42 m²,1 phòng,303,Phường Phú Lợi
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,,,,Nội thất cao cấp,1800000000,"32,73 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,3 phòng,55 m²,,,Phường Dĩ An
"Đường ĐT 747A, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",,Chung cư,Thị xã Tân Uyên,,,,,Hoàn thiện cơ bản,50000000,1 triệu/m²,Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,50 m²,1 phòng,,Xã Hội Nghĩa
"Đường Quốc Lộ 13, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,,Hoàn thiện cơ bản,1200000000,30 triệu/m²,,Chưa bàn giao,Bình Dương,1 phòng,40 m²,1 phòng,,Phường Phú Thọ
"Đường Quốc Lộ 13, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,400000000,8 triệu/m²,Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,50 m²,1 phòng,,Phường Thuận Giao
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1700000000,34 triệu/m²,,Chưa bàn giao,Bình Dương,2 phòng,50 m²,2 phòng,,Phường Dĩ An
"Đường Thống Nhất, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,F,,5,Nội thất cao cấp,3270000000,"38,93 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,3 phòng,84 m²,3 phòng,,Phường Đông Hòa
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Nội thất cao cấp,2500000000,"33,33 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,75 m²,2 phòng,,Phường An Bình
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Căn hộ dịch vụ,Thành phố Thuận An,,,,,,900000000,"18,75 triệu/m²",,Chưa bàn giao,Bình Dương,1 phòng,48 m²,1 phòng,,Phường Thuận Giao
"Đường ĐT 743, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông,,Tây Bắc,,,1690000000,"28,17 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,60 m²,1 phòng,,Phường Tân Đông Hiệp
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Hoàn thiện cơ bản,900000000,15 triệu/m²,Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,60 m²,2 phòng,,Phường Thuận Giao
"Đường Thống Nhất, Phường Bình An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,B,,24,Hoàn thiện cơ bản,2270000000,"29,87 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,76 m²,2 phòng,B1-24-09,Phường Bình An
"Đường Thuận Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Hoàn thiện cơ bản,907000000,"28,34 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,32 m²,1 phòng,,Phường Thuận Giao
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây Nam,,Đông Bắc,,Nội thất đầy đủ,3250000000,"37,79 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,86.7 m²,2 phòng,,Phường An Bình
"Đường Đại lộ Độc lập, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,block,Tây Nam,6,Hoàn thiện cơ bản,970000000,"20,21 triệu/m²",Giấy tờ khác,Đã bàn giao,Bình Dương,2 phòng,48 m²,1 phòng,,Phường Dĩ An
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1240000000,"22,14 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,56 m²,2 phòng,,Phường Bình Thắng
"Đường Nguyễn Du, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,Bắc,A,Nam,,Nội thất đầy đủ,1560000000,24 triệu/m²,Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,65 m²,2 phòng,,Phường Bình Hòa
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,840000000,"24,71 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,1 phòng,34 m²,1 phòng,,Phường Bình Thắng
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,225000000,"6,82 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,33 m²,1 phòng,,Phường Thuận Giao
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,125000000000,"2,192982456 tỷ/m²",Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,57 m²,2 phòng,,Phường Dĩ An
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,Đông,A,Đông,8,Nội thất đầy đủ,900000000,20 triệu/m²,Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,45 m²,1 phòng,,Phường Thuận Giao
"Đường Tân Lập, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây Bắc,B,Đông,24,Hoàn thiện cơ bản,1190000000,34 triệu/m²,Đang chờ sổ,Đã bàn giao,Bình Dương,1 phòng,35 m²,1 phòng,02,Phường Đông Hòa
"Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Căn góc,Chung cư,Thành phố Thủ Dầu Một,Đông Nam,,,,Nội thất cao cấp,2390000000,"32,3 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,74.4 m²,2 phòng,,Phường Chánh Nghĩa
"Đường N3, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Nội thất cao cấp,1300000000,"22,41 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,58 m²,2 phòng,,Phường Dĩ An
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,Tây,A,Đông,9,Hoàn thiện cơ bản,270000000,"6,75 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,40 m²,1 phòng,A9-09,Phường Thuận Giao
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,900000000,"28,13 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,32 m²,1 phòng,,Phường Thuận Giao
"Đường Quốc lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Đông Nam,B,,12,,1940000000,"27,32 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,71 m²,2 phòng,B.12.07,Phường Vĩnh Phú
"58, Thuân Giao 25, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Đông,A,Nam,12,,900000000,"27,27 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,33 m²,1 phòng,58,Phường Thuận Giao
"Đường Quốc Lộ 13, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,1800000000,"24,66 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,73 m²,2 phòng,,Phường Thuận Giao
"Mặt tiền đường Thống Nhất, phường Đông Hoà, Dĩ An, Bình Dương., Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,Nam,D,Đông Nam,25,Hoàn thiện cơ bản,1750000000,"31,25 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,56.8 m²,2 phòng,D.25.1X,Phường Đông Hòa
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,1190000000,"24,29 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,49.6 m²,1 phòng,,Phường Bình Thắng
"Đường Đại Lộ Bình Dương, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Nam,,Đông,,,1300000000,26 triệu/m²,Đã có sổ,Đã bàn giao,Bình Dương,1 phòng,50 m²,1 phòng,,Phường Thuận Giao
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,36000000,378.947 đ/m²,Đang chờ sổ,Chưa bàn giao,Bình Dương,3 phòng,95.5 m²,2 phòng,,Phường An Bình
"Đường Nguyễn Du, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Bắc,A,Nam,10,Hoàn thiện cơ bản,1300000000,"23,64 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,55 m²,2 phòng,CH-10.A03,Phường Bình Hòa
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,A,,,Hoàn thiện cơ bản,1180000000,"26,22 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,45 m²,,,Phường Dĩ An
"Đường Quốc Lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,,A2,,14,Hoàn thiện cơ bản,2254000000,"31,75 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,71.06 m²,2 phòng,07,Phường Vĩnh Phú
"Phú Đông Premier, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,2000000000,"28,17 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,71 m²,2 phòng,,Phường An Bình
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,2300000000,"26,74 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,86 m²,2 phòng,,Phường An Bình
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,B2,,,Hoàn thiện cơ bản,2420000000,"34,08 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,71 m²,2 phòng,,Phường An Bình
"Đường Tân Lập, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,19,,10,Nội thất cao cấp,1200000000,"21,82 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,55 m²,1 phòng,,Phường Đông Hòa
"0123456789, Đường Bình Hòa 13, Phường An Phú, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,A,,,Nội thất cao cấp,1300000000,25 triệu/m²,Đã có sổ,Chưa bàn giao,Bình Dương,2 phòng,52.83 m²,,,Phường An Phú
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,1000000000,"11,24 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,89 m²,2 phòng,,Phường An Bình
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1235000000,"22,45 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,55 m²,2 phòng,,Phường Bình Thắng
"Đường Đại Lộ Bình Dương, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,1600000000,"26,67 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,60 m²,2 phòng,,Phường Thuận Giao
"Đường Hoàng Văn Thụ, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,,Hoàn thiện cơ bản,1740000000,"32,83 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,53.3 m²,1 phòng,,Phường Chánh Nghĩa
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",Căn góc,Chung cư,Thị xã Dĩ An,,,,,,1240000000,"22,14 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,56 m²,2 phòng,,Phường Bình Thắng
"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Bắc,B,Nam,16,Hoàn thiện cơ bản,1635000000,"32,7 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,50.4 m²,2 phòng,B.16.X,Phường Tân Đông Hiệp
"45 Tân lập, Phường Tân Hòa, Thị xã Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,Đông Bắc,,Hoàn thiện cơ bản,1600000000,32 triệu/m²,Đã có sổ,Đã bàn giao,Bình Dương,2 phòng,50.4 m²,2 phòng,,Phường Tân Đông Hiệp
"Đường D16, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,Đông Nam,A,Đông Bắc,6,Hoàn thiện cơ bản,890000000,"19,78 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,45 m²,1 phòng,,Phường Thuận Giao
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1050000000,"22,83 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,1 phòng,46 m²,1 phòng,,Phường Bình Thắng
"Đường Tân Lập, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,1100000000,25 triệu/m²,Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,44 m²,1 phòng,,Phường Tân Đông Hiệp
"65 Đường Phạm Hữu Lầu, Phường Dĩ An, Dĩ An, Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1300000000,26 triệu/m²,,Chưa bàn giao,Bình Dương,2 phòng,50 m²,,,Phường Dĩ An
"Đường Quốc lộ 1K, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Nam,B,Đông Bắc,17,Hoàn thiện cơ bản,1595000000,"31,27 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,51 m²,2 phòng,B.17.XX,Phường Đông Hòa
"Đường Quốc Lộ 13, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,,,,,Nội thất cao cấp,2400000000,"27,91 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,3 phòng,86 m²,2 phòng,,Phường Lái Thiêu
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,970000000,"21,09 triệu/m²",,Đã bàn giao,Bình Dương,1 phòng,46 m²,1 phòng,,Phường Bình Thắng
"Đường 8, Phường Phú Cường, Thành phố Thủ Dầu Một, Bình Dương",,Chung cư,Thành phố Thủ Dầu Một,,,,,,900000000,25 triệu/m²,,Đã bàn giao,Bình Dương,1 phòng,36 m²,1 phòng,,Phường Phú Cường
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Căn hộ dịch vụ,Thành phố Thuận An,,A,,,Nội thất cao cấp,900000000,"27,27 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,1 phòng,33 m²,1 phòng,,Phường Thuận Giao
"Đường Tân Lập, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,A,Đông Bắc,10,Hoàn thiện cơ bản,1000000000,"22,22 triệu/m²",Đã có sổ,Chưa bàn giao,Bình Dương,1 phòng,45 m²,1 phòng,,Phường Đông Hòa
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,2350000000,"32,64 triệu/m²",Giấy tờ khác,Đã bàn giao,Bình Dương,2 phòng,72 m²,2 phòng,,Phường An Bình
"Đường Xa lộ Hà Nội, Phường Bình Thắng, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Đông Nam,,Bắc,,,860000000,"25,29 triệu/m²",Đã có sổ,Đã bàn giao,Bình Dương,1 phòng,34 m²,1 phòng,,Phường Bình Thắng
"Phú Đông Premier, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,2100000000,"29,58 triệu/m²",,Đã bàn giao,Bình Dương,2 phòng,71 m²,2 phòng,,Phường An Bình
"129, Đường Đại Lộ Bình Dương, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",Căn góc,Chung cư,Thành phố Thủ Dầu Một,,,,,Bàn giao thô,200000000,"5,41 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,1 phòng,37 m²,1 phòng,,Phường Phú Thọ
"Đường Đại Lộ Bình Dương, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Căn góc,Chung cư,Thành phố Thuận An,Đông,,Tây,,,1700000000,"24,29 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,70 m²,2 phòng,,Phường Thuận Giao
"Đường Trần Phú, Phường Chánh Nghĩa, Thủ Dầu Một, Bình Dương, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Căn góc,Chung cư,Thành phố Thủ Dầu Một,Tây,A,Đông Bắc,,Hoàn thiện cơ bản,2490000000,"31,52 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,79 m²,2 phòng,,Phường Chánh Nghĩa
"Số 30 DT743C, khu phố Thống Nhất, thị xã Dĩ An, tỉnh Bình Dương, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,Tây,Saphire,Nam,9,Hoàn thiện cơ bản,1400000000,"25,45 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,55 m²,1 phòng,,Phường Dĩ An
"Mặt tiền đường Nguyễn Thị Minh Khai, Phường Thuận Giao, TP Thuận An., Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,Nam,,Tây,,,1660000000,"33,2 triệu/m²",,Chưa bàn giao,Bình Dương,1 phòng,50 m²,1 phòng,,Phường Thuận Giao
"Đường ĐT 743, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,,,,1300000000,"28,89 triệu/m²",,Chưa bàn giao,Bình Dương,2 phòng,45 m²,1 phòng,,Phường Dĩ An
"18 Kha Vạn Cân, phường An Bình, thị xã Dĩ An, Bình Dương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,B1,,,Hoàn thiện cơ bản,2700000000,"36,49 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,2 phòng,74.45 m²,2 phòng,,Phường An Bình
"Khu phố Tân Hòa, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,Chung cư,Thị xã Dĩ An,,,Nam,12,,1720000000,"33,73 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,51 m²,1 phòng,,Phường Đông Hòa
Đường Thống Nhất 1,,Chung cư,Thị xã Dĩ An,,,,,Hoàn thiện cơ bản,2100000000,"33,33 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,63 m²,1 phòng,,Phường Đông Hòa
"Số 11 Nguyễn Văn Tiết, phường Lái Thiêu, thành phố Thuận An, tỉnh Bình Dương., Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,,1700000000,"27,42 triệu/m²",Đang chờ sổ,Chưa bàn giao,Bình Dương,2 phòng,62 m²,2 phòng,,Phường Lái Thiêu
"Đường Nguyễn Du, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Hoàn thiện cơ bản,1364000000,"24,8 triệu/m²",Giấy tờ khác,Chưa bàn giao,Bình Dương,2 phòng,55 m²,2 phòng,,Phường Bình Hòa
"Đường Thuận Giao 25, phường Thuận Giao, thành phố Thuận An, Bình Dương.",,Chung cư,Thành phố Thuận An,,,,,,1456000000,26 triệu/m²,,Chưa bàn giao,Bình Dương,2 phòng,56 m²,2 phòng,,Phường Thuận Giao
"Đường Quốc Lộ 13, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",,Chung cư,Thành phố Thuận An,,,,,Bàn giao thô,2400000000,"21,05 triệu/m²",Đang chờ sổ,Đã bàn giao,Bình Dương,3 phòng,114 m²,2 phòng,,Phường Thuận Giao
