address,area,block,direction,land_feature,land_type,length,price,price_m2,property_back_condition,property_legal_document,property_road_condition,region,size,ward,width
"Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,,,,Đất thổ cư,17 m,2900000000,"42,65 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,68 m2,Phường Bình Trị Đông A,4 m
"Đường Vĩnh Lộc B, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,Mặt tiền,Đất công nghiệp,18 m,670000000,"7,44 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,90 m2,Xã Vĩnh Lộc B,5 m
"Đường An Phú Đông 12, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",Quận 12,1,,Mặt tiền,Đất nông nghiệp,47 m,21000000000,"15,13 triệu/m2",Nở hậu,Đã có sổ,,Tp Hồ Chí Minh,1388 m2,Phường An Phú Đông,23 m
"Đường Số 990, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",Quận 9,,,,Đất thổ cư,,2680000000,"50,57 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,53 m2,Phường Phú Hữu,
"Đường Phước Tân, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,50 m,6000000000,5 triệu/m2,,Đã có sổ,,Tp Hồ Chí Minh,1200 m2,Xã Phước Vĩnh An,25 m
"Đường Rừng Sác, Xã Bình Khánh, Huyện Cần Giờ, Tp Hồ Chí Minh",Huyện Cần Giờ,,Bắc,Mặt tiền,Đất thổ cư,14 m,2000000000,"9,22 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,217.5 m2,Xã Bình Khánh,16 m
"265, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",Quận 9,,,,Đất nền dự án,17 m,1500000000,"17,65 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,85 m2,Phường Long Thạnh Mỹ,5 m
"Đường Hiệp Thành 1, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",Quận 12,,,Mặt tiền,Đất thổ cư,19 m,3200000000,"42,11 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,76 m2,Phường Hiệp Thành,4 m
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,,,,Đất thổ cư,12 m,3300000000,"38,82 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,85 m2,Xã Phước Kiển,7 m
"Đường Nguyễn Văn Long, Xã Quy Đức, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,Bắc,,Đất nông nghiệp,50 m,6900000000,"1,5 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,4600 m2,Xã Quy Đức,20 m
"284, Đường Võ Văn Bích, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,11 m,2600000000,"20,63 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,126 m2,Xã Bình Mỹ,12 m
"Đường Nguyễn Hữu Cảnh, Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,lp,Tây Nam,Mặt tiền,Đất thổ cư,15 m,767000000,"8,34 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,92 m2,Phường 12,6 m
"Đường Tỉnh lộ 6, Xã Phú Mỹ Hưng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,43 m,1900000000,"7,36 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,258 m2,Xã Phú Mỹ Hưng,6 m
"Đường An Phú Tây, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,Mặt tiền,Đất thổ cư,15 m,2600000000,"34,67 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,75 m2,Xã An Phú Tây,5 m
"Nguyễn Thị Nhúng, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Đông,Mặt tiền,Đất thổ cư,24 m,3500000000,"12,54 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,279 m2,Xã Tân Thông Hội,10 m
"Xã Bình Mỹ, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Tây Nam,,Đất thổ cư,15.87 m,1590000000,"19,88 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,80.2 m2,Xã Bình Mỹ,5.06 m
"Đường Dân Công Hỏa Tuyến, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,,Đất nông nghiệp,12 m,890000000,"18,54 triệu/m2",,Giấy tờ khác,Hẻm xe hơi,Tp Hồ Chí Minh,48 m2,Xã Vĩnh Lộc A,4 m
"Đường 13, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,,Đất thổ cư,27 m,8400000000,56 triệu/m2,,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,150 m2,Phường Tam Bình,5 m
"Nguyễn thị xưa, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Đông Nam,Mặt tiền,Đất thổ cư,30 m,6800000000,"14,32 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,475 m2,Xã Hòa Phú,16.5 m
"Đường Hoàng Diệu 2, Phường Linh Chiểu, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,,Đất thổ cư,,5200000000,"74,29 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,70 m2,Phường Linh Chiểu,4 m
"tỉnh lộ 10, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,,Đất thổ cư,21 m,2920000000,"19,86 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,147 m2,Xã Phạm Văn Hai,7 m
"Đường Bùi Thanh Khiết, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,Tây Nam,Mặt tiền,Đất thổ cư,14 m,22000000000,"41,51 triệu/m2",Nở hậu,Đã có sổ,,Tp Hồ Chí Minh,530 m2,Thị trấn Tân Túc,7.5 m
"đường 819, Xã Trung Lập Thượng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất nông nghiệp,50 m,1200000000,"2,4 triệu/m2",Nở hậu,Đã có sổ,,Tp Hồ Chí Minh,500 m2,Xã Trung Lập Thượng,20 m
"Đường Số 6, Phường Linh Tây, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,,Đất thổ cư,22 m,4950000000,"37,79 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,131 m2,Phường Linh Tây,6 m
"Đường TX22, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",Quận 12,,Đông Nam,Mặt tiền,Đất thổ cư,22 m,5600000000,"50,91 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,110 m2,Phường Thạnh Xuân,5 m
"bán lô đất xã hoà phú huyện củ chi tphcm, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,27 m,2500000000,"5,68 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,440 m2,Xã Hòa Phú,17 m
"Đường Số 7, Phường Tăng Nhơn Phú B, Quận 9, Tp Hồ Chí Minh",Quận 9,,Đông Nam,,Đất thổ cư,23 m,4800000000,"42,48 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,113.4 m2,Phường Tăng Nhơn Phú B,5 m
"Gần Cầu Dừa, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Cầu Dừa,,Mặt tiền,Đất nông nghiệp,100 m,9500000000,"3,8 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,2500 m2,Xã Đông Thạnh,25 m
"Đường 416, Xã Phước Vĩnh An, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Nam,,Đất thổ cư,17 m,2100000000,"18,75 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,112 m2,Xã Phước Vĩnh An,7 m
"Lô C5-06-82, Đường 49 CL, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",Quận 2,Khu phố 3 - Cát Lái,Đông Nam,Mặt tiền,Đất nền dự án,20 m,6780000000,"67,8 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,100 m2,Phường Cát Lái,5 m
"Đường Nguyễn Văn Tạo, Xã Long Thới, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,,,Mặt tiền,Đất thổ cư,14 m,2700000000,"33,33 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,81 m2,Xã Long Thới,6 m
"Đường Vĩnh Lộc, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,,Đất nông nghiệp,20 m,2400000000,"7,5 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,320 m2,Xã Vĩnh Lộc B,16 m
"Đường Nguyễn Văn Tạo, Xã Hiệp Phước, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,,,,Đất nông nghiệp,,3000000000,3 triệu/m2,,Đã có sổ,,Tp Hồ Chí Minh,1000 m2,Xã Hiệp Phước,
"2860, Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,,Bắc,,Đất thổ cư,23 m,3000000000,"26,55 triệu/m2",,,,Tp Hồ Chí Minh,113 m2,Xã Phú Xuân,5 m
"Đường Phạm Hồng Thái, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Quận 1,,,,Đất nền dự án,,2390000000,"29,88 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,80 m2,Phường Bến Thành,
"Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,Mặt tiền,Đất thổ cư,20 m,1960000000,"19,6 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,100 m2,Xã Bình Chánh,5 m
"Đường Nguyễn Thị Lắng, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,50 m,2000000000,1 triệu/m2,,Đã có sổ,,Tp Hồ Chí Minh,2000 m2,Xã Tân Phú Trung,40 m
"Đường Quốc Lộ 22M, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,100 m,10000000000,1 triệu/m2,,,,Tp Hồ Chí Minh,10000 m2,Xã Tân Phú Trung,100 m
"Bình Mỹ, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,30 m,6500000000,"7,75 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,839 m2,Xã Bình Mỹ,30 m
"Đường Bùi Văn Sự, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,Mặt tiền,Đất thổ cư,47 m,6500000000,"17,33 triệu/m2",Nở hậu,Đã có sổ,,Tp Hồ Chí Minh,375 m2,Xã Hưng Long,8 m
"Đường Lê Văn Chí, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,,Đất thổ cư,,5500000000,"82,09 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,67 m2,Phường Linh Trung,
"Đường Trung Lập, Xã Phú Mỹ Hưng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,phú mỹ hưng,,Mặt tiền,Đất thổ cư,40 m,2220000000,"9,25 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,240 m2,Xã Phú Mỹ Hưng,6 m
"Đường Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Tp Hồ Chí Minh",Quận 9,,Nam,,Đất thổ cư,22 m,6640000000,"75,45 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,88 m2,Phường Tăng Nhơn Phú B,4 m
"Đường Nguyễn Thị Lắng, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,26 m,1360000000,"13,2 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,103 m2,Xã Tân Phú Trung,4 m
"Đường Số 8, Phường Long Phước, Quận 9, Tp Hồ Chí Minh",Quận 9,Tín Hưng,,,Đất thổ cư,13.5 m,2450000000,"45,37 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,54 m2,Phường Long Phước,4 m
"Đường Số 9, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,,,,Đất thổ cư,,6000000000,"74,07 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,81 m2,Phường 16,
"Ngay chợ Thủ Đức, Đường Hồ Văn Tư, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,,Đất thổ cư,16 m,5000000000,"71,43 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,70 m2,Phường Trường Thọ,4.5 m
"866, Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,Khu dân cư 866,Đông Bắc,,Đất thổ cư,1675 m,3800000000,"56,72 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,67 m2,Phường Hiệp Bình Phước,4 m
"125/1, Ta8A, Phường Thới An, Quận 12, Tp Hồ Chí Minh",Quận 12,,Đông,,Đất thổ cư,20 m,3600000000,40 triệu/m2,,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,90 m2,Phường Thới An,4 m
"Đường Trường Lưu, Phường Long Trường, Quận 9, Tp Hồ Chí Minh",Quận 9,,,,Đất nền dự án,15.5 m,930000000,"13,1 triệu/m2",,,,Tp Hồ Chí Minh,71 m2,Phường Long Trường,4.6 m
"Đường Phan Đức, Thị trấn Cần Thạnh, Huyện Cần Giờ, Tp Hồ Chí Minh",Huyện Cần Giờ,,Đông,,Đất thổ cư,65 m,50000000000,"26,72 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,1871 m2,Thị trấn Cần Thạnh,30 m
"Đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",Quận 9,,,,Đất thổ cư,100 m,29500000000,"14,75 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,2000 m2,Phường Phú Hữu,20 m
"Vườn Thơm, Xã Bình Lợi, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,Mặt tiền,Đất thổ cư,26 m,2000000000,"18,18 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,110 m2,Xã Bình Lợi,42 m
"Đường Hồ Văn Tắng, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,27 m,5100000000,"10,14 triệu/m2",Nở hậu,Đã có sổ,,Tp Hồ Chí Minh,503 m2,Xã Tân Phú Trung,19 m
"tinh lo 15, Xã Tân Thạnh Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,65 m,8000000000,"1,6 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,5000 m2,Xã Tân Thạnh Tây,80 m
"Xuân Thới Sơn 19, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,,Tây,Mặt tiền,Đất thổ cư,22 m,3650000000,"36,5 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,100 m2,Xã Tân Thới Nhì,5 m
"Đường Quốc Lộ 13, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,Mặt tiền,Đất thổ cư,,50000000000,25 triệu/m2,,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,2000 m2,Phường Hiệp Bình Phước,
"Đường 389, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,Mặt tiền,Đất thổ cư,18 m,15500000000,"73,81 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,210 m2,Phường Hiệp Bình Phước,12 m
"Đường Liên Ấp 1-2-3, Xã Vĩnh Lộc B, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,,Đất thổ cư,19 m,1850000,19.473 đ/m2,Nở hậu,,Hẻm xe hơi,Tp Hồ Chí Minh,95 m2,Xã Vĩnh Lộc B,5 m
"Đường Kênh An Hạ, Xã Phạm Văn Hai, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Kênh 4 an hạ,,,Đất thổ cư,50 m,3200000000,"12,5 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,256 m2,Xã Phạm Văn Hai,5 m
"Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",Quận 7,,Bắc,,Đất thổ cư,29 m,6350000000,"39,69 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,160 m2,Phường Phú Mỹ,5.6 m
"Đường Số 6, Phường Bình Trưng Tây, Quận 2, Tp Hồ Chí Minh",Quận 2,,,,Đất thổ cư,20.53 m,5600000000,"62,92 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,89 m2,Phường Bình Trưng Tây,4.83 m
"Đường Trung An, Xã Hòa Phú, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,45 m,8000000,17.777 đ/m2,,Đã có sổ,,Tp Hồ Chí Minh,450 m2,Xã Hòa Phú,10 m
"Đường Nguyễn Thị Tư, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",Quận 9,"NGUYỄN DUY TRINH, NGUYỄN THỊ TƯ",Bắc,Mặt tiền,Đất thổ cư,30.55 m,4850000000,"39,75 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,122.2 m2,Phường Phú Hữu,4 m
"Đường Nguyễn Thị Tư, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh",Quận 9,,,Mặt tiền,Đất thổ cư,30.55 m,4850000000,"39,75 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,122.2 m2,Phường Phú Hữu,4 m
"An Phú Đông 10, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",Quận 12,,Đông Nam,,Đất thổ cư,25 m,5300000000,"26,5 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,200 m2,Phường An Phú Đông,8 m
"Đường Nguyễn Thị Rành, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Đông,,Đất nông nghiệp,50 m,16000000000,800.000 đ/m2,,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,20000 m2,Xã Trung Lập Hạ,40 m
"tỉnh lô 10, Xã Bình Lợi, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,,Đất thổ cư,,950000000,"11,88 triệu/m2",,,,Tp Hồ Chí Minh,80 m2,Xã Bình Lợi,
"57, Đường Số 2, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,,Đông Bắc,Mặt tiền,Đất thổ cư,18 m,18000000000,125 triệu/m2,,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,144 m2,Phường 26,8 m
"Đường Thị Trấn Tân Hiệp, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,,,,Đất thổ cư,22 m,34000000,151.785 đ/m2,,Đã có sổ,,Tp Hồ Chí Minh,224 m2,Xã Tân Hiệp,10 m
"Đường Số 30, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,,Đông,Mặt tiền,Đất thổ cư,20 m,7800000000,"86,67 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,90 m2,Phường Bình Trị Đông B,45 m
"Đường Quách Điêu, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,Mặt tiền,Đất thổ cư,10 m,300000000,"7,5 triệu/m2",,,,Tp Hồ Chí Minh,40 m2,Xã Bình Chánh,4 m
"Lê Đức Thọ, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,,,,Đất thổ cư,16.5 m,3900000000,"63,93 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,61 m2,Phường 16,3.7 m
"Đường Kha Vạn Cân, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",Quận Thủ Đức,,,Mặt tiền,Đất thổ cư,,9800000000,"63,64 triệu/m2",Nở hậu,Đã có sổ,,Tp Hồ Chí Minh,154 m2,Phường Hiệp Bình Chánh,
"Đường Quốc Lộ 22, Xã Tân Phú Trung, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Đông Nam,Mặt tiền,Đất thổ cư,98 m,18900000000,"5,37 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,3519 m2,Xã Tân Phú Trung,36 m
"Đường Đô Đốc Thủ, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,,Nam,,Đất thổ cư,25 m,20000000000,100 triệu/m2,,Đã có sổ,,Tp Hồ Chí Minh,200 m2,Phường Tân Quý,8 m
"Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,,,,Đất nền dự án,13 m,660000000,"5,08 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,130 m2,Xã Tân Hiệp,10 m
"Đường Hiệp Thành 27, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",Quận 12,,Nam,Mặt tiền,Đất thổ cư,,5000000000,"56,82 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,88 m2,Phường Hiệp Thành,4 m
"Đường Phạm Văn Cội, Xã Phạm Văn Cội, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,60 m,11000000000,"9,17 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,1200 m2,Xã Phạm Văn Cội,20 m
"Đường Vườn Thơm, Xã Bình Lợi, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,,,Mặt tiền,Đất thổ cư,18 m,1200000000,"13,33 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,90 m2,Xã Bình Lợi,5 m
"Đường Nguyễn Đình Thi, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",Quận 9,,Tây Bắc,Mặt tiền,Đất thổ cư,20 m,17200000000,"85,15 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,202.2 m2,Phường Phước Long B,10.74 m
"Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,,,,Đất thổ cư,20 m,6500000000,"81,25 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,80 m2,Phường 9,4 m
"Đường Tỉnh Lộ 2, Xã Trung Lập Hạ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,28 m,1890000000,"13,5 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,140 m2,Xã Trung Lập Hạ,5 m
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,,,,Đất nông nghiệp,,486000000000,"13,5 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,36000 m2,Xã Phước Kiển,
"Đường 400, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh",Quận 9,,Đông Bắc,,Đất thổ cư,30 m,26000000000,"108,33 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,240 m2,Phường Tân Phú,8 m
"Đường Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",Quận 7,,,Mặt tiền,Đất thổ cư,24 m,11200000000,"58,33 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,192 m2,Phường Tân Thuận Đông,8 m
"TL8, Xã Tân Thạnh Tây, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,,Đất thổ cư,21 m,2500000000,"15,15 triệu/m2",Nở hậu,,Hẻm xe hơi,Tp Hồ Chí Minh,165 m2,Xã Tân Thạnh Tây,5 m
"Đường Phú Hiệp, Xã Bình Mỹ, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,20 m,2333333333,"23,33 triệu/m2",,,,Tp Hồ Chí Minh,100 m2,Xã Bình Mỹ,5 m
"Đường Bà Huyện Thanh Quan, Phường Bến Thành, Quận 1, Tp Hồ Chí Minh",Quận 1,,,,Đất thổ cư,50 m,4269000,4.269 đ/m2,,,Hẻm xe hơi,Tp Hồ Chí Minh,1000 m2,Phường Bến Thành,20 m
"Đường Tỉnh Lộ 7, Xã Phước Thạnh, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,,Mặt tiền,Đất thổ cư,91 m,4500000000,"3,86 triệu/m2",Nở hậu,Đã có sổ,,Tp Hồ Chí Minh,1167 m2,Xã Phước Thạnh,25 m
"Đường Tắc Xuất, Thị trấn Cần Thạnh, Huyện Cần Giờ, Tp Hồ Chí Minh",Huyện Cần Giờ,Tắc Xuất,,Mặt tiền,Đất thổ cư,27 m,8000000000,"48,48 triệu/m2",Nở hậu,,,Tp Hồ Chí Minh,165 m2,Thị trấn Cần Thạnh,6 m
"979, Đường Tắc Xuất||10744, Thị trấn Cần Thạnh, Huyện Cần Giờ, Tp Hồ Chí Minh",Huyện Cần Giờ,Tắc Xuất,,Mặt tiền,Đất thổ cư,65 m,38000000000,"38,82 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,979 m2,Thị trấn Cần Thạnh,15 m
"Đường Tam Đa, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh",Quận 9,,,Mặt tiền,Đất thổ cư,19 m,5500000000,"36,18 triệu/m2",,Đã có sổ,,Tp Hồ Chí Minh,152 m2,Phường Trường Thạnh,8 m
"Đường Trung Lập, Xã Phú Mỹ Hưng, Huyện Củ Chi, Tp Hồ Chí Minh",Huyện Củ Chi,,Tây Nam,,Đất thổ cư,25 m,1100000000,"8,94 triệu/m2",,Đã có sổ,Hẻm xe hơi,Tp Hồ Chí Minh,123 m2,Xã Phú Mỹ Hưng,5 m
