address,area,block,direction,land_feature,land_type,length,price,price_m2,property_back_condition,property_legal_document,property_road_condition,region,size,ward,width
"Đường ĐT 741, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Nam,Mặt tiền,Đất nền dự án,13 m,850000000,"13,08 triệu/m2",Nở hậu,Đang chờ sổ,Hẻm xe hơi,Bình Dương,65 m2,Phường Chánh Phú Hòa,5 m
"Đường ĐT 741, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,20 m,830000000,"8,3 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,100 m2,Phường Chánh Phú Hòa,5 m
"Đường ĐT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất thổ cư,18 m,950000000,"10,56 triệu/m2",,Đã có sổ,,Bình Dương,90 m2,Xã Vĩnh Tân,5 m
"Huỳnh Thị Hiếu nhựa thông 6,5m, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,Mặt tiền,Đất thổ cư,48 m,3770000000,"13,04 triệu/m2",,Đã có sổ,,Bình Dương,289 m2,Phường Tân An,6.14 m
"Đường DT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Đất thổ cư,16 m,730000000,"10,43 triệu/m2",,,,Bình Dương,70 m2,Xã Vĩnh Tân,5 m
"Đường Quốc Lộ 13, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,20 m,680000000,"6,8 triệu/m2",,Đã có sổ,,Bình Dương,100 m2,Phường Mỹ Phước,5 m
"Đường ĐT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Đất thổ cư,,990000000,"13,94 triệu/m2",,,,Bình Dương,71 m2,Xã Vĩnh Tân,
"Đường 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất nền dự án,,850000000,"8,5 triệu/m2",,Đã có sổ,,Bình Dương,100 m2,Xã Vĩnh Tân,
"Đường 4m, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,Đất thổ cư,28 m,2500000000,"15,92 triệu/m2",,Đã có sổ,,Bình Dương,157 m2,Phường Hiệp An,5.5 m
"Đường An Tây 79, Xã An Tây, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,khu dân cư,Tây,Mặt tiền,Đất thổ cư,35 m,1650000000,"8,78 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Bình Dương,188.1 m2,Xã An Tây,5.7 m
"Đường DX 128, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Bắc,Mặt tiền,Đất thổ cư,140 m,11760000000,"2,8 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Bình Dương,4200 m2,Phường Tân An,30 m
"đường đất 4m, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,Mặt tiền,Đất thổ cư,30 m,2500000000,"1,25 triệu/m2",,Đã có sổ,,Bình Dương,2000 m2,Xã Lai Hưng,70 m
"bình chuẩn 62, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,Mặt tiền,Đất thổ cư,14 m,1123000000,"16,04 triệu/m2",,Đã có sổ,,Bình Dương,70 m2,Phường Bình Chuẩn,5 m
"nguyễn văn thành, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,,980000000,"10,89 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,90 m2,Phường Hòa Lợi,
"Đường Chòm Sao, Phường Hưng Định, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,Đất thổ cư,26 m,3030000000,15 triệu/m2,Nở hậu,Đã có sổ,,Bình Dương,202 m2,Phường Hưng Định,7 m
"Đường ĐT 741, Xã Phước Hoà, Huyện Phú Giáo, Bình Dương",Huyện Phú Giáo,,,Mặt tiền,Đất thổ cư,14 m,720000000,"10,29 triệu/m2",,Đã có sổ,,Bình Dương,70 m2,Xã Phước Hoà,5 m
"305, Đường Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,Đất thổ cư,17 m,2350000000,"22,6 triệu/m2",,,Hẻm xe hơi,Bình Dương,104 m2,Phường Phú Hòa,6 m
"Đường Đặng Văn Mây, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Bắc,,Đất thổ cư,17.6 m,2620000000,"27,01 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Bình Dương,97 m2,Phường Tân Đông Hiệp,5.5 m
"Đường DX 143, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,Mặt tiền,Đất thổ cư,15 m,1400000000,"16,47 triệu/m2",,Đã có sổ,,Bình Dương,85 m2,Phường Tương Bình Hiệp,5 m
"Đường DX01, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,Mặt tiền,Đất thổ cư,26 m,1550000000,"11,65 triệu/m2",,Đã có sổ,,Bình Dương,133 m2,Phường Phú Mỹ,5 m
"liên huyện, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,Đất thổ cư,16 m,1450000000,"22,66 triệu/m2",,Đã có sổ,,Bình Dương,64 m2,Phường An Phú,4 m
"Đường ĐT 746, Xã Tân Lập, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,,Đất thổ cư,,876000000000,"10,95 tỷ/m2",,Đã có sổ,,Bình Dương,80 m2,Xã Tân Lập,
"Đường ĐT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Đất thổ cư,,2860000000,"190,67 triệu/m2",,Đã có sổ,,Bình Dương,15 m2,Xã Vĩnh Tân,
"dt 747, Xã Bình Mỹ, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,Mặt tiền,Đất thổ cư,20 m,590000000,"5,9 triệu/m2",,Đã có sổ,,Bình Dương,100 m2,Xã Bình Mỹ,5 m
"Đường ĐT 741, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,,Đất thổ cư,,900000000,"8,33 triệu/m2",,Đã có sổ,,Bình Dương,108 m2,Phường Hòa Lợi,
"2589999, Đường Khánh Bình 15, Phường Khánh Bình, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Đất thổ cư,16 m,910000000,"9,48 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,96 m2,Phường Khánh Bình,6 m
"dh 741, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất nền dự án,19 m,1600000000,"17,78 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,90 m2,Phường Mỹ Phước,2 m
"Đường ĐT 743, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,Đất thổ cư,16 m,1450000000,"22,66 triệu/m2",,Đã có sổ,,Bình Dương,64 m2,Phường An Phú,4 m
"Đường Nguyễn Chí Thanh, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,,Đất thổ cư,48 m,6000000000,"24,9 triệu/m2",,Đã có sổ,,Bình Dương,241 m2,Phường Tương Bình Hiệp,5 m
"Đường ĐT 742, Xã Bình Mỹ, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,Mặt tiền,Đất thổ cư,18 m,800000000,"8,89 triệu/m2",,Đã có sổ,,Bình Dương,90 m2,Xã Bình Mỹ,5 m
"Đường Bê Tông, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,Mặt tiền,Đất thổ cư,13 m,1350000000,"20,77 triệu/m2",,Đã có sổ,,Bình Dương,65 m2,Phường Tương Bình Hiệp,5 m
"Đường ĐT 741, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,18 m,1300000,13.000 đ/m2,,Đã có sổ,,Bình Dương,100 m2,Phường Hòa Lợi,5 m
"Đường 10, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,Đất thổ cư,19 m,1100000000,"8,15 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Bình Dương,135 m2,Phường Bình Chuẩn,7 m
"Đường ĐT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Đất thổ cư,14 m,850000000,"12,14 triệu/m2",,Đã có sổ,,Bình Dương,70 m2,Xã Vĩnh Tân,5 m
"Đường ĐT 742, Xã Phú Chánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất thổ cư,21 m,1762000000,"19,58 triệu/m2",,Đã có sổ,,Bình Dương,90 m2,Xã Phú Chánh,4 m
"Đường Phan Đình Giót, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,Mặt tiền,Đất thổ cư,17 m,1560000000,"22,94 triệu/m2",,Đã có sổ,,Bình Dương,68 m2,Phường An Phú,4 m
"Đường Chòm Sao, Phường Hưng Định, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,Đất thổ cư,26 m,3030000000,15 triệu/m2,Nở hậu,Đã có sổ,,Bình Dương,202 m2,Phường Hưng Định,7 m
"Đường ĐT 746, Xã Tân Lập, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,Mặt tiền,Đất thổ cư,20 m,850000000,"10,63 triệu/m2",,Đã có sổ,,Bình Dương,80 m2,Xã Tân Lập,5 m
"Đường DH604, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,14 m,750000000,"10,71 triệu/m2",,Đã có sổ,,Bình Dương,70 m2,Phường Mỹ Phước,5 m
"DT 742, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông Nam,Mặt tiền,Đất thổ cư,17 m,1836000000,27 triệu/m2,,Đã có sổ,,Bình Dương,68 m2,Phường Bình Chuẩn,4 m
"ĐH 605, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,,Đất nền dự án,,770000000,"12,03 triệu/m2",,,,Bình Dương,64 m2,Phường Mỹ Phước,
"dt742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Đất thổ cư,25 m,750000000,6 triệu/m2,,Đã có sổ,,Bình Dương,125 m2,Xã Vĩnh Tân,5 m
"Đường ĐT 741, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,20 m,750000000,"7,5 triệu/m2",,Đang chờ sổ,,Bình Dương,100 m2,Phường Chánh Phú Hòa,5 m
"Đường ĐT 746, Xã Tân Lập, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,,Đất thổ cư,16 m,720000000,9 triệu/m2,,,,Bình Dương,80 m2,Xã Tân Lập,5 m
"Đường N8, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,Mặt tiền,Đất thổ cư,24 m,3550000000,"23,67 triệu/m2",,,,Bình Dương,150 m2,Phường Tân Đông Hiệp,6 m
"Đường ĐT 742, Xã Bình Mỹ, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,Mặt tiền,Đất thổ cư,,860000000,"12,29 triệu/m2",,Đã có sổ,,Bình Dương,70 m2,Xã Bình Mỹ,
"Đường ĐT 741, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,16 m,630000000,"7,88 triệu/m2",,Đã có sổ,,Bình Dương,80 m2,Phường Hòa Lợi,5 m
"Đường ĐT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất thổ cư,,980000000,14 triệu/m2,,Đã có sổ,,Bình Dương,70 m2,Xã Vĩnh Tân,
"Đường ĐT 742, Xã Bình Mỹ, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,,Đất nền dự án,,800000000,"11,43 triệu/m2",,,,Bình Dương,70 m2,Xã Bình Mỹ,
"Bình Nhâm 83, Bình nh, Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,Mặt tiền,Đất thổ cư,125 m,15100000000,"20,13 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,750 m2,Phường Bình Nhâm,6 m
"DT749B, Xã Minh Hoà, Huyện Dầu Tiếng, Bình Dương",Huyện Dầu Tiếng,,,Mặt tiền,Đất thổ cư,300 m,3500000000,350.000 đ/m2,,,,Bình Dương,10000 m2,Xã Minh Hoà,22 m
"Đường Hùng Vương, Xã An Điền, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất nền dự án,20 m,820000000,"8,2 triệu/m2",,,,Bình Dương,100 m2,Xã An Điền,5 m
"Đường Cách Mạng Tháng Tám, Phường An Thạnh, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây Nam,Mặt tiền,Đất thổ cư,23 m,6800000000,"56,67 triệu/m2",,Đã có sổ,,Bình Dương,120 m2,Phường An Thạnh,5.6 m
"Đường DT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất thổ cư,14 m,990000000,"13,56 triệu/m2",,Đã có sổ,,Bình Dương,73 m2,Xã Vĩnh Tân,5 m
"Đường Nguyễn Văn Trỗi, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Bắc,Mặt tiền,Đất thổ cư,22 m,3000000000,"34,48 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Bình Dương,87 m2,Phường Dĩ An,4 m
"Đường Bùi Quốc Khánh, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,Mặt tiền,Đất thổ cư,25.6 m,11000000000,"45,64 triệu/m2",,Đã có sổ,,Bình Dương,241 m2,Phường Chánh Nghĩa,9.4 m
"Liên Xã, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Bắc,Mặt tiền,Đất thổ cư,29 m,880000000,"5,99 triệu/m2",,Đã có sổ,,Bình Dương,147 m2,Xã Trừ Văn Thố,5 m
"322 huỳnh văn luỹ, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,,Đất thổ cư,20 m,2150000000,"21,5 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,100 m2,Phường Phú Lợi,5 m
"Đường ĐT 750, Xã Long Hoà, Huyện Dầu Tiếng, Bình Dương",Huyện Dầu Tiếng,,,,Đất công nghiệp,68 m,100000000,50.709 đ/m2,,Đã có sổ,Hẻm xe hơi,Bình Dương,1972 m2,Xã Long Hoà,29 m
"Đường Tỉnh lộ 743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,Đất thổ cư,8 m,1150000000,"11,98 triệu/m2",,Đã có sổ,,Bình Dương,96 m2,Phường Bình Chuẩn,12 m
"Đường nhựa 7m, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,Mặt tiền,Đất thổ cư,60 m,3500000000,"2,69 triệu/m2",,Đã có sổ,,Bình Dương,1301 m2,Xã Lai Hưng,22 m
"Đường Đông Minh, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Nam,Mặt tiền,Đất thổ cư,19 m,5600000000,"43,75 triệu/m2",,,Hẻm xe hơi,Bình Dương,128 m2,Phường Đông Hòa,6.4 m
"Nhựa 6m, Thị trấn Dầu Tiếng, Huyện Dầu Tiếng, Bình Dương",Huyện Dầu Tiếng,,,Mặt tiền,Đất thổ cư,50 m,890000000,"3,56 triệu/m2",,Đã có sổ,,Bình Dương,250 m2,Thị trấn Dầu Tiếng,5 m
"Đường Nguyễn Hữu Cảnh, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Nam,Mặt tiền,Đất thổ cư,23 m,4650000000,"48,44 triệu/m2",,Đã có sổ,,Bình Dương,96 m2,Phường Đông Hòa,
"đường Tô Vĩnh Diện, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,Đất thổ cư,25 m,3000000000,30 triệu/m2,,,,Bình Dương,100 m2,Phường Đông Hòa,4 m
"Đường Huỳnh Thị Hiếu, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Bắc,Mặt tiền,Đất thổ cư,22 m,800000000,"6,15 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,130 m2,Phường Tân An,6 m
"Đường DH605, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,12 m,725000000,"10,07 triệu/m2",,Đã có sổ,,Bình Dương,72 m2,Phường Chánh Phú Hòa,7 m
"Đường Lê Chí Dân, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,Mặt tiền,Đất thổ cư,16 m,1450000000,"15,1 triệu/m2",Nở hậu,Đã có sổ,Hẻm xe hơi,Bình Dương,96 m2,Phường Tân An,6 m
"Dt747, Xã Bình Mỹ, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,,Đất thổ cư,17 m,850000000,"12,14 triệu/m2",,Đã có sổ,,Bình Dương,70 m2,Xã Bình Mỹ,5 m
"Đường ĐT 742, Xã Bình Mỹ, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,Mặt tiền,Đất thổ cư,,860000000,"10,75 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,80 m2,Xã Bình Mỹ,
"Đường ĐT 747, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất thổ cư,22 m,1300000000,"10,83 triệu/m2",,Đã có sổ,,Bình Dương,120 m2,Phường Uyên Hưng,5 m
"Cph 38, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,100 m,1320000000,"2,2 triệu/m2",,Đã có sổ,,Bình Dương,600 m2,Phường Mỹ Phước,6 m
"Đường ĐT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Đông Nam,Mặt tiền,Đất thổ cư,20 m,460000000,"4,6 triệu/m2",,Đã có sổ,,Bình Dương,100 m2,Xã Vĩnh Tân,5 m
"cách dt741 100m, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,hoà lợi,,Mặt tiền,Đất thổ cư,40 m,37000000,92.039 đ/m2,,Đã có sổ,,Bình Dương,402 m2,Phường Hòa Lợi,10 m
"đường tân phước khánh 07, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất thổ cư,10 m,1500000000,"24,59 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,61 m2,Phường Tân Phước Khánh,6 m
"dh605, Phường Chánh Phú Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,chánh phú hoà,,Mặt tiền,Đất thổ cư,35 m,2700000000,"12,8 triệu/m2",,Đã có sổ,,Bình Dương,211.9 m2,Phường Chánh Phú Hòa,6 m
"Đường ĐT 743, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,Đất thổ cư,19 m,2450000000,"34,03 triệu/m2",,,,Bình Dương,72 m2,Phường Tân Đông Hiệp,4 m
"Đường Số 6, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,Mặt tiền,Đất thổ cư,16 m,3100000000,"48,44 triệu/m2",,Đã có sổ,,Bình Dương,64 m2,Phường Phú Lợi,4 m
"Đường Nguyễn Văn Thành, Xã Bình Mỹ, Huyện Bắc Tân Uyên, Bình Dương",Huyện Bắc Tân Uyên,,,Mặt tiền,Đất nền dự án,16 m,650000000,"8,13 triệu/m2",,Đã có sổ,,Bình Dương,80 m2,Xã Bình Mỹ,5 m
"Đường DH609, Xã An Tây, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Đông Bắc,Mặt tiền,Đất thổ cư,50 m,3500000000,"7,28 triệu/m2",,Đã có sổ,,Bình Dương,481 m2,Xã An Tây,10 m
"30/4, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,18 m,680000000,"7,56 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,90 m2,Phường Thới Hòa,5 m
"Đường ĐT 747, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Đất thổ cư,20 m,1700000000,"12,32 triệu/m2",,Đã có sổ,,Bình Dương,138 m2,Phường Uyên Hưng,7 m
"Đường ĐT 742, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Đất thổ cư,,1100000000,"7,33 triệu/m2",,Đã có sổ,,Bình Dương,150 m2,Xã Vĩnh Tân,
"Đường Quốc Lộ 13, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,Mặt tiền,Đất thổ cư,25 m,620000,5.166 đ/m2,,Đã có sổ,,Bình Dương,120 m2,Xã Trừ Văn Thố,5 m
"Đường ĐT 746B, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Đông Nam,Mặt tiền,Đất thổ cư,20 m,550000000,"5,5 triệu/m2",,Đã có sổ,,Bình Dương,100 m2,Xã Hội Nghĩa,5 m
"Đường Huỳnh Văn Lũy, Xã Vĩnh Tân, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất thổ cư,14 m,465000000,"6,64 triệu/m2",,Đã có sổ,,Bình Dương,70 m2,Xã Vĩnh Tân,5 m
"Nhánh Dx26, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,Mặt tiền,Đất thổ cư,54 m,3760000000,"9,31 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,404 m2,Phường Phú Mỹ,7.5 m
"Đường ĐT 741, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,Mặt tiền,Đất thổ cư,24 m,1390000000,"11,58 triệu/m2",,Đã có sổ,,Bình Dương,120 m2,Phường Hòa Lợi,5 m
"Dt749B, Xã Minh Hoà, Huyện Dầu Tiếng, Bình Dương",Huyện Dầu Tiếng,,,Mặt tiền,Đất thổ cư,120 m,1115000000,929.166 đ/m2,,Đã có sổ,,Bình Dương,1200 m2,Xã Minh Hoà,10 m
"Đường Quốc Lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,,Đất thổ cư,20 m,650000000,"6,5 triệu/m2",,Đã có sổ,,Bình Dương,100 m2,Thị trấn Lai Uyên,5 m
"Lai Hưng Bàu Bàng Bình Dương, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Đông Nam,Mặt tiền,Đất nền dự án,11 m,1300000000,"1,18 triệu/m2",,Đã có sổ,,Bình Dương,1100 m2,Xã Lai Hưng,10 m
"Đường DH704, Xã Định An, Huyện Dầu Tiếng, Bình Dương",Huyện Dầu Tiếng,,,Mặt tiền,Đất thổ cư,177 m,7200000000,626.086 đ/m2,,Đã có sổ,,Bình Dương,11500 m2,Xã Định An,65 m
"Đường ĐT 750, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,Mặt tiền,Đất thổ cư,20 m,769000000,"12,82 triệu/m2",,Đã có sổ,,Bình Dương,60 m2,Xã Trừ Văn Thố,5 m
"Đang Văn May, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,Mặt tiền,Đất thổ cư,18 m,5000000000,"54,95 triệu/m2",,Đã có sổ,,Bình Dương,91 m2,Phường Tân Đông Hiệp,5 m
"Đường DH619, Xã Long Nguyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Đông,Mặt tiền,Đất nông nghiệp,90 m,7200000000,"2,25 triệu/m2",,Đã có sổ,,Bình Dương,3200 m2,Xã Long Nguyên,36 m
"Đường ĐT 747, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,Mặt tiền,Đất thổ cư,,1100000000,"7,33 triệu/m2",,Đã có sổ,,Bình Dương,150 m2,Phường Uyên Hưng,
"Đường Bình Chuẩn 67, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây Bắc,Mặt tiền,Đất thổ cư,80 m,31500000000,"8,75 triệu/m2",Nở hậu,Đã có sổ,,Bình Dương,3600 m2,Phường Bình Chuẩn,38 m
"Đường D8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Tây Bắc,Mặt tiền,Đất thổ cư,70 m,9800000000,"6,68 triệu/m2",,Đã có sổ,,Bình Dương,1468 m2,Phường Thới Hòa,20 m
"Đường N7, Phường Bình An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,Mặt tiền,Đất thổ cư,20 m,4200000000,42 triệu/m2,,Đã có sổ,,Bình Dương,100 m2,Phường Bình An,5 m
"Đường ĐT 749B, Xã Minh Hoà, Huyện Dầu Tiếng, Bình Dương",Huyện Dầu Tiếng,,,Mặt tiền,Đất nông nghiệp,110 m,7000000000,429.447 đ/m2,,,,Bình Dương,16300 m2,Xã Minh Hoà,155 m
"Lê Thị Út, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Nam,,Đất thổ cư,14.7 m,2150000000,"36,44 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,59 m2,Phường Tân Đông Hiệp,4 m
"Đường Quốc Lộ 13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,Mặt tiền,Đất thổ cư,20 m,900000,7.894 đ/m2,,Đã có sổ,,Bình Dương,114 m2,Thị trấn Lai Uyên,5 m
"Đường Nghiệp Vụ Đường Sắt, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,Đất thổ cư,16 m,2450000000,"36,03 triệu/m2",,Đã có sổ,Hẻm xe hơi,Bình Dương,68.5 m2,Phường Dĩ An,4.5 m
