address,area,block,direction,floors,furnishing_sell,house_type,land_type,length,living_size,price,price_m2,property_legal_document,property_road_condition,region,rooms,size,toilets,ward,width
"Đường Trần Hưng Đạo, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Nam,,Hoàn thiện cơ bản,Nhà phố liền kề,,14 m,45 m²,3450000000,"53,91 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,64 m²,2 phòng,Phường Đông Hòa,4 m
"Đường ĐT 743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Bắc,2,Nội thất đầy đủ,Nhà mặt phố,,14 m,190 m²,3350000000,"32,84 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,102 m²,2 phòng,Phường Bình Chuẩn,7 m
"81, Đường DB4, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Tây Nam,,Nội thất đầy đủ,Nhà mặt phố,,30 m,300 m²,5200000000,"20,8 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,250 m²,2 phòng,Phường Mỹ Phước,8 m
"DT747B, Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Tây,,Hoàn thiện cơ bản,Nhà ngõ,,12 m,80 m²,499000000,"10,4 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,48 m²,2 phòng,Phường Thái Hòa,4 m
"Đường DX 086, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Bắc,,Nội thất cao cấp,Nhà mặt phố,,31 m,120 m²,3080000000,"24,64 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,125 m²,2 phòng,Phường Hiệp An,4 m
"Đường DX 086, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Bắc,2,,Nhà mặt phố,,31 m,180 m²,3080000000,"25,04 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,123 m²,2 phòng,Phường Hiệp An,4 m
"Đường Võ Thị Sáu, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Nam,,Nội thất cao cấp,Nhà ngõ,,5 m,60 m²,1370000000,"45,67 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,2 phòng,30 m²,2 phòng,Phường Đông Hòa,6 m
"Đường N3, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,,,Nhà mặt phố,,30 m,510 m²,9000000000,"17,65 triệu/m²",Đã có sổ,,Bình Dương,6 phòng,510 m²,6 phòng,Xã Lai Hưng,17 m
"Đường Vĩnh Phú 41, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,65 m,328 m²,750000000,"2,29 triệu/m²",Đã có sổ,,Bình Dương,nhiều hơn 10 phòng,328 m²,Nhiều hơn 6 phòng,Phường Lái Thiêu,5 m
"Đường Cách Mạng Tháng Tám, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông Nam,,,Nhà ngõ,,20 m,200 m²,1000000000,5 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,nhiều hơn 10 phòng,200 m²,Nhiều hơn 6 phòng,Phường Lái Thiêu,10 m
"Đường N13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Bắc,,,Nhà phố liền kề,,30 m,150 m²,1580000000,"10,53 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,150 m²,4 phòng,Thị trấn Lai Uyên,5 m
"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông Bắc,3,Hoàn thiện cơ bản,Nhà mặt phố,,20 m,185.7 m²,4500000000,"56,25 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,80 m²,4 phòng,Phường Tân Đông Hiệp,4 m
"Đường Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,Hoàn thiện cơ bản,Nhà mặt phố,,17 m,,4729000000,"69,54 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,68 m²,4 phòng,Phường Tân Đông Hiệp,4 m
"Đường ĐT 746, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,1,,Nhà mặt phố,,15 m,30 m²,1000000000,"22,22 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,45 m²,2 phòng,Phường Tân Phước Khánh,3 m
"Đường D15, Xã Hội Nghĩa, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,Nội thất đầy đủ,Nhà mặt phố,,20 m,80 m²,1200000000,12 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,100 m²,2 phòng,Xã Hội Nghĩa,5 m
"Đường DX 05, Xã Thạnh Hội, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Tây,,Hoàn thiện cơ bản,Nhà ngõ,,15 m,100 m²,650000000,"6,5 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Bình Dương,1 phòng,100 m²,1 phòng,Xã Thạnh Hội,7 m
"Đường Nguyễn Thị Khắp, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà mặt phố,,17 m,204 m²,4500000000,"66,18 triệu/m²",,,Bình Dương,4 phòng,68 m²,4 phòng,Phường Tân Bình,4 m
"Đường Vành Đai 4, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Nam,,,Nhà biệt thự,,15 m,96 m²,1580000000,"21,07 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,75 m²,2 phòng,Phường Thới Hòa,5 m
"Dt748, Xã An Điền, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,A,,,,Nhà phố liền kề,,14 m,65 m²,1420000000,"21,85 triệu/m²",Đang chờ sổ,,Bình Dương,2 phòng,65 m²,1 phòng,Xã An Điền,5 m
"Nguyễn tri phương, Phường An Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,Nội thất cao cấp,Nhà mặt phố,,9 m,125 m²,2800000000,"37,33 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,75 m²,2 phòng,Phường An Bình,8 m
"Đường N13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,Bắc,,,Nhà phố liền kề,,30 m,150 m²,1430000000,"9,53 triệu/m²",Đã có sổ,,Bình Dương,5 phòng,150 m²,5 phòng,Thị trấn Lai Uyên,5 m
"đường 79, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,,,Nhà mặt phố,,20 m,242 m²,4900000000,"20,25 triệu/m²",Đã có sổ,,Bình Dương,10 phòng,242 m²,Nhiều hơn 6 phòng,Phường Phú Tân,12.1 m
"277, Đường Số 51, Phường Phú Tân, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Bắc,,,Nhà mặt phố,,20 m,170 m²,4200000000,40 triệu/m²,Đã có sổ,,Bình Dương,3 phòng,105 m²,3 phòng,Phường Phú Tân,5.25 m
"Đường 30/4, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,,Nội thất cao cấp,Nhà phố liền kề,,21 m,105 m²,4500000000,"42,86 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,105 m²,4 phòng,Phường Chánh Nghĩa,5 m
"Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,Nội thất đầy đủ,Nhà ngõ,,26 m,120 m²,4550000000,"39,57 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,115 m²,3 phòng,Phường Phú Lợi,4 m
"18 Vũng Thiện, Đường Vũng Thiện, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Bắc,,,Nhà phố liền kề,,18 m,150 m²,3150000000,"43,75 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,72 m²,2 phòng,Phường Tân Đông Hiệp,4 m
"58/3, vĩnh phú 30, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông,,Nội thất đầy đủ,Nhà ngõ,,19 m,83 m²,2800000000,"29,47 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,95 m²,1 phòng,Phường Vĩnh Phú,5 m
"Đường 1, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Nam,,Nội thất cao cấp,Nhà ngõ,,21 m,60 m²,3600000,43.373 đ/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,83.5 m²,2 phòng,Phường Hiệp Thành,4 m
"Đường Lê Hồng Phong, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà mặt phố,,32 m,125 m²,250000000,2 triệu/m²,Đã có sổ,,Bình Dương,5 phòng,125 m²,5 phòng,Phường Dĩ An,3 m
"Đường Lái Thiêu 11, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,12 m,50 m²,1700000000,"28,33 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,60 m²,1 phòng,Phường Lái Thiêu,4 m
"Đường ĐT 748, Xã An Điền, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Đông Nam,2,Nội thất cao cấp,Nhà mặt phố,,18 m,105 m²,940000000,"10,93 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,86 m²,2 phòng,Xã An Điền,4 m
"Lái Thiêu, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,7 m,35 m²,1650000000,"47,14 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,35 m²,1 phòng,Phường Lái Thiêu,5 m
"9999, Đường Số 8, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,2,Nội thất cao cấp,Nhà biệt thự,,30 m,,19900000000,"44,22 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,450 m²,4 phòng,Phường Hiệp Thành,15 m
"Đường Vành Đai 3, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,,,Nhà mặt phố,,100 m,,60000000000,20 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,3000 m²,,Phường Đông Hòa,30 m
"Đường NC, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,,,Nhà mặt phố,,30 m,150 m²,1500000000,10 triệu/m²,Đã có sổ,,Bình Dương,5 phòng,150 m²,5 phòng,Thị trấn Lai Uyên,5 m
"Đường N3, Xã Lai Hưng, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,,,2,Hoàn thiện cơ bản,Nhà phố liền kề,,30 m,,1400000000,"9,33 triệu/m²",,Hẻm xe hơi,Bình Dương,1 phòng,150 m²,1 phòng,Xã Lai Hưng,5 m
"Đường Quốc Lộ 13, Xã Tân Định, Bến Cát, Bình Dương, Phường Tân Định, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,,,,Nhà phố liền kề,,16 m,64 m²,1100000000,"17,19 triệu/m²",,,Bình Dương,2 phòng,64 m²,1 phòng,Phường Tân Định,4 m
"Đường Lê Hồng Phong, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Bắc,,Nội thất đầy đủ,Nhà ngõ,,19 m,99 m²,1980000000,20 triệu/m²,Đã có sổ,,Bình Dương,2 phòng,99 m²,1 phòng,Phường Phú Thọ,5 m
"DT743, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Tây Bắc,,,Nhà ngõ,,13 m,100 m²,1100000000,"21,15 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,52 m²,2 phòng,Phường Tân Phước Khánh,4 m
"Đường Nguyễn Thị Minh Khai, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà mặt phố,,12 m,129 m²,590000000,"4,57 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,nhiều hơn 10 phòng,129 m²,Nhiều hơn 6 phòng,Phường Phú Hòa,10 m
"Nhà ehome, Khu Đô Thị Sinh Thái Ecolask, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Đông Nam,2,,Nhà phố liền kề,,14 m,99 m²,1800000000,"26,47 triệu/m²",Đã có sổ,,Bình Dương,3 phòng,68 m²,2 phòng,Phường Thới Hòa,5 m
"Đường Phan Đình Chót, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông Nam,,Hoàn thiện cơ bản,Nhà ngõ,,17 m,136 m²,2400000000,"35,29 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,68 m²,2 phòng,Phường An Phú,4 m
"Đường Huỳnh Văn Lũy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,,,Nhà mặt phố,,21 m,210 m²,810000000,"3,86 triệu/m²",,,Bình Dương,nhiều hơn 10 phòng,210 m²,Nhiều hơn 6 phòng,Phường Phú Lợi,10 m
"Đường ĐT 417, Phường Uyên Hưng, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà phố liền kề,,15 m,129 m²,1600000000,"21,33 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,75 m²,2 phòng,Phường Uyên Hưng,5 m
"Đường Nguyễn Thái Bình, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Đông Nam,,,Nhà ngõ,,20 m,100 m²,2600000000,26 triệu/m²,Đã có sổ,,Bình Dương,3 phòng,100 m²,2 phòng,Phường Phú Hòa,5 m
"26, Đường Bùi Văn Bình, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây,1,Hoàn thiện cơ bản,Nhà mặt phố,,30 m,135 m²,6970000000,"46,47 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,150 m²,2 phòng,Phường Phú Lợi,5 m
"Đường N13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,D24,,,Hoàn thiện cơ bản,Nhà mặt phố,,30 m,150 m²,750000000,5 triệu/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,5 phòng,150 m²,5 phòng,Thị trấn Lai Uyên,5 m
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây,2,Nội thất đầy đủ,Nhà ngõ,,22 m,120 m²,3600000000,"40,45 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,89 m²,2 phòng,Phường Hiệp Thành,4 m
"Đường N13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",Huyện Bàu Bàng,D24,,1,,Nhà mặt phố,,30 m,150 m²,1550000000,"10,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,5 phòng,150 m²,5 phòng,Thị trấn Lai Uyên,5 m
"Dương Tân Phước Khánh 07, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Nam,,,Nhà mặt phố,,16 m,65 m²,2450000000,"37,69 triệu/m²",,,Bình Dương,3 phòng,65 m²,2 phòng,Phường Tân Phước Khánh,4 m
"Khu phố Tân Thắng, Tân Đông Hiệp, Dĩ An, Bình Dương., Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Bắc,,,Nhà mặt phố,,20 m,,3000000000,30 triệu/m²,,,Bình Dương,4 phòng,100 m²,4 phòng,Phường Tân Đông Hiệp,5 m
"Đường Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,1,,Nhà ngõ,,5 m,,200000000,"3,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,60 m²,4 phòng,Phường Phú Hòa,3 m
"Đường Mạc Đĩnh Chi, Phường Tân An, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,2,Đông Bắc,1,Hoàn thiện cơ bản,Nhà ngõ,,37 m,100 m²,2050000000,"11,08 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,185 m²,1 phòng,Phường Tân An,5 m
"D19, Phường Thuận Giao, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Tây Bắc,,Nội thất đầy đủ,Nhà ngõ,,37 m,186 m²,6000000000,"32,26 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,5 phòng,186 m²,3 phòng,Phường Thuận Giao,5 m
"Đường Phan Thanh Giản, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,9 m,45 m²,850000000,"18,89 triệu/m²",,,Bình Dương,1 phòng,45 m²,1 phòng,Phường Lái Thiêu,5 m
"Lái Thiêu, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,135 m,180 m²,4750000000,"79,17 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,60 m²,3 phòng,Phường Lái Thiêu,45 m
"6, Lái Thiêu 107, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông,,Hoàn thiện cơ bản,Nhà mặt phố,,8 m,40 m²,1360000000,"45,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,1 phòng,30 m²,1 phòng,Phường Lái Thiêu,4 m
"Đường Cây Da, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,,2,Nội thất cao cấp,Nhà biệt thự,,39.5 m,107.5 m²,12000000000,"37,97 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,316.5 m²,3 phòng,Phường Tân Bình,8 m
"Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà mặt phố,,21 m,94 m²,1670000000,"17,77 triệu/m²",,,Bình Dương,3 phòng,94 m²,2 phòng,Phường Tân Phước Khánh,4 m
"158/25, Đường 2/9, Phường Mỹ Phước, Thị xã Bến Cát, Bình Dương",Thị xã Bến Cát,,Nam,1,Nội thất đầy đủ,Nhà ngõ,,25 m,100 m²,3100000000,"24,8 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,125 m²,2 phòng,Phường Mỹ Phước,5 m
"Đường D1, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,a,Đông Nam,3,Nội thất cao cấp,Nhà phố liền kề,,25.5 m,240 m²,5000000000,"49,02 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,102 m²,4 phòng,Phường Tân Bình,4 m
"Đường Bình Nhâm 3, Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,8 m,64 m²,920000000,"28,75 triệu/m²",Giấy tờ khác,,Bình Dương,2 phòng,32 m²,1 phòng,Phường Bình Nhâm,4 m
"Bình Chuẩn, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,17 m,200 m²,3100000000,"45,59 triệu/m²",Đã có sổ,,Bình Dương,4 phòng,68 m²,3 phòng,Phường Bình Chuẩn,45 m
"Đường Quốc Lộ 13, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,X,Tây Nam,1,Nội thất đầy đủ,Nhà phố liền kề,,15 m,,4150000000,"55,33 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,75 m²,2 phòng,Phường Vĩnh Phú,5 m
"Đường Nguyễn Chí Quốc, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,,,750000000,"2,5 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Bình Dương,4 phòng,300 m²,4 phòng,Phường Bình Hòa,
"tổ 8, Đường ĐT 743C, Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Đông,,Bàn giao thô,Nhà ngõ,,10 m,60 m²,800000000,"13,33 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,1 phòng,60 m²,1 phòng,Phường Thái Hòa,6 m
"Đường Phạm Ngũ Lão, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Đông,,,Nhà ngõ,,18 m,73 m²,2370000000,"32,47 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,73 m²,1 phòng,Phường Dĩ An,4 m
"Đường Nguyễn Thị Minh Khai, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Bắc,,Nội thất cao cấp,Nhà mặt phố,,20 m,100 m²,3000000000,"37,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,80 m²,2 phòng,Phường Phú Hòa,4 m
"Đường N13, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông,,,Nhà mặt phố,,30 m,169 m²,1750000000,"11,67 triệu/m²",Đang chờ sổ,Hẻm xe hơi,Bình Dương,5 phòng,150 m²,5 phòng,Phường Lái Thiêu,5 m
"Đường Vĩnh Phú 41, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,3 m,225 m²,750000000,"3,33 triệu/m²",,,Bình Dương,nhiều hơn 10 phòng,225 m²,Nhiều hơn 6 phòng,Phường Lái Thiêu,75 m
"Tổ 5, khu phố Khánh Lợi, Tân phước khánh 29, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,Nam,,Nội thất đầy đủ,Nhà ngõ,,21 m,,1599999999,"17,58 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,91 m²,1 phòng,Phường Tân Phước Khánh,45 m
"D5, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông Nam,,,Nhà mặt phố,,30 m,150 m²,4600000000,"30,67 triệu/m²",Đã có sổ,,Bình Dương,8 phòng,150 m²,3 phòng,Phường An Phú,5 m
"hẻm 93 nguyễn thị minh khai, Phường Hoà Phú, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,2,Bàn giao thô,Nhà ngõ,,15 m,140 m²,2850000000,"39,04 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,73 m²,2 phòng,Phường Hoà Phú,5 m
"71/, dx 044, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Tây Bắc,1,,Nhà ngõ,,23 m,117 m²,2350000,20.085 đ/m²,Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,117 m²,2 phòng,Phường Phú Mỹ,5 m
"nội bộ, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông Nam,1,,Nhà mặt phố,,9 m,,1870000000,,Đã có sổ,Hẻm xe hơi,Bình Dương,1 phòng,,1 phòng,Phường An Phú,
"Đường ĐT 743, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông,,,Nhà phố liền kề,,15 m,240 m²,3150000000,"52,5 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,4 phòng,60 m²,4 phòng,Phường Bình Chuẩn,4 m
"Đường Ngô Gia Tự, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,Bắc,,,Nhà mặt phố,,24 m,300 m²,22500000000,75 triệu/m²,Đã có sổ,,Bình Dương,3 phòng,300 m²,2 phòng,Phường Chánh Nghĩa,16 m
"Đường 30/4, Phường Phú Thọ, Thành phố Thủ Dầu Một, Bình Dương",Thành phố Thủ Dầu Một,,,1,,Nhà ngõ,,12 m,52 m²,1300000000,25 triệu/m²,Đã có sổ,,Bình Dương,1 phòng,52 m²,1 phòng,Phường Phú Thọ,4.9 m
"Ngã tư Bình Chuẩn, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,15 m,100 m²,1880000000,"28,92 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,65 m²,1 phòng,Phường Bình Chuẩn,4.3 m
"17A, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,Đông Bắc,,Nội thất đầy đủ,Nhà ngõ,,19.2 m,134 m²,3850000000,"59,23 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,65 m²,2 phòng,Phường Vĩnh Phú,5.2 m
"Đường Số 10, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",Thị xã Tân Uyên,,,,,Nhà ngõ,,,44 m²,460000000,"20,91 triệu/m²",Giấy tờ khác,Hẻm xe hơi,Bình Dương,1 phòng,22 m²,2 phòng,Phường Tân Phước Khánh,
"Kp Tân Long, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Nam,,Nội thất cao cấp,Nhà phố liền kề,,19 m,150 m²,2800000000,"36,36 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,77 m²,2 phòng,Phường Tân Đông Hiệp,4 m
"Đường Nguyễn Thiện Thuật, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",Thị xã Dĩ An,,Tây Nam,,Hoàn thiện cơ bản,Nhà ngõ,,7 m,95 m²,2600000000,"27,37 triệu/m²",Đã có sổ,,Bình Dương,2 phòng,95 m²,2 phòng,Phường Đông Hòa,13 m
"Đông Nhì, Phường Lái Thiêu, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà ngõ,,20 m,200 m²,750000000,"3,75 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,nhiều hơn 10 phòng,200 m²,Nhiều hơn 6 phòng,Phường Lái Thiêu,10 m
"Đường D1, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,,,2200000000,"41,51 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,3 phòng,53 m²,2 phòng,Phường An Phú,
"Đường Bình Hoà 25, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,,,,,Nhà mặt phố,,23 m,88 m²,250000000,"2,84 triệu/m²",Đã có sổ,,Bình Dương,5 phòng,88 m²,5 phòng,Phường Bình Hòa,3 m
"199L/2, Đường Lê Thị Trung, Phường An Phú, Thành phố Thuận An, Bình Dương",Thành phố Thuận An,Khu dân cư ACE cook,Đông Bắc,1,Nội thất đầy đủ,Nhà ngõ,,15 m,50 m²,2450000000,"32,67 triệu/m²",Đã có sổ,Hẻm xe hơi,Bình Dương,2 phòng,75 m²,2 phòng,Phường An Phú,5 m
