address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,furnishing_sell,price,price_m2,property_legal_document,property_status,region,rooms,size,toilets,unitnumber,ward
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,Nam,,Hoàn thiện cơ bản,2300000000,"41,07 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,56 m²,1 phòng,,Phường An Lạc
"Đường Man Thiện, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,Tây Nam,,Đông Bắc,,Nội thất đầy đủ,1500000000,"25,86 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,58 m²,1 phòng,,Phường Tân Phú
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",,Chung cư,Huyện Bình Chánh,,,,,Hoàn thiện cơ bản,3350000000,"42,95 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,78 m²,2 phòng,,Xã Bình Hưng
"1002, Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",Căn góc,Penthouse,Quận 8,Tây,,Đông Nam,,,3900000000,"42,39 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,92 m²,2 phòng,,Phường 6
"Đường Thành Thái, Phường 14, Quận 10, Tp Hồ Chí Minh",,Chung cư,Quận 10,Tây Bắc,,Đông Bắc,8,Hoàn thiện cơ bản,3950000000,"53,38 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,74 m²,3 phòng,8.07,Phường 14
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 2,,,,,Hoàn thiện cơ bản,1300000000,"32,5 triệu/m²",Đã có sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,40 m²,1 phòng,,Phường Thảo Điền
"Đường Phạm Văn Đồng, Phường Linh Xuân, Quận Thủ Đức, Tp Hồ Chí Minh",,Chung cư,Quận Thủ Đức,Tây Bắc,B1,Tây Nam,34,Nội thất đầy đủ,999000000,"11,1 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,90 m²,2 phòng,14,Phường Linh Xuân
"Số 207, Số 207 Đường Nguyễn Xí, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",,Chung cư,Quận Bình Thạnh,,,,,,3900000000,"59,09 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,66 m²,2 phòng,,Phường 26
"Số 4, Số 4 Đường Đào Trí, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,Đông,,Tây,,,1950000000,"36,79 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,53 m²,1 phòng,,Phường Phú Thuận
"Đường Nguyễn Xiển, Phường Long Bình, Quận 9, Tp Hồ Chí Minh",,Căn hộ dịch vụ,Quận 9,,,,,Hoàn thiện cơ bản,5000000000,"66,67 triệu/m²",Đã có sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,75 m²,1 phòng,,Phường Long Bình
"4.8, Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,Bắc,B,Nam,3,Hoàn thiện cơ bản,1300000000,"29,55 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,44 m²,1 phòng,4.8,Phường Bình Trưng Đông
"239 – 241 – 278, 239 – 241 – 278  Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",,Chung cư,Quận Tân Phú,,,,,Nội thất cao cấp,3100000000,"47,69 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,,Phường Hiệp Tân
"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",,Duplex,Quận 3,,,Đông Nam,2,Nội thất đầy đủ,1800000000,"52,94 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,34 m²,1 phòng,,Phường 10
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",,Chung cư,Huyện Bình Chánh,Tây,,Đông,7,,1650000000,33 triệu/m²,Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,50 m²,1 phòng,,Xã Bình Hưng
"TÊN LỬA, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,,2000000000,"57,14 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,35 m²,1 phòng,,Phường Bình Trị Đông B
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,,,,2070000000,"35,08 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,59 m²,1 phòng,,Phường Long Thạnh Mỹ
"Đường Nguyễn Thiện Thuật, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Bình Thạnh,Bắc,,Nam,3,Nội thất đầy đủ,3350000000,50 triệu/m²,Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,67 m²,2 phòng,,Phường 24
"261/26, Đường Trần Hưng Đạo, Phường Cô Giang, Quận 1, Tp Hồ Chí Minh",Căn góc,Tập thể,Quận 1,,,,1,,3200000000,"37,65 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,85 m²,1 phòng,,Phường Cô Giang
"09, Đường Tên Lửa, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,12,,540000000,"8,18 triệu/m²",Đã có sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,66 m²,2 phòng,,Phường Bình Hưng Hòa
"Đường Quách Văn Tuấn, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",,Chung cư,Quận Tân Bình,,C4,,3,Nội thất đầy đủ,2800000000,"52,83 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,53.8 m²,2 phòng,,Phường 12
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",,Chung cư,Quận 3,,,,,,1400000000,"46,67 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,30 m²,1 phòng,,Phường 12
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,Tây,,Đông,,Nội thất đầy đủ,3900000000,"41,05 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,95 m²,2 phòng,,Phường Tân Hưng
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,Chung cư,Huyện Bình Chánh,Nam,,Tây,,Nội thất đầy đủ,2536835000,"36,77 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,69 m²,2 phòng,,Thị trấn Tân Túc
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,Chung cư,Quận 12,,,,,Hoàn thiện cơ bản,2100000000,"36,21 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,58 m²,1 phòng,,Phường Thạnh Xuân
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,Tây,,Đông,,Nội thất đầy đủ,2850000000,"53,77 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,53 m²,1 phòng,,Phường Tân Hưng
"Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Tân Phú,Đông Nam,B2,Tây Bắc,4,Hoàn thiện cơ bản,8700000000,"54,38 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,160 m²,3 phòng,B2.4.08,Phường Sơn Kỳ
"citisoho 12-03, C35, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,,,,,2100000000,"34,43 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,61 m²,2 phòng,,Phường Cát Lái
"09, Đường Tên Lửa, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,Tây,E,Đông,16,Nội thất cao cấp,3899999000,"59,09 triệu/m²",Đã có sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,66 m²,2 phòng,08,Phường Bình Trị Đông
"Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,Chung cư,Quận 7,,,,,Hoàn thiện cơ bản,2500000000,"43,86 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,57 m²,1 phòng,,Phường Phú Mỹ
"Đường Thạnh Lộc 17, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 12,,Block B,Đông Nam,1,Bàn giao thô,1700000000,"26,56 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,64 m²,1 phòng,G8,Phường Thạnh Lộc
"Đường Tên Lửa 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Bình Tân,,,,,,63000000,759.036 đ/m²,Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,83 m²,2 phòng,,Phường Bình Trị Đông A
"Đường Tân Túc, Thị trấn Tân Túc, Bình Chánh, Hồ Chí Minh, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,Chung cư,Huyện Bình Chánh,,,,,Nội thất cao cấp,2100000000,"35,59 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,59 m²,2 phòng,,Thị trấn Tân Túc
"Tên Lưa, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,,950000000,"14,62 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,,,Phường Bình Trị Đông A
"Đường Quốc lộ 1A, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,Nam,B1,Tây,2,Hoàn thiện cơ bản,1630000000,"27,17 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,60 m²,1 phòng,,Phường Tân Tạo A
"lô 5, Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,Nội thất đầy đủ,1350000000,"27,55 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,49 m²,1 phòng,,Phường Bình Hưng Hoà B
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,,,,2500000000,"46,3 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,54 m²,2 phòng,,Phường Long Thạnh Mỹ
"đường 71CL, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,Bắc,A,Nam,2,Nội thất đầy đủ,1800000000,"31,03 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,58 m²,1 phòng,,Phường Cát Lái
"chung cư An Khang đường số 3, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,Đông,1,Tây,1,Hoàn thiện cơ bản,1980000000,"36,67 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,54.2 m²,1 phòng,,Phường Tân Thuận Đông
"287 Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",,Chung cư,Quận 12,Tây Bắc,1,Đông Nam,13,Nội thất đầy đủ,1900000000,"29,23 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,A12BIS05,Phường Tân Thới Nhất
"Số 200, Số 200 đường 3/2, Phường 12, Quận 10, Tp Hồ Chí Minh",,Duplex,Quận 10,Đông Nam,,Tây Bắc,,,17000000000,"113,33 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,150 m²,3 phòng,,Phường 12
"Huy Cận, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 9,Tây Nam,B,Đông Bắc,5,Nội thất cao cấp,2900000000,"42,65 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,68 m²,2 phòng,,Phường Phước Long B
"104, 104 Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh",,Chung cư,Quận Tân Bình,Bắc,,Nam,4,Nội thất đầy đủ,3300000000,"57,89 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,57 m²,1 phòng,,Phường 2
"Chung cư VStar, Đường Phú Thuận, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 7,Đông Bắc,A,Đông Nam,4,Hoàn thiện cơ bản,2800000000,"23,73 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,118 m²,2 phòng,A401,Phường Phú Thuận
"Đường Ba Tơ, Phường 7, Quận 8, Tp Hồ Chí Minh",,Chung cư,Quận 8,,,,,,1750000000,"20,83 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,84 m²,2 phòng,,Phường 7
"239 – 241 – 278, 239 – 241 – 278  Đường Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",,Chung cư,Quận Tân Phú,Đông Nam,tháp 5,Đông Nam,22,Nội thất cao cấp,3200000000,"49,23 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,RS5-22-06,Phường Hiệp Tân
"05, Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 8,,Sp,,8,,2200000000,"34,92 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,63 m²,2 phòng,05/Sp08,Phường 7
"Tl27, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",,Chung cư,Quận 12,,,,,Hoàn thiện cơ bản,1350000000,"29,35 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,46 m²,1 phòng,,Phường Thạnh Lộc
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,Chung cư,Huyện Nhà Bè,Đông,,Tây,,Nội thất cao cấp,2400000000,"22,64 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,106 m²,2 phòng,,Xã Phước Kiển
"09, Phan Huy, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,Chung cư,Quận Gò Vấp,Đông Nam,A,Tây Bắc,,Bàn giao thô,2300000000,"21,5 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,107 m²,2 phòng,,Phường 14
"Đường Quốc lộ 1A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 12,,,,,,1650000000,"24,26 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,68 m²,2 phòng,,Phường Trung Mỹ Tây
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,Chung cư,Huyện Nhà Bè,,,,,,2900000000,"22,48 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,129 m²,3 phòng,,Xã Phước Kiển
"Đường Quốc lộ 1A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",,Chung cư,Quận 12,,,,,,1700000000,"23,29 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,73 m²,2 phòng,,Phường Trung Mỹ Tây
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,,,,2300000000,"53,49 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,43 m²,1 phòng,,Phường Long Thạnh Mỹ
"A1, Đường Số 3, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,Tây,,Đông,,,1850000000,"23,13 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,80 m²,2 phòng,,Phường Tân Tạo A
"Đường Hồng Lạc, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",,Chung cư,Quận Tân Bình,Bắc,B,Nam,14,Nội thất đầy đủ,2490000000,"35,07 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,71 m²,2 phòng,,Phường 10
"Đường Trần Văn Kiểu, Phường 10, Quận 6, Tp Hồ Chí Minh",,Chung cư,Quận 6,Đông Bắc,,Tây Nam,5,Hoàn thiện cơ bản,3100000000,50 triệu/m²,Giấy tờ khác,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,62 m²,2 phòng,,Phường 10
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",,Chung cư,Quận Bình Thạnh,,,,,,2700000000,"50,94 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,53 m²,1 phòng,,Phường 22
"Đường Tên Lửa, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,,2000000000,"44,44 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,45 m²,1 phòng,,Phường An Lạc A
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,,,,1200000000,"17,14 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,70 m²,2 phòng,,Phường Long Thạnh Mỹ
"208, 208 Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Bình Thạnh,,L1,Đông,11,Nội thất đầy đủ,6400000000,"72,73 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,88 m²,2 phòng,,Phường 22
"Số 584, Số 584 Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",Căn góc,Penthouse,Quận 7,Đông Nam,,,39,Bàn giao thô,18000000000,"56,25 triệu/m²",,Đã bàn giao,Tp Hồ Chí Minh,5 phòng,320 m²,4 phòng,,Phường Tân Phú
"346 Bến Vân Đồn, Phường 1, Quận 4, Tp Hồ Chí Minh",,Chung cư,Quận 4,Đông Nam,B,Tây Bắc,17,Nội thất cao cấp,4700000000,"57,32 triệu/m²",Giấy tờ khác,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,82 m²,2 phòng,,Phường 1
"Đường Tên Lửa 2, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,Nội thất cao cấp,48000000,"1,37 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,35 m²,1 phòng,,Phường Bình Trị Đông B
"Block A, Đường D4, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 7,Đông Nam,Block A,Đông Nam,9,Nội thất đầy đủ,3500000000,"30,97 triệu/m²",Giấy tờ khác,Đã bàn giao,Tp Hồ Chí Minh,3 phòng,113 m²,2 phòng,,Phường Tân Hưng
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,Chung cư,Huyện Nhà Bè,Đông Nam,,Tây,,,3900000000,"52,7 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,74 m²,2 phòng,,Xã Phước Kiển
"Đường số 1, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh",Căn góc,Officetel,Quận Thủ Đức,Đông Bắc,A,Tây Nam,,Hoàn thiện cơ bản,1750000000,"34,31 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,51.3 m²,1 phòng,07-08,Phường Trường Thọ
"Hẻm 134, Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",,Căn hộ dịch vụ,Quận 3,Đông Nam,,Đông Nam,6,Nội thất đầy đủ,1500000000,"55,56 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,27 m²,1 phòng,,Phường 10
"Đường Số 9, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,,Đông Nam,,Nội thất cao cấp,6000000000,"83,33 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,72 m²,2 phòng,,Phường Thảo Điền
"Đường Cách Mạng Tháng Tám, Phường 10, Quận 3, Tp Hồ Chí Minh",Căn góc,Duplex,Quận 3,Đông Nam,1,Đông,6,Nội thất cao cấp,1500000000,60 triệu/m²,Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,25 m²,1 phòng,2,Phường 10
"Rs3-22, Hòa Bình - Tô Hiệu, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",,Chung cư,Quận Tân Phú,Đông,RS3,Tây,22,Nội thất đầy đủ,3400000000,"52,31 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,Rs3-22,Phường Hiệp Tân
"Đường Hồng Lạc, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",,Chung cư,Quận Tân Bình,Đông,,Tây,,Nội thất cao cấp,1850000000,"44,05 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,42 m²,1 phòng,,Phường 10
"Đường Đồng Văn Cống, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh",,Chung cư,Quận 2,,,,,Nội thất cao cấp,1700000000,"27,87 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,61 m²,1 phòng,,Phường Cát Lái
"09, Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,Chung cư,Quận Gò Vấp,,A,,,,1400000000,"21,21 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,66 m²,1 phòng,,Phường 14
"Đường số 19, Phường Hiệp Bình Chánh, Quận Thủ Đức, Tp Hồ Chí Minh",,Chung cư,Quận Thủ Đức,,Chẵn,,10,Nội thất đầy đủ,1920000000,"36,23 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,53 m²,1 phòng,,Phường Hiệp Bình Chánh
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",,Chung cư,Huyện Nhà Bè,,b5,,15,,1600000000,"30,77 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,52 m²,1 phòng,2,Xã Phước Kiển
"45, Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận Gò Vấp,,C,,,,2000000000,"27,4 triệu/m²",Đã có sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,73 m²,2 phòng,,Phường 14
"Số 18, Số 18 Đường Nguyên Hồng, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",,Chung cư,Quận Gò Vấp,,,,,Hoàn thiện cơ bản,3300000000,"43,42 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,76 m²,2 phòng,,Phường 1
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",,Chung cư,Quận 12,,,,,,750000000,"15,63 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,48 m²,1 phòng,,Phường Thạnh Xuân
"89, Đường Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",,Chung cư,Quận 7,Tây Nam,1,Đông Bắc,20,Hoàn thiện cơ bản,2700000000,"42,19 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,64 m²,2 phòng,,Phường Phú Mỹ
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,,Tây Bắc,,,1493000000,"49,77 triệu/m²",,Chưa bàn giao,Tp Hồ Chí Minh,1 phòng,30 m²,1 phòng,,Phường Long Thạnh Mỹ
"09, Đường Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,Chung cư,Quận Gò Vấp,,A,,,Nội thất đầy đủ,1500000000,"22,06 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,68 m²,1 phòng,,Phường 14
"628A mặt tiền đường Xa Lộ Hà Nội (Liền kề Masteri An Phú), thuộc Phường An Phú, Quận 2, thành phố Hồ Chí Minh., Phường An Phú, Quận 2, Tp Hồ Chí Minh",Căn góc,Chung cư,Quận 2,,West,,16,Hoàn thiện cơ bản,10830000000,"116,45 triệu/m²",Đang chờ sổ,Chưa bàn giao,Tp Hồ Chí Minh,3 phòng,93 m²,3 phòng,02,Phường An Phú
"S0303.2208, Nguyễn Xiễn, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,,S0303,,22,Hoàn thiện cơ bản,1400000000,40 triệu/m²,Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,1 phòng,35 m²,1 phòng,08,Phường Long Thạnh Mỹ
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh",,Chung cư,Quận 9,Tây,E2,Tây,24,Nội thất cao cấp,4100000000,"56,94 triệu/m²",Giấy tờ khác,Chưa bàn giao,Tp Hồ Chí Minh,2 phòng,72.24 m²,2 phòng,E2.24.02,Phường Long Thạnh Mỹ
"Đường Số 7, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,Chung cư,Quận Bình Tân,,,,,Nội thất đầy đủ,2200000000,"33,85 triệu/m²",Đang chờ sổ,Đã bàn giao,Tp Hồ Chí Minh,2 phòng,65 m²,2 phòng,,Phường An Lạc
