address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,floors,furnishing_sell,house_type,land_feature,land_type,length,living_size,price,price_m2,property_back_condition,property_legal_document,property_road_condition,property_status,region,rooms,size,toilets,type_real_estate,unitnumber,ward,width
"Huỳnh Văn Lủy, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,Nhà ngõ,,,22 m,75 m²,4550000,39.912 đ/m²,,Đã có sổ,Hẻm xe hơi,,Bình Dương,4 phòng,114 m²,2 phòng,Đất,,Phường Phú Lợi,5 m
"Đường DX 056, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,3,Nội thất đầy đủ,Nhà mặt phố,,,21 m,210 m²,3800000000,"36,19 triệu/m²",,1,,,Bình Dương,3 phòng,105 m²,3 phòng,Đất,,Phường Phú Mỹ,5 m
"Đường ĐT 748, Xã An Điền, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,Nhà ngõ,,,27 m,200 m²,550000000,"2,75 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,200 m²,2 phòng,Đất,,Xã An Điền,12 m
"DX042, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Tây,,,,Nhà mặt phố,,,19 m,100 m²,3850000000,"38,5 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,100 m²,3 phòng,Đất,,Phường Phú Mỹ,5 m
"Đường DX 03, Xã Tân Vĩnh Hiệp, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,Nhà ngõ,,,11 m,44 m²,650000000,"14,77 triệu/m²",,Giấy tờ khác,Hẻm xe hơi,,Bình Dương,2 phòng,44 m²,1 phòng,Đất,,Xã Tân Vĩnh Hiệp,4 m
"Mt Bình Chuẩn 44, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Tây Bắc,,,,Nhà mặt phố,,,17 m,200 m²,3200000000,"47,76 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,5 phòng,67 m²,3 phòng,Đất,,Phường Bình Chuẩn,4 m
"Đường NL20, Phường Thới Hòa, ",,,,,L,Nam,,,,1,,,30 m,300 m²,4700000000,"15,67 triệu/m²",,1,,,,10 phòng,300 m²,7 phòng,Đất,,Phường Thới Hòa,10 m
"Đường 1, Phường An Phú, Thành phố Thuận An, ",,,Thành phố Thuận An,,,,,,,Nhà ngõ,,,12 m,,1120000000,"23,33 triệu/m²",,,,,,2 phòng,48 m²,2 phòng,Đất,,Phường An Phú,4 m
"2/24, Bình Nhâm 03, Phường Bình Nhâm, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Đông Nam,,,Hoàn thiện cơ bản,Nhà ngõ,,,7 m,21 m²,550000000,"26,19 triệu/m²",Nở hậu,Đã có sổ,,,Bình Dương,2 phòng,21 m²,1 phòng,Đất,,Phường Bình Nhâm,3 m
"67, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,2,,,,Nhà mặt phố,,,14 m,56 m²,1350000000,"24,11 triệu/m²",,Đã có sổ,,,Bình Dương,2 phòng,56 m²,2 phòng,Đất,,Phường Bình Chuẩn,4 m
"Đường Nguyễn Chí Thanh, Phường An Thạnh, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà ngõ,,,14 m,,3300000000,,,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,,2 phòng,Đất,,Phường An Thạnh,7 m
"Đường 30/4, Phường Chánh Nghĩa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông Nam,,,Nội thất đầy đủ,Nhà mặt phố,,,24 m,320 m²,5500000000,"45,83 triệu/m²",,Đã có sổ,,,Bình Dương,4 phòng,120 m²,3 phòng,Đất,,Phường Chánh Nghĩa,5 m
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,Nhà phố liền kề,,,25 m,100 m²,4600000000,46 triệu/m²,,Đã có sổ,,,Bình Dương,4 phòng,100 m²,3 phòng,Đất,,Phường Hiệp Thành,4.2 m
"Đường Dt747, Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,Đông Bắc,,,,Nhà biệt thự,,,50 m,650 m²,3700000000,"5,69 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,650 m²,2 phòng,Đất,,Phường Thái Hòa,13 m
"bê tông 5m, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,Nhà ngõ,,,35 m,154 m²,2650000000,"17,21 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,154 m²,2 phòng,Đất,,Phường Hiệp An,4 m
"Đường Nguyễn Chí Thanh, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,2,1,Nhà ngõ,,,31 m,70 m²,3080000000,"24,84 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,124 m²,2 phòng,Đất,,,4 m
"Đường Hoàng Hoa Thám, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,2,1,Nhà biệt thự,,,12 m,120 m²,5850000000,45 triệu/m²,,Đã có sổ,Hẻm xe hơi,,Bình Dương,4 phòng,130 m²,4 phòng,Đất,,Phường Hiệp Thành,10 m
"bê tông 4m, Phường Tân Định, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,Nhà ngõ,,,23 m,117 m²,1650000000,"14,1 triệu/m²",,1,Hẻm xe hơi,,Bình Dương,3 phòng,117 m²,2 phòng,Đất,,Phường Tân Định,5.1 m
"Đường 1, Phường Phú Hòa, ",,,,,,,,,,1,,,17 m,102 m²,3150000000,"30,88 triệu/m²",,1,,,,3 phòng,102 m²,2 phòng,Đất,,Phường Phú Hòa,6 m
"Lò Lu, Phường Tương Bình Hiệp, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,Nhà mặt phố,,,30 m,120 m²,3080000000,"25,67 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,120 m²,2 phòng,Đất,,Phường Tương Bình Hiệp,4 m
"dx060, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,4,,2,1,Nhà mặt phố,,,30 m,90 m²,3950000000,"32,11 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,4 phòng,123 m²,2 phòng,Đất,,Phường Phú Mỹ,4 m
"dx039, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Nam,,3,Nội thất cao cấp,Nhà mặt phố,,,25 m,100 m²,5190000000,"43,25 triệu/m²",Nở hậu,Đã có sổ,,,Bình Dương,4 phòng,120 m²,3 phòng,Đất,,Phường Phú Lợi,5 m
"Đường Bình Chuẩn 17, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Đông Bắc,,1,Hoàn thiện cơ bản,Nhà phố liền kề,,,18 m,90 m²,2660000000,"29,56 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,90 m²,2 phòng,Đất,,Phường Bình Chuẩn,5 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, ",,,Thị xã Dĩ An,,,,,,,1,,,24 m,146 m²,3100000000,"21,23 triệu/m²",,1,,,,2 phòng,146 m²,2 phòng,Đất,,Phường Tân Bình,6 m
"Hẻm Chợ k8, Phường Phú Lợi, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông Nam,,2,Nội thất đầy đủ,Nhà biệt thự,,,12 m,200 m²,5850000000,"48,75 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,4 phòng,120 m²,3 phòng,Đất,,Phường Phú Lợi,10 m
"1/ nguyễn thị minh khai, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,2,1,Nhà ngõ,,,20 m,70 m²,4000000000,40 triệu/m²,,Đã có sổ,,,Bình Dương,4 phòng,100 m²,4 phòng,Đất,,Phường Phú Hòa,5 m
"dx 39 Huỳnh Văn Luỹ, ",,,,,,Đông Nam,,,Nội thất cao cấp,1,,,25 m,180 m²,5200000000,"41,27 triệu/m²",,1,1,,,3 phòng,126 m²,4 phòng,Đất,,,5 m
"Bc 18, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Tây,,,,Nhà phố liền kề,,,12 m,96 m²,720000000,15 triệu/m²,Nở hậu,Giấy tờ khác,Hẻm xe hơi,,Bình Dương,2 phòng,48 m²,2 phòng,Đất,,Phường Bình Chuẩn,4 m
"Ngã tư Bình chuẩn, Thành phố Thuận An, ",,,Thành phố Thuận An,,,,,,,1,,,17 m,280 m²,3150000000,45 triệu/m²,,1,1,,,4 phòng,70 m²,3 phòng,Đất,,,4 m
"Đường Bình Thung, Phường Bình An, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Đông Nam,,,,Nhà ngõ,,,,64 m²,2300000000,"35,94 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,1 phòng,64 m²,1 phòng,Đất,,Phường Bình An,4.5 m
"Đường Bê Tông 4m, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,8,,1,1,Nhà mặt phố,,,13.5 m,120 m²,3250000000,"40,12 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,81 m²,2 phòng,Đất,,Phường Hiệp Thành,6 m
"Đường ĐT 743, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,Nhà phố liền kề,,,13 m,130 m²,2140000000,"32,92 triệu/m²",,Đã có sổ,,,Bình Dương,2 phòng,65 m²,2 phòng,Đất,,Phường Tân Phước Khánh,5 m
"Đường Bê Tông 4m5, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,8,,1,2,Nhà mặt phố,,,20 m,120 m²,3600000000,45 triệu/m²,,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,80 m²,2 phòng,Đất,3600,Phường Hiệp Thành,4 m
"Đường 22, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà mặt phố,,,,75 m²,830000000,"11,07 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,75 m²,2 phòng,Đất,,Phường Bình Chuẩn,
"Đường 5m, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông Bắc,,1,Hoàn thiện cơ bản,Nhà mặt phố,,,30 m,120 m²,2650000000,"22,08 triệu/m²",,1,Hẻm xe hơi,,Bình Dương,2 phòng,120 m²,2 phòng,Đất,8899,,4 m
"an thạnh 57, Phường An Thạnh, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Đông Nam,,2,Nội thất đầy đủ,Nhà mặt phố,,,21 m,160 m²,2900000000,"34,94 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,83 m²,3 phòng,Đất,,Phường An Thạnh,4 m
"nguyễn hữu cảnh, Phường Đông Hòa, Thị xã Dĩ An, ",,,Thị xã Dĩ An,,,Đông,,2,,1,,,,69 m²,1950000000,"84,78 triệu/m²",Nở hậu,1,1,,,2 phòng,23 m²,2 phòng,Đất,,Phường Đông Hòa,4 m
"Vĩnh Phú 20, Phường Vĩnh Phú, Bình Dương",,,,,,,,,,Nhà ngõ,,,12 m,120 m²,2600000000,"43,33 triệu/m²",,1,Hẻm xe hơi,,Bình Dương,2 phòng,60 m²,2 phòng,Đất,,Phường Vĩnh Phú,5 m
"Đường Vũng Thiện, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,8,,,,Nhà ngõ,,,15 m,200 m²,2900000000,"38,67 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,75 m²,3 phòng,Đất,,,5 m
"Đường Nguyễn Công Trứ, Phường Đông Hòa, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,2,,2,,Nhà mặt phố,,,,140 m²,2870000000,41 triệu/m²,Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,70 m²,2 phòng,Đất,,Phường Đông Hòa,45 m
"Đường Thủ Khoa Huân, Phường Thuận Giao, Bình Dương",,,,,,Đông Nam,,,,Nhà ngõ,,,10 m,60 m²,930000000,"20,67 triệu/m²",,3,Hẻm xe hơi,,Bình Dương,2 phòng,45 m²,2 phòng,Đất,,Phường Thuận Giao,4 m
"An Thạnh, Phường An Thạnh, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà ngõ,,,11 m,79 m²,1850000000,"23,42 triệu/m²",Nở hậu,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,79 m²,1 phòng,Đất,,Phường An Thạnh,7 m
"39, Nguyễn Thị Khắp, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Đông,,,Hoàn thiện cơ bản,Nhà mặt phố,,,16 m,68 m²,1200000000,"17,65 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,68 m²,4 phòng,Đất,,Phường Tân Đông Hiệp,5 m
"Đường An Sơn 19, Xã An Sơn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà ngõ,,,,,3450000000,"17,25 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,1 phòng,200 m²,1 phòng,Đất,,Xã An Sơn,
"Ql13, Thị trấn Lai Uyên, Huyện Bàu Bàng, Bình Dương",,,Huyện Bàu Bàng,,,,,,,Nhà mặt phố,,,30 m,169 m²,1500000000,10 triệu/m²,,Đã có sổ,,,Bình Dương,5 phòng,150 m²,5 phòng,Đất,,Thị trấn Lai Uyên,5 m
"Vĩnh Phú, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà ngõ,,,10 m,140 m²,2200000000,"27,5 triệu/m²",Nở hậu,Đã có sổ,,,Bình Dương,2 phòng,80 m²,2 phòng,Đất,,Phường Vĩnh Phú,8 m
"Tan Phuoc Khanh 41, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,A,Đông Bắc,,1,,Nhà ngõ,,,11 m,88 m²,840000000,"19,09 triệu/m²",,Giấy tờ khác,Hẻm xe hơi,,Bình Dương,2 phòng,44 m²,2 phòng,Đất,,Phường Tân Phước Khánh,4 m
"dt741, Phường Hòa Lợi, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,Nhà ngõ,,,,,1500000000,"4,48 triệu/m²",,,,,Bình Dương,1 phòng,335 m²,,Đất,,Phường Hòa Lợi,
"Thuận Giao 05, Phường Thuận Giao, Thành phố Thuận An, ",,,Thành phố Thuận An,,,2,,1,Hoàn thiện cơ bản,Nhà ngõ,,,6 m,60 m²,750000000,25 triệu/m²,,Giấy tờ khác,1,,,2 phòng,30 m²,2 phòng,Đất,,Phường Thuận Giao,5 m
"Đường ĐT 743, Phường Thái Hòa, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,,,,,,Nhà phố liền kề,,,9 m,70 m²,590000000,"16,86 triệu/m²",,Đang chờ sổ,,,Bình Dương,1 phòng,35 m²,2 phòng,Đất,,Phường Thái Hòa,4 m
"cho hai mỹ, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,Hoàn thiện cơ bản,Nhà phố liền kề,,,7 m,50 m²,660000000,22 triệu/m²,,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,30 m²,1 phòng,Đất,,Phường Bình Chuẩn,4 m
"Lái Thiêu, Phường Lái Thiêu, Bình Dương",,,,,,,,,,Nhà mặt phố,,,135 m,180 m²,5000000000,"83,33 triệu/m²",,1,,,Bình Dương,4 phòng,60 m²,3 phòng,Đất,,Phường Lái Thiêu,45 m
"Sec Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,2,,2,Hoàn thiện cơ bản,Nhà mặt phố,,,23 m,115 m²,4890000000,"42,52 triệu/m²",Nở hậu,1,Hẻm xe hơi,,Bình Dương,4 phòng,115 m²,3 phòng,Đất,,Phường Phú Hòa,5 m
"Đường NE8, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,,,,,,Nhà mặt phố,,,30 m,150 m²,2300000000,"15,33 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,6 phòng,150 m²,6 phòng,Đất,,Phường Thới Hòa,5 m
"Đường Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông,,,,Nhà ngõ,,,17 m,172 m²,2600000000,"30,23 triệu/m²",,1,,,Bình Dương,4 phòng,86 m²,2 phòng,Đất,,Phường Phú Hòa,5.4 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,3,Hoàn thiện cơ bản,Nhà mặt phố,,,20 m,190 m²,2989000000,"29,89 triệu/m²",,Đã có sổ,,,Bình Dương,4 phòng,100 m²,4 phòng,Đất,,Phường Tân Bình,5 m
"Bình Chuẩn 17, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Đông Nam,,,,Nhà ngõ,,,12 m,48 m²,1175000000,"24,48 triệu/m²",,Giấy tờ khác,,,Bình Dương,2 phòng,48 m²,2 phòng,Đất,,Phường Bình Chuẩn,4 m
"Bình Chuẩn 01, Thành phố Thuận An, ",,,Thành phố Thuận An,,,5,,,,Nhà ngõ,,,10 m,,960000000,24 triệu/m²,,Đang chờ sổ,1,,,2 phòng,40 m²,2 phòng,Đất,,,4 m
"bình hoà, Phường Bình Hòa, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà mặt phố,,,19 m,170 m²,3350000000,"34,9 triệu/m²",,Đã có sổ,,,Bình Dương,4 phòng,96 m²,3 phòng,Đất,,Phường Bình Hòa,5 m
"Đường Liên Huyện, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,,,,,Nhà mặt phố,,,25 m,226 m²,2660000000,"23,54 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,113 m²,2 phòng,Đất,,Phường Tân Bình,4 m
"Đường Nguyễn Thị Minh Khai, Phường Tân Đông Hiệp, Bình Dương",,,,,,,,3,,Nhà ngõ,,,15 m,210 m²,2899000000,"38,65 triệu/m²",Nở hậu,1,Hẻm xe hơi,,Bình Dương,3 phòng,75 m²,2 phòng,Đất,,Phường Tân Đông Hiệp,5 m
"Đường Nguyễn Thị Tươi, Phường Tân Bình, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Đông Bắc,,2,2,Nhà mặt phố,,,16 m,136 m²,2450000000,"36,03 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,68 m²,2 phòng,Đất,,Phường Tân Bình,4 m
"Võ Thị Sáu, Thành phố Thuận An, ",,,Thành phố Thuận An,,,,,1,,Nhà ngõ,,,10 m,70 m²,685000000,"17,13 triệu/m²",,Giấy tờ khác,1,,,2 phòng,40 m²,2 phòng,Đất,,,4 m
"Vĩnh Phú, Phường Vĩnh Phú, Bình Dương",,,,,,,,,,Nhà ngõ,,,16 m,220 m²,3700000000,"56,92 triệu/m²",,1,Hẻm xe hơi,,Bình Dương,5 phòng,65 m²,6 phòng,Đất,,Phường Vĩnh Phú,4 m
"Đường Nguyễn Tri Phương, Phường An Bình, Bình Dương",,,,,,,,,Nội thất đầy đủ,Nhà ngõ,,,21 m,110 m²,3200000000,"29,09 triệu/m²",,1,Hẻm xe hơi,,Bình Dương,2 phòng,110 m²,1 phòng,Đất,,Phường An Bình,5 m
"Đường 14, Thành phố Thuận An, ",,,Thành phố Thuận An,,,,,,,1,,,,,1000000000,"12,5 triệu/m²",,,,,,3 phòng,80 m²,3 phòng,Đất,,,
"Hẽm An Thanh 39, Phường An Thạnh, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,Hoàn thiện cơ bản,Nhà ngõ,,,40 m,100 m²,4300000000,"11,17 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,385 m²,1 phòng,Đất,,Phường An Thạnh,88 m
"Đường Thích Quảng Đức, Phường Phú Cường, ",,,,,,Đông Nam,,,Nội thất đầy đủ,Nhà ngõ,,,10 m,100 m²,2250000000,"22,5 triệu/m²",,1,,,,2 phòng,100 m²,2 phòng,Đất,,Phường Phú Cường,10 m
"Vĩnh Phú, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà ngõ,,,16 m,82 m²,2200000000,"26,83 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,82 m²,1 phòng,Đất,,Phường Vĩnh Phú,5 m
"Đường Nguyễn Tri Phương, Phường An Bình, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Đông,,,,Nhà ngõ,,,20 m,100 m²,2850000000,"28,5 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,7 phòng,100 m²,Nhiều hơn 6 phòng,Đất,,Phường An Bình,5 m
"Đường Nôi Bộ, Phường Tân Đông Hiệp, Bình Dương",,,,,,7,,,,Nhà ngõ,,,28 m,,2900000000,"20,42 triệu/m²",,1,Hẻm xe hơi,,Bình Dương,3 phòng,142 m²,2 phòng,Đất,,Phường Tân Đông Hiệp,5 m
"KDC Bình Chuẩn, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà biệt thự,,,18 m,160 m²,3300000000,"41,25 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,4 phòng,80 m²,3 phòng,Đất,,Phường Bình Chuẩn,4 m
"Đường Đông An, Phường Tân Đông Hiệp, Bình Dương",,,,,,3,,,Hoàn thiện cơ bản,Nhà mặt phố,,,15 m,165 m²,3200000000,"53,33 triệu/m²",,1,,,Bình Dương,4 phòng,60 m²,4 phòng,Đất,,Phường Tân Đông Hiệp,4 m
"Đường Phạm Ngọc Thạch, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Đông Nam,,,,Nhà mặt phố,,,20 m,,3550000000,"35,5 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,2 phòng,100 m²,1 phòng,Đất,,Phường Hiệp Thành,5 m
"Đường Bùi Thị Cội, Phường Tân Đông Hiệp, Bình Dương",,,,,,Đông,,,,Nhà ngõ,,,13 m,,2350000000,"36,15 triệu/m²",,1,Hẻm xe hơi,,Bình Dương,3 phòng,65 m²,1 phòng,Đất,,Phường Tân Đông Hiệp,5 m
"Đường Lê Hồng Phong, Phường Phú Hòa, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,Nhà mặt phố,,,18 m,98 m²,3150000000,"32,14 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,98 m²,2 phòng,Đất,,Phường Phú Hòa,5 m
"Vĩnh Phú, Phường Vĩnh Phú, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,Đông Nam,,,,Nhà ngõ,,,19 m,130 m²,2850000000,"25,91 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,4 phòng,110 m²,2 phòng,Đất,,Phường Vĩnh Phú,6 m
"Đường Đào Duy Từ, Phường Đông Hòa, Thị xã Dĩ An, ",,,Thị xã Dĩ An,,,2,,,Hoàn thiện cơ bản,1,,,23 m,176 m²,5200000000,"57,78 triệu/m²",,1,,,,4 phòng,90 m²,4 phòng,Đất,,Phường Đông Hòa,4 m
"DX039, Phường Phú Mỹ, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Nam,,,Nội thất cao cấp,Nhà mặt phố,,,25 m,125 m²,5199000000,"41,59 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,125 m²,3 phòng,Đất,,Phường Phú Mỹ,5 m
"Đường NH9, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,H,,,,,Nhà ngõ,,,30 m,300 m²,2200000000,"7,33 triệu/m²",,1,,,Bình Dương,nhiều hơn 10 phòng,300 m²,Nhiều hơn 6 phòng,Đất,,Phường Thới Hòa,10 m
"nhà mới, 07, Phường Tân Phước Khánh, Thị xã Tân Uyên, Bình Dương",,,Thị xã Tân Uyên,,Khu dân cư đông đúc,Đông Nam,,2,Nội thất cao cấp,Nhà mặt phố,,,15 m,65 m²,2650000000,"40,77 triệu/m²",,Đã có sổ,,,Bình Dương,2 phòng,65 m²,2 phòng,Đất,,Phường Tân Phước Khánh,4.5 m
"KDC Bình Chuẩn, Phường Bình Chuẩn, Thành phố Thuận An, Bình Dương",,,Thành phố Thuận An,,,,,,,Nhà mặt phố,,,15 m,120 m²,1300000000,"21,67 triệu/m²",,,,,Bình Dương,3 phòng,60 m²,2 phòng,Đất,,Phường Bình Chuẩn,4 m
"Đường DX 086, Phường Hiệp An, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,Tây Bắc,,,Nội thất đầy đủ,Nhà mặt phố,,,31 m,60 m²,3080000000,"25,04 triệu/m²",,Đã có sổ,Hẻm xe hơi,,Bình Dương,3 phòng,123 m²,2 phòng,Đất,,Phường Hiệp An,4 m
"Đường Nguyễn Đức Thuận, Phường Hiệp Thành, Thành phố Thủ Dầu Một, Bình Dương",,,Thành phố Thủ Dầu Một,,,,,,,Nhà phố liền kề,,,13.5 m,81 m²,3250000000,"40,12 triệu/m²",,Đã có sổ,,,Bình Dương,3 phòng,81 m²,3 phòng,Đất,,Phường Hiệp Thành,6 m
"lê thị út, Phường Tân Đông Hiệp, Thị xã Dĩ An, Bình Dương",,,Thị xã Dĩ An,,,Tây Bắc,,,,Nhà ngõ,,,,116 m²,2530000000,"43,62 triệu/m²",Nở hậu,Đã có sổ,,,Bình Dương,3 phòng,58 m²,2 phòng,Đất,,Phường Tân Đông Hiệp,
"QL13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương",,,Thị xã Bến Cát,,Thiên đàng 2,Đông Nam,,1,,Nhà phố liền kề,,,20 m,200 m²,2350000000,"23,5 triệu/m²",,Giấy tờ khác,Hẻm xe hơi,,Bình Dương,3 phòng,100 m²,3 phòng,Đất,,Phường Thới Hòa,5 m
"Đường Bình Chuẩn 42, Phường Bình Chuẩn, Bình Dương",,,,,,,,,,Nhà mặt phố,,,18 m,73 m²,3100000000,"43,06 triệu/m²",,,,,Bình Dương,4 phòng,72 m²,4 phòng,Đất,,Phường Bình Chuẩn,4 m
