address,apartment_feature,apartment_type,area,balconydirection,block,direction,floornumber,furnishing_sell,price,price_m2,property_legal_document,property_status,region,rooms,size,toilets,unitnumber,ward
"Xa lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,Passion,,,Hoàn thiện cơ bản,1700000000,25 triệu/m²,Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,,Phường Hố Nai
"Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,1490000000,"21,29 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Tam Hòa
"Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,1350000000,"19,29 triệu/m2",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,70 m2,2 phòng,,Phường Tam Hòa
"207A, Đường Xa Lộ Hà Nội, Phường Tân Vạn, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Nam,A1,Đông Nam,8,Hoàn thiện cơ bản,1000000000,"21,74 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,46 m²,1 phòng,,Phường Tân Vạn
"207A, Đường Xa Lộ Hà Nội, Phường Long Bình Tân, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Nam,A,Đông Nam,8,Hoàn thiện cơ bản,1000000000,"21,74 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,46 m²,1 phòng,25,Phường Long Bình Tân
"KDC Bửu Long, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,2,Nội thất cao cấp,1290000000,"25,8 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,1 phòng,50 m²,1 phòng,,Phường Bửu Long
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1650000000,"23,91 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,,Phường Hố Nai
"Đường quốc lộ 51 xã Long Đức, huyện Long Thành, tỉnh Đồng Nai., Xã Long Đức, Huyện Long Thành, Đồng Nai",Căn góc,Penthouse,Huyện Long Thành,,,,,Hoàn thiện cơ bản,4500000000,45 triệu/m²,Đã có sổ,Đã bàn giao,Đồng Nai,3 phòng,100 m²,2 phòng,,Xã Long Đức
"Đường Quốc lộ 1A, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,Clever,,9,Nội thất cao cấp,2200000000,"30,14 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,73 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,1550000000,"21,53 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,72 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,Pasion,,7,Nội thất cao cấp,1500000000,"21,43 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1608000000,"21,73 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,,Phường Hố Nai
"Xa Lộ Hà Nội, TP Biên Hòa., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Nam,v1,Tây Bắc,12,Hoàn thiện cơ bản,2400000000,32 triệu/m²,Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,75 m²,2 phòng,0v10,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Đông Nam,10,Nội thất cao cấp,2300000000,"30,67 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,75 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2400000000,"34,78 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,,Phường Hố Nai
"hẻm, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",,Căn hộ dịch vụ,Thành phố Biên Hòa,Đông Nam,,Đông Nam,,,4200000000,"27,63 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,1 phòng,152.8 m²,1 phòng,,Phường Tam Hiệp
"03 xa lộ hà nội, Phường Hố Nai, TP Biên Hòa., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Tây Bắc,D,Đông Nam,,Hoàn thiện cơ bản,2800000000,"27,18 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,3 phòng,103 m²,2 phòng,02,Phường Hố Nai
"Đường Nguyễn Văn Cừ, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",,Chung cư,Huyện Nhơn Trạch,,,Đông Bắc,,Hoàn thiện cơ bản,790000000,"15,19 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,52 m²,1 phòng,,Xã Phước An
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Tây Nam,,Đông Nam,,Nội thất cao cấp,1900000000,"30,65 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,1 phòng,62 m²,1 phòng,,Phường Thống Nhất
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,35000000,538.461 đ/m²,Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,65.41 m²,2 phòng,,Phường Hố Nai
"căn hộ 404 - 5t5, Đường D12, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Tây,,Đông,3,Nội thất đầy đủ,960000000,"19,2 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,50 m²,1 phòng,,Phường Bửu Long
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Tây Nam,Passion,Bắc,,Nội thất đầy đủ,1590000000,"23,73 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,67.5 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,1570000000,"24,15 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,65 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1700000000,"22,97 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,,Phường Hố Nai
"Đường Võ Thị Sáu, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Tây,A,Nam,10,Nội thất cao cấp,1970000000,"31,77 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,1 phòng,62 m²,1 phòng,,Phường Thống Nhất
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,1700000000,"22,97 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,,Phường Hố Nai
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,770000000,"19,74 triệu/m²",,Đã bàn giao,Đồng Nai,1 phòng,39 m²,1 phòng,,Phường Tam Hòa
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai.",Căn góc,Chung cư,Thành phố Biên Hòa,,7,,29,Nội thất cao cấp,35000000,514.705 đ/m²,Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Bắc,,Đông,,Nội thất cao cấp,2100000000,"30,43 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1900000000,38 triệu/m²,Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,50 m²,2 phòng,,Phường Hố Nai
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2000000000,"30,77 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,65 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Nam,Lucky,Đông Nam,18,Hoàn thiện cơ bản,2260000000,"32,75 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,L02,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Bắc,,Đông Nam,,Nội thất cao cấp,1600000000,"21,92 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,73 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Nam,,Bắc,,Hoàn thiện cơ bản,2200000000,"31,43 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1700000000,"24,29 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2400000000,32 triệu/m²,,Chưa bàn giao,Đồng Nai,2 phòng,75 m²,2 phòng,,Phường Hố Nai
"đồng khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,6,Hoàn thiện cơ bản,980000000,"18,49 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,53 m²,2 phòng,,Phường Tam Hòa
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai.",,Chung cư,Thành phố Biên Hòa,,,,,,1400000000,"19,72 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Nam,,Tây Bắc,,Nội thất cao cấp,2280000000,"30,4 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,75 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Nam,,Bắc,,Hoàn thiện cơ bản,2200000000,"31,43 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,10,Bàn giao thô,300000000,"4,55 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,66 m²,2 phòng,10.10,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,2350000000,"34,06 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,1600000000,"22,86 triệu/m2",,Chưa bàn giao,Đồng Nai,2 phòng,70 m2,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1700000000,"27,87 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,61 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1900000000,"26,76 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,,Phường Hố Nai
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,390000000,"5,49 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,375000000,"5,21 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,72.66 m²,2 phòng,,Phường Hố Nai
"5, Đường D4, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông Bắc,,Đông Bắc,,,1100000000,22 triệu/m²,Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,50 m²,1 phòng,,Phường Bửu Long
"Mặt tiền Xa lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai, Phường Bửu Long, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Đông Nam,,Đông,,,1600000000,"21,33 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,75.5 m²,2 phòng,,Phường Bửu Long
"Đường Võ Thị Sáu, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2850000000,"30,32 triệu/m²",,Đã bàn giao,Đồng Nai,2 phòng,94 m²,2 phòng,,Phường Thống Nhất
"Bán đảo Đại Phước, Xã Đại Phước, Huyện Nhơn Trạch, Đồng Nai",Căn góc,Chung cư,Huyện Nhơn Trạch,Nam,River Garden Residences (RG2) SwanBay,Bắc,,Hoàn thiện cơ bản,2482730000,"33,55 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,74.2 m²,2 phòng,,Xã Đại Phước
"Đường Nguyễn Văn Cừ, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",,Chung cư,Huyện Nhơn Trạch,,,,,,450000000,"13,64 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,1 phòng,33 m²,1 phòng,,Xã Phước An
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,Đông,,Tây,,,2300000000,"32,86 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Võ Thị Sáu, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Đông Nam,,,1900000000,"27,14 triệu/m²",Đã có sổ,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Quyết Thắng
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,Lucky,,12,Nội thất cao cấp,2250000000,"31,69 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,,Phường Hố Nai
"Đường Nguyễn Văn Cừ, Xã Phước An, Huyện Nhơn Trạch, Đồng Nai",,Chung cư,Huyện Nhơn Trạch,,,,2,,680000000,"13,08 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,52 m²,1 phòng,,Xã Phước An
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,P,Đông Bắc,1,Hoàn thiện cơ bản,2500000000,"35,71 triệu/m²",Giấy tờ khác,Đã bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,P1,Phường Hố Nai
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,2250000000,"29,22 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,77 m²,2 phòng,,Phường Thống Nhất
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,10,,2500000000,"33,78 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,10,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Tây Nam,01,Đông Bắc,12,Hoàn thiện cơ bản,2272000000,"33,41 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,u-01-12,Phường Hố Nai
"1314, Đường Võ Thị Sáu, Phường Quyết Thắng, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Nam,,,1500000000,30 triệu/m²,Đã có sổ,Chưa bàn giao,Đồng Nai,1 phòng,50 m²,1 phòng,,Phường Quyết Thắng
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,Lucky,,9,Nội thất cao cấp,2700000000,"33,33 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,3 phòng,81 m²,2 phòng,,Phường Hố Nai
"Đường Đồng Khởi, Phường Tam Hòa, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,820000000,"22,16 triệu/m²",,Đã bàn giao,Đồng Nai,1 phòng,37.5 m²,1 phòng,,Phường Tam Hòa
"Đường Hương lộ 10, Xã Cẩm Đường, Huyện Long Thành, Đồng Nai",,Duplex,Huyện Long Thành,,,Đông Bắc,,,2500000,1.721 đ/m²,Đã có sổ,Đã bàn giao,Đồng Nai,3 phòng,1452 m²,3 phòng,,Xã Cẩm Đường
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1600000000,"21,92 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,73 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,PASSION,,19,Nội thất cao cấp,1600000000,"22,86 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,P,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,1600000000,"22,86 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1500000000,"23,08 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,65 m²,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Hoàn thiện cơ bản,1600000000,"24,62 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,65 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1600000000,"23,19 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,69 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,Đông Nam,PASSION,Đông Nam,29,Nội thất cao cấp,1500000000,"21,43 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1589000000,"23,37 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,68 m²,2 phòng,,Phường Hố Nai
"Đường Quốc Lộ 1, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1589487365,"21,19 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,75.83 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Nội thất cao cấp,1600000000,"22,54 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,71 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",Căn góc,Chung cư,Thành phố Biên Hòa,,Lucky,,6,Nội thất cao cấp,2200000000,"31,43 triệu/m²",Đang chờ sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường D9, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,Nội thất đầy đủ,2400000000,"31,17 triệu/m²",Đang chờ sổ,Đã bàn giao,Đồng Nai,2 phòng,77 m²,2 phòng,,Phường Thống Nhất
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai.",,Chung cư,Thành phố Biên Hòa,,,,,,1700000000,"22,97 triệu/m²",,Chưa bàn giao,Đồng Nai,2 phòng,74 m²,2 phòng,,Phường Hố Nai
"368 Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Tỉnh Đồng Nai., Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1685000000,"24,07 triệu/m²",Giấy tờ khác,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
"Đường Đồng Khởi, Phường Tam Hiệp, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1100000000,"18,33 triệu/m²",,Đã bàn giao,Đồng Nai,2 phòng,60 m²,2 phòng,,Phường Tam Hiệp
"Đường Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,,,1741000000,"25,6 triệu/m2",,Đã bàn giao,Đồng Nai,2 phòng,68.06 m2,2 phòng,,Phường Hố Nai
"Đường Xa Lộ Hà Nội, Phường Thống Nhất, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,,10,Nội thất cao cấp,1519000000,"20,81 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,73 m²,2 phòng,,Phường Thống Nhất
"Xa Lộ Hà Nội, Phường Hố Nai, Thành phố Biên Hòa, Đồng Nai",,Chung cư,Thành phố Biên Hòa,,,Đông Nam,,Nội thất cao cấp,1900000000,"27,14 triệu/m²",Đã có sổ,Chưa bàn giao,Đồng Nai,2 phòng,70 m²,2 phòng,,Phường Hố Nai
