city,date,direction,district,floors,front_road,id,length,price,property_legal_document,rooms,size,type_adv,type_real_estate,ward,width
Bình Dương,29/09/2021,_,Huyện Bàu Bàng,---,7m,7704718,30m, 585 triệu ,Sổ hồng/ Sổ đỏ,---, 150 m,Cần bán,"Đất thổ cư, đất ở",Thị trấn Lai Uyên,5m
Bình Dương,27/09/2021,_,Thị xã Bến Cát,---,15m,9062027,16m," 1,35 tỷ ",Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Hòa Lợi,5m
Bình Dương,27/09/2021,_,Thị xã Tân Uyên,---,13m,9062510,14m, 800 triệu ,Sổ hồng/ Sổ đỏ,---, 70 m,Cần bán,Nhà mặt tiền,Xã Vĩnh Tân,5m
Bình Dương,27/09/2021,_,Thành phố Dĩ An,---,22m,9063943,15m," 3,1 tỷ ",Sổ hồng/ Sổ đỏ,---, 70 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình An,5m
Bình Dương,28/09/2021,_,Thành phố Thuận An,2,13m,6565429,20m," 1,1 tỷ ",Sổ hồng/ Sổ đỏ,3, 100 m,Cần bán,Nhà mặt tiền,Phường An Phú,5m
Bình Dương,29/09/2021,_,Thành phố Dĩ An,---,6m,9070869,35m," 23,5 triệu / m",Sổ hồng/ Sổ đỏ,---, 212 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình An,6m
Bình Dương,28/09/2021,_,Thị xã Bến Cát,---,7m,5790461,20m," 1,35 tỷ ",Sổ hồng/ Sổ đỏ,---, 120 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,6m
Bình Dương,27/09/2021,_,Thành phố Thuận An,29,---,8838785,---, 900 triệu ,---,1, 50 m,Cần bán,Căn hộ chung cư,Phường Thuận Giao,---
Bình Dương,27/09/2021,Đông Nam,Thành phố Dĩ An,---,16m,9066048,30m," 7,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 300 m,Cần bán,"Phòng trọ, nhà trọ",Phường Tân Đông Hiệp,10m
Bình Dương,28/09/2021,_,Thành phố Thuận An,9,---,8811556,---," 1,07 tỷ ",---,1, 39 m,Cần bán,Căn hộ chung cư,Phường Lái Thiêu,---
Bình Dương,28/09/2021,Bắc,Thành phố Thủ Dầu Một,3,18m,9065420,27m, 25 tỷ ,Sổ hồng/ Sổ đỏ,5, 257 m,Cần bán,"Biệt thự, nhà liền kề",Phường Phú Hòa,9m
Bình Dương,27/09/2021,_,Huyện Bắc Tân Uyên,---,21m,9063951,---, 930 triệu ,Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất thổ cư, đất ở", Xã Tân Lập,---
Bình Dương,21/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9041946,---, 11 triệu / m,Sổ hồng/ Sổ đỏ,---, 98 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Bình Mỹ,---
Bình Dương,21/09/2021,_,Thành phố Thuận An,33,---,8737006,---, 800 triệu ,Sổ hồng/ Sổ đỏ,2, 70 m,Cần bán,Căn hộ chung cư,Phường Thuận Giao,---
Bình Dương,22/09/2021,_,Thị xã Bến Cát,---,15m,6116120,20m, 980 triệu ,Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Thới Hòa,5m
Bình Dương,29/09/2021,_,Thành phố Dĩ An,3,13m,9070857,17m," 4,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 211 m,Cần bán,Nhà mặt tiền,Phường Bình An,4m
Bình Dương,22/09/2021,Đông Bắc,Thành phố Thuận An,29,---,9044006,---, 900 triệu ,Sổ hồng/ Sổ đỏ,1, 40 m,Cần bán,Căn hộ chung cư,Phường Thuận Giao,---
Bình Dương,22/09/2021,_,Thị xã Tân Uyên,---,7m,9043697,14m, 890 triệu ,Sổ hồng/ Sổ đỏ,---, 63 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Tân,"4,5m"
Bình Dương,22/09/2021,_,Thị xã Bến Cát,---,13m,9043509,16m," 1,05 tỷ ",Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,Nhà mặt tiền,Phường Thới Hòa,5m
Bình Dương,22/09/2021,_,Thị xã Bến Cát,---,4m,7412432,66m," 1,25 tỷ ",Sổ hồng/ Sổ đỏ,---, 660 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,10m
Bình Dương,22/09/2021,_,Thành phố Thuận An,8,---,8854827,---, 900 triệu ,Giấy tờ hợp lệ,1, 34 m,Cần bán,Căn hộ chung cư,Phường Thuận Giao,---
Bình Dương,22/09/2021,_,Thành phố Thuận An,2,10m,6469904,20m, 2 tỷ ,Sổ hồng/ Sổ đỏ,2, 100 m,Cần bán,"Biệt thự, nhà liền kề",Phường Thuận Giao,5m
Bình Dương,22/09/2021,_,Thị xã Tân Uyên,---,12m,6309437,20m," 1,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 200 m,Cần bán,"Đất thổ cư, đất ở",Phường Uyên Hưng,1Om
Bình Dương,22/09/2021,_,Thị xã Bến Cát,---,36m,9044427,---, 940 triệu ,Giấy tờ hợp lệ,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,---
Bình Dương,22/09/2021,_,Thị xã Tân Uyên,---,20m,9044595,20m, 1 tỷ ,---,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Uyên Hưng,5m
Bình Dương,22/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9043540,18m, 950 triệu ,Sổ hồng/ Sổ đỏ,---, 90 m,Cần bán,Nhà mặt tiền,Xã Bình Mỹ,5m
Bình Dương,22/09/2021,_,Thị xã Tân Uyên,---,6m,9044667,14m, 900 triệu ,Sổ hồng/ Sổ đỏ,---, 70 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Tân,5m
Bình Dương,22/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9045282,16m, 780 triệu ,---,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Bình Mỹ,5m
Bình Dương,22/09/2021,Đông Nam,Thành phố Thủ Dầu Một,---,12m,9045213,20m," 7,3 tỷ ",---,---, 140 m,Cần bán,"Đất thổ cư, đất ở", Phường Hiệp Thành,7m
Bình Dương,23/09/2021,_,Thị xã Bến Cát,1,5m,7348676,13m, 950 triệu ,Sổ hồng/ Sổ đỏ,2, 65 m,Cần bán,Nhà trong hẻm,Phường Chánh Phú Hòa,5m
Bình Dương,28/09/2021,_,Thị xã Bến Cát,---,5m,7363972,20m, 750 triệu ,Sổ hồng/ Sổ đỏ,---, 90 m,Cần bán,"Đất thổ cư, đất ở",Phường Hòa Lợi,5m
Bình Dương,25/09/2021,Tây Bắc,Thành phố Thủ Dầu Một,---,6m,7794153,64m," 9,5 triệu / m",Sổ hồng/ Sổ đỏ,---, 1.328 m,Cần bán,"Đất thổ cư, đất ở", Phường Tương Bình Hiệp,"23,4m"
Bình Dương,22/09/2021,_,Thị xã Tân Uyên,---,6m,9044665,29m," 1,05 tỷ ",Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Tân,5m
Bình Dương,25/09/2021,Đông Bắc,Thành phố Thủ Dầu Một,---,6m,7794203,21m, 12 tỷ ,Sổ hồng/ Sổ đỏ,---, 145 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Chánh Nghĩa,7m
Bình Dương,25/09/2021,Đông Nam,Thành phố Thủ Dầu Một,---,6m,7736750,28m, 13 tỷ ,Giấy tờ hợp lệ,---, 211 m,Cần bán,Nhà mặt tiền,Phường Hiệp Thành,23m
Bình Dương,26/09/2021,Đông,Thành phố Dĩ An,---,8m,7496996,16m," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 70 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Tân Đông Hiệp,"4,5m"
Bình Dương,26/09/2021,_,Thị xã Bến Cát,---,4m,6003696,16m, 980 triệu ,Sổ hồng/ Sổ đỏ,2, 63 m,Cần bán,Nhà trong hẻm,Phường Hòa Lợi,"4,5m"
Bình Dương,28/09/2021,_,Thành phố Thuận An,5,---,7703917,---," 1,2 tỷ ",---,1, 48 m,Cần bán,Căn hộ chung cư,Phường Lái Thiêu,---
Bình Dương,26/09/2021,Tây Nam,Thành phố Thuận An,---,4m,9059768,29m," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 157 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Nhâm,"5,4m"
Bình Dương,27/09/2021,Nam,Thành phố Thuận An,---,13m,9062316,13m," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 65 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường An Phú,5m
Bình Dương,26/09/2021,Đông Nam,Thành phố Thủ Dầu Một,---,3m,7679149,12m, 45 triệu / m,Sổ hồng/ Sổ đỏ,---, 595 m,Cần bán,"Đất thổ cư, đất ở",Phường Chánh Nghĩa,50m
Bình Dương,25/09/2021,Đông Nam,Thành phố Thủ Dầu Một,---,5m,7736630,27m, 65 triệu / m,Sổ hồng/ Sổ đỏ,---, 1.200 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Hòa,47m
Bình Dương,26/09/2021,Đông Bắc,Thị xã Tân Uyên,---,3m,7679410,130m," 4,5 triệu / m",Sổ hồng/ Sổ đỏ,---, 5.580 m,Cần bán,"Kho, xưởng",Xã Phú Chánh,40m
Bình Dương,26/09/2021,_,Thị xã Tân Uyên,---,7m,8007798,58m," 4,1 tỷ ",Sổ hồng/ Sổ đỏ,10, 292 m,Cần bán,"Phòng trọ, nhà trọ",Phường Tân Phước Khánh,65m
Bình Dương,26/09/2021,Tây Nam,Thành phố Thuận An,---,"1,5m",7679340,15m, 2 tỷ ,Sổ hồng/ Sổ đỏ,2, 81 m,Cần bán,Nhà trong hẻm,Phường Hưng Định,"5,07m"
Bình Dương,23/09/2021,_,Huyện Bàu Bàng,---,5m,7729725,30m, 825 triệu ,Sổ hồng/ Sổ đỏ,---, 150 m,Cần bán,"Đất thổ cư, đất ở",Thị trấn Lai Uyên,5m
Bình Dương,26/09/2021,Đông Bắc,Thành phố Thủ Dầu Một,2,12m,7679246,85m, 100 triệu / m,Sổ hồng/ Sổ đỏ,5, 3.600 m,Cần bán,"Đất thổ cư, đất ở",Phường Chánh Nghĩa,26m
Bình Dương,26/09/2021,Đông Nam,Thành phố Thuận An,---,"2,7m",7741399,50m," 6,2 triệu / m",Sổ hồng/ Sổ đỏ,---, 1.876 m,Cần bán,"Đất thổ cư, đất ở", Xã An Sơn,"29,39m"
Bình Dương,26/09/2021,Đông Nam,Thành phố Thuận An,---,10m,7754156,30m, 25 triệu / m,Sổ hồng/ Sổ đỏ,---, 301 m,Cần bán,Nhà mặt tiền,Phường An Thạnh,6m
Bình Dương,26/09/2021,Đông Bắc,Thành phố Thuận An,---,6m,9059735,17m," 2,55 tỷ ",Sổ hồng/ Sổ đỏ,---, 76 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Bình Chuẩn,"4,5m"
Bình Dương,26/09/2021,_,Thành phố Thuận An,---,10m,7741352,50m, 40 triệu / m,Sổ hồng/ Sổ đỏ,---, 1.713 m,Cần bán,Mặt bằng,Phường Bình Chuẩn,30m
Bình Dương,24/09/2021,_,Thị xã Bến Cát,---,25m,9053853,16m, 780 triệu ,---,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Phường Chánh Phú Hòa,5m
Bình Dương,24/09/2021,_,Thị xã Bến Cát,---,10m,9053901,---, 10 tỷ ,Sổ hồng/ Sổ đỏ,---, 808 m,Cần bán,"Đất thổ cư, đất ở",Phường Mỹ Phước,---
Bình Dương,24/09/2021,_,Thành phố Thủ Dầu Một,---,45m,9053804,28m, 5 tỷ ,---,---, 286 m,Cần bán,"Đất thổ cư, đất ở",Phường Định Hòa,8m
Bình Dương,24/09/2021,_,Thị xã Tân Uyên,---,7m,7026770,15m," 1,025 tỷ ",Sổ hồng/ Sổ đỏ,---, 75 m,Cần bán,"Đất thổ cư, đất ở",Phường Uyên Hưng,5m
Bình Dương,26/09/2021,_,Thị xã Bến Cát,---,---,7679101,---, 80 tỷ ,Sổ hồng/ Sổ đỏ,---, 22.000 m,Cần bán,"Kho, xưởng",Phường Thới Hòa,---
Bình Dương,26/09/2021,Nam,Huyện Bắc Tân Uyên,---,12m,7741303,80m," 3,5 triệu / m",Sổ hồng/ Sổ đỏ,---, 10.533 m,Cần bán,Mặt bằng, Xã Tân Bình,27m
Bình Dương,24/09/2021,_,Thị xã Tân Uyên,---,7m,7371840,20m, 760 triệu ,Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Tân,5m
Bình Dương,24/09/2021,_,Thành phố Thuận An,---,13m,6673541,20m," 1,35 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Chuẩn,5m
Bình Dương,25/09/2021,_,Thị xã Bến Cát,---,7m,8504519,16m, 850 triệu ,Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Chánh Phú Hòa,5m
Bình Dương,24/09/2021,_,Thị xã Tân Uyên,---,7m,7551301,21m," 1,35 tỷ ",Sổ hồng/ Sổ đỏ,---, 147 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Tân,7m
Bình Dương,24/09/2021,_,Thành phố Thuận An,---,13m,6673551,20m," 1,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Chuẩn,5m
Bình Dương,25/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9054385,---, 12 triệu / m,Sổ hồng/ Sổ đỏ,---, 70 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Bình Mỹ,---
Bình Dương,25/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9054391,---, 11 triệu / m,Sổ hồng/ Sổ đỏ,---, 73 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Bình Mỹ,---
Bình Dương,26/09/2021,Đông,Thành phố Thủ Dầu Một,1,5m,9060063,23m," 6,3 tỷ ",Sổ hồng/ Sổ đỏ,3, 346 m,Cần bán,Nhà trong hẻm,Phường Hiệp Thành,"12,79m"
Bình Dương,27/09/2021,_,Huyện Bắc Tân Uyên,---,15m,9062031,16m, 930 triệu ,Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Tân Lập,5m
Bình Dương,23/09/2021,_,Thị xã Bến Cát,---,12m,9045715,18m," 1,05 tỷ ",---,---, 90 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,5m
Bình Dương,23/09/2021,_,Thị xã Bến Cát,---,8m,9045742,21m," 1,3 tỷ ",---,---, 186 m,Cần bán,"Đất thổ cư, đất ở",Phường Hòa Lợi,8m
Bình Dương,24/09/2021,Nam,Thị xã Bến Cát,---,7m,6015486,18m, 690 triệu ,Sổ hồng/ Sổ đỏ,---, 90 m,Cần bán,"Đất thổ cư, đất ở",Phường Chánh Phú Hòa,5m
Bình Dương,21/09/2021,_,Huyện Bàu Bàng,---,13m,9041922,20m, 749 triệu ,Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Xã Trừ Văn Thố,5m
Bình Dương,23/09/2021,Đông Nam,Thành phố Thuận An,38,60m,9046179,---," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 70 m,Cần bán,Căn hộ chung cư,Phường Thuận Giao,---
Bình Dương,23/09/2021,_,Thị xã Bến Cát,---,13m,9047655,20m," 1,05 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,Nhà mặt tiền,Phường Thới Hòa,5m
Bình Dương,23/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9045699,---, 11 triệu / m,Sổ hồng/ Sổ đỏ,---, 85 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Bình Mỹ,---
Bình Dương,23/09/2021,_,Thành phố Thủ Dầu Một,---,15m,7074965,18m," 1,35 tỷ ",Sổ hồng/ Sổ đỏ,---, 90 m,Cần bán,"Đất thổ cư, đất ở",Phường Phú Hòa,5m
Bình Dương,23/09/2021,_,Thị xã Bến Cát,---,32m,6545522,30m," 1,2 tỷ ",Sổ hồng/ Sổ đỏ,---, 150 m,Cần bán,"Đất thổ cư, đất ở",Phường Hòa Lợi,5m
Bình Dương,23/09/2021,_,Thị xã Bến Cát,---,25m,9048552,16m, 1 tỷ ,---,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,5m
Bình Dương,23/09/2021,_,Thành phố Thuận An,17,---,8821490,---," 2,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 69 m,Cần bán,Căn hộ chung cư,Phường Thuận Giao,---
Bình Dương,23/09/2021,_,Thị xã Bến Cát,---,22m,9049081,---," 1,25 tỷ ",Giấy tờ hợp lệ,---, 80 m,Cần bán,"Đất thổ cư, đất ở",Phường Hòa Lợi,---
Bình Dương,25/09/2021,_,Thị xã Bến Cát,---,16m,9056025,30m," 1,2 tỷ ",---,---, 150 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Thới Hòa,5m
Bình Dương,25/09/2021,_,Thị xã Bến Cát,---,16m,9056091,30m, 1 tỷ ,---,---, 150 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Thới Hòa,5m
Bình Dương,24/09/2021,_,Thị xã Tân Uyên,---,7m,8877192,16m," 1,15 tỷ ",Sổ hồng/ Sổ đỏ,---, 72 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Tân,7m
Bình Dương,24/09/2021,_,Thị xã Tân Uyên,---,13m,9052229,15m, 850 triệu ,Sổ hồng/ Sổ đỏ,---, 75 m,Cần bán,Nhà mặt tiền,Phường Uyên Hưng,5m
Bình Dương,24/09/2021,_,Thị xã Bến Cát,---,15m,8688259,16m, 836 triệu ,Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Chánh Phú Hòa,5m
Bình Dương,23/09/2021,_,Thị xã Tân Uyên,---,45m,9048560,22m, 980 triệu ,---,---, 110 m,Cần bán,"Đất thổ cư, đất ở",Xã Thạnh Hội,5m
Bình Dương,24/09/2021,Đông Bắc,Thành phố Thuận An,1,5m,9052413,15m," 2,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 75 m,Cần bán,Nhà trong hẻm,Phường An Phú,5m
Bình Dương,25/09/2021,_,Thị xã Bến Cát,---,13m,9056061,16m," 1,05 tỷ ",Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,Nhà mặt tiền,Phường Mỹ Phước,5m
Bình Dương,20/09/2021,_,Thị xã Bến Cát,---,20m,9037777,24m, 800 triệu ,---,---, 120 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Chánh Phú Hòa,5m
Bình Dương,20/09/2021,_,Thành phố Thuận An,3,22m,9037999,12m," 3,2 tỷ ",Sổ hồng/ Sổ đỏ,5, 150 m,Cần bán,Nhà mặt tiền,Phường Bình Chuẩn,5m
Bình Dương,20/09/2021,Tây Nam,Thành phố Dĩ An,18,---,9038014,---," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,1, 45 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,23/09/2021,_,Thị xã Bến Cát,---,13m,9047704,13m, 800 triệu ,Sổ hồng/ Sổ đỏ,---, 65 m,Cần bán,Nhà mặt tiền,Phường Mỹ Phước,5m
Bình Dương,24/09/2021,_,Huyện Bàu Bàng,---,13m,9052615,16m, 800 triệu ,---,---, 80 m,Cần bán,"Đất nền, liền kề, đất dự án",Thị trấn Lai Uyên,5m
Bình Dương,24/09/2021,_,Thành phố Thủ Dầu Một,---,15m,6011990,20m," 1,35 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Định Hòa,5m
Bình Dương,21/09/2021,_,Huyện Bàu Bàng,---,8m,7936980,22m, 770 triệu ,Sổ hồng/ Sổ đỏ,---, 105 m,Cần bán,"Đất thổ cư, đất ở",Thị trấn Lai Uyên,5m
Bình Dương,21/09/2021,_,Huyện Bàu Bàng,---,5m,8155752,30m, 725 triệu ,Sổ hồng/ Sổ đỏ,---, 150 m,Cần bán,"Đất thổ cư, đất ở",Xã Trừ Văn Thố,5m
Bình Dương,21/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9038530,---, 13 triệu / m,Sổ hồng/ Sổ đỏ,---, 72 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Bình Mỹ,---
Bình Dương,20/09/2021,_,Thị xã Bến Cát,---,15m,8865511,30m," 1,35 tỷ ",---,---, 150 m,Cần bán,"Đất thổ cư, đất ở",Phường Hòa Lợi,5m
Bình Dương,21/09/2021,_,Thị xã Bến Cát,---,22m,9039949,---, 680 triệu ,---,---, 60 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Mỹ Phước,---
Bình Dương,21/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9040540,20m, 900 triệu ,Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,Nhà mặt tiền,Xã Bình Mỹ,5m
Bình Dương,20/09/2021,_,Thị xã Bến Cát,---,15m,9037692,20m, 1 tỷ ,---,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Phường Thới Hòa,5m
Bình Dương,21/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9038533,---, 13 triệu / m,Sổ hồng/ Sổ đỏ,---, 73 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Bình Mỹ,---
Bình Dương,21/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9040574,14m, 820 triệu ,Sổ hồng/ Sổ đỏ,---, 70 m,Cần bán,Nhà mặt tiền,Xã Tân Lập,5m
Bình Dương,21/09/2021,_,Thị xã Tân Uyên,---,13m,9041374,14m, 700 triệu ,---,---, 70 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Vĩnh Tân,5m
Bình Dương,20/09/2021,_,Thị xã Tân Uyên,---,15m,9038164,20m, 900 triệu ,---,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Tân,5m
Bình Dương,21/09/2021,_,Huyện Phú Giáo,---,8m,9040945,43m," 1,3 tỷ ",Sổ hồng/ Sổ đỏ,---, 507 m,Cần bán,"Đất thổ cư, đất ở",Thị trấn Phước Vĩnh,12m
Bình Dương,26/09/2021,Nam,Thị xã Bến Cát,---,12m,7811228,19m," 3,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 93 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Định,5m
Bình Dương,17/09/2021,_,Thành phố Thuận An,3,22m,9007507,---," 2,8 tỷ ",---,4, 150 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bình Chuẩn,---
Bình Dương,21/09/2021,Đông Nam,Thành phố Dĩ An,18,---,9041473,---," 1,8 tỷ ",Sổ hồng/ Sổ đỏ,2, 55 m,Cần bán,Căn hộ chung cư,Phường Đông Hòa,---
Bình Dương,25/09/2021,_,Thị xã Tân Uyên,1,5m,9056122,26m," 2,45 tỷ ",Sổ hồng/ Sổ đỏ,3, 128 m,Cần bán,Nhà trong hẻm,Phường Tân Hiệp,5m
Bình Dương,18/09/2021,Đông,Thành phố Dĩ An,35,25m,9031455,7m," 1,31 tỷ ",Sổ hồng/ Sổ đỏ,1, 35 m,Cần bán,Căn hộ chung cư,Phường Dĩ An,5m
Bình Dương,21/09/2021,_,Thị xã Bến Cát,2,12m,9040261,9m," 2,02 tỷ ",Sổ hồng/ Sổ đỏ,3, 96 m,Cần bán,"Biệt thự, nhà liền kề",Phường Thới Hòa,5m
Bình Dương,18/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9031478,19m, 800 triệu ,Sổ hồng/ Sổ đỏ,---, 950 m,Cần bán,Nhà mặt tiền,Xã Bình Mỹ,5m
Bình Dương,23/09/2021,_,Huyện Bắc Tân Uyên,---,13m,9045706,---, 12 triệu / m,Sổ hồng/ Sổ đỏ,---, 88 m,Cần bán,"Đất nền, liền kề, đất dự án",Xã Bình Mỹ,---
Bình Dương,18/09/2021,Đông Nam,Thành phố Thuận An,20,40m,9032147,10m," 1,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 41 m,Cần bán,Căn hộ chung cư,Phường Thuận Giao,4m
Bình Dương,18/09/2021,Đông Bắc,Thành phố Thuận An,2,22m,9032440,14m," 2,553 tỷ ",Sổ hồng/ Sổ đỏ,3, 62 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bình Chuẩn,5m
Bình Dương,18/09/2021,_,Thị xã Bến Cát,---,13m,9032490,34m, 760 triệu ,Sổ hồng/ Sổ đỏ,---, 170 m,Cần bán,"Đất thổ cư, đất ở",Phường Mỹ Phước,5m
Bình Dương,18/09/2021,Đông Nam,Thành phố Thuận An,20,---,9032497,---," 2,3 tỷ ",Sổ hồng/ Sổ đỏ,2, 68 m,Cần bán,Căn hộ chung cư,Phường Thuận Giao,---
Bình Dương,18/09/2021,_,Huyện Bàu Bàng,---,7m,7757695,31m, 538 triệu ,Sổ hồng/ Sổ đỏ,---, 155 m,Cần bán,"Đất thổ cư, đất ở",Xã Trừ Văn Thố,5m
Bình Dương,17/09/2021,_,Thành phố Thuận An,3,22m,9009328,---," 2,8 tỷ ",---,4, 150 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bình Chuẩn,---
Bình Dương,18/09/2021,_,Thị xã Tân Uyên,---,7m,9032621,20m," 1,05 tỷ ",Sổ hồng/ Sổ đỏ,---, 100 m,Cần bán,"Đất thổ cư, đất ở",Xã Vĩnh Tân,5m
Bình Dương,18/09/2021,_,Thị xã Tân Uyên,---,13m,9032630,---," 1,25 tỷ ",---,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Uyên Hưng,---
Bình Dương,18/09/2021,_,Thị xã Bến Cát,---,15m,9032603,20m, 950 triệu ,---,---, 100 m,Cần bán,"Đất nền, liền kề, đất dự án",Phường Mỹ Phước,5m
Bình Dương,24/09/2021,_,Thị xã Bến Cát,---,13m,9052338,16m, 950 triệu ,Sổ hồng/ Sổ đỏ,---, 80 m,Cần bán,Nhà mặt tiền,Phường Chánh Phú Hòa,5m
Bình Dương,17/09/2021,_,Thành phố Thuận An,3,22m,9009967,12m, 24 triệu / m,Giấy tờ hợp lệ,4, 170 m,Cần bán,"Biệt thự, nhà liền kề",Phường Bình Chuẩn,5m
Bình Dương,18/09/2021,_,Thành phố Thuận An,1,7m,8142691,16m," 4,95 tỷ ",Sổ hồng/ Sổ đỏ,2, 80 m,Cần bán,Nhà mặt tiền,Phường Thuận Giao,5m
Bình Dương,30/09/2021,Đông Bắc,Thị xã Tân Uyên,3,6m,9034686,17m," 5,2 tỷ ",Giấy tờ hợp lệ,3, 85 m,Cần bán,"Biệt thự, nhà liền kề",Phường Tân Phước Khánh,5m
Bình Dương,30/09/2021,_,Thành phố Dĩ An,35,120m,9080814,10m," 1,7 tỷ ",Sổ hồng/ Sổ đỏ,1, 50 m,Cần bán,Căn hộ chung cư,Phường Dĩ An,5m
Bình Dương,02/10/2021,_,Huyện Bàu Bàng,2,8m,9088970,12m," 1,55 tỷ ",Sổ hồng/ Sổ đỏ,2, 60 m,Cần bán,"Biệt thự, nhà liền kề",Thị Trấn Bàu Bàng,5m
Bình Dương,06/10/2021,_,Thị xã Bến Cát,---,5m,7331164,19m," 1,35 tỷ ",Sổ hồng/ Sổ đỏ,---, 95 m,Cần bán,"Đất thổ cư, đất ở",Phường Hòa Lợi,5m
